Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,HOST,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25176418,WGS,292,2154291598,PRJNA991269,SAMN36291160,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",983947903,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924539,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 19,Illumina MiSeq,40.41 N 3.70 W,Moth 19,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 019,SRP447710
SRR25176419,WGS,263,1410410582,PRJNA991269,SAMN36291159,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",647733759,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924538,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 18,Illumina MiSeq,40.41 N 3.70 W,Moth 18,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:27:00Z,1,MA 018,SRP447710
SRR25176420,WGS,286,2089877802,PRJNA991269,SAMN36291158,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",961638834,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924537,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 17,Illumina MiSeq,40.41 N 3.70 W,Moth 17,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 017,SRP447710
SRR25176421,WGS,281,1865402739,PRJNA991269,SAMN36291157,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",852579629,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924536,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 16,Illumina MiSeq,40.41 N 3.70 W,Moth 16,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 016,SRP447710
SRR25176422,WGS,290,2095174137,PRJNA991269,SAMN36291156,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",958287074,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924535,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 15,Illumina MiSeq,40.41 N 3.70 W,Moth 15,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 015,SRP447710
SRR25176423,WGS,290,2111820923,PRJNA991269,SAMN36291155,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",968089474,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924534,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 14,Illumina MiSeq,40.41 N 3.70 W,Moth 14,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 014,SRP447710
SRR25176424,WGS,290,1790076844,PRJNA991269,SAMN36291154,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",812937323,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924533,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 13,Illumina MiSeq,40.41 N 3.70 W,Moth 13,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 013,SRP447710
SRR25176425,WGS,273,2264217327,PRJNA991269,SAMN36291153,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1038376561,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924532,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 12,Illumina MiSeq,40.41 N 3.70 W,Moth 12,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 012,SRP447710
SRR25176426,WGS,288,2238258238,PRJNA991269,SAMN36291152,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1022327046,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924531,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 11,Illumina MiSeq,40.41 N 3.70 W,Moth 11,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 011,SRP447710
SRR25176427,WGS,268,1481890828,PRJNA991269,SAMN36291151,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",681117985,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924530,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 09,Illumina MiSeq,40.41 N 3.70 W,Moth 09,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 009,SRP447710
SRR25176428,WGS,288,1267920964,PRJNA991269,SAMN36291070,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",584976803,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924529,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 10,Illumina MiSeq,40.41 N 3.70 W,Gran 10,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,AA 010,SRP447710
SRR25176429,WGS,290,1789246476,PRJNA991269,SAMN36291150,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",823477062,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924528,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 08,Illumina MiSeq,40.41 N 3.70 W,Moth 08,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 008,SRP447710
SRR25176430,WGS,290,1849157493,PRJNA991269,SAMN36291149,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",836959185,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924527,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 07,Illumina MiSeq,40.41 N 3.70 W,Moth 07,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 007,SRP447710
SRR25176431,WGS,285,1337081851,PRJNA991269,SAMN36291148,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",608616745,SAN PABLO CEU,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924526,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 06,Illumina MiSeq,40.41 N 3.70 W,Moth 06,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 006,SRP447710
SRR25176432,WGS,289,2021950896,PRJNA991269,SAMN36291147,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",916370329,SAN PABLO CEU,2017,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924525,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 05,Illumina MiSeq,40.41 N 3.70 W,Moth 05,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 005,SRP447710
SRR25176433,WGS,288,2241056608,PRJNA991269,SAMN36291146,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1018714711,SAN PABLO CEU,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924524,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 04,Illumina MiSeq,40.41 N 3.70 W,Moth 04,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 004,SRP447710
SRR25176434,WGS,274,2267309312,PRJNA991269,SAMN36291145,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1030580882,SAN PABLO CEU,2017,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924523,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 03,Illumina MiSeq,40.41 N 3.70 W,Moth 03,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,MA 003,SRP447710
SRR25176435,WGS,264,2326365577,PRJNA991269,SAMN36291144,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1039902962,SAN PABLO CEU,2017,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924522,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 01,Illumina MiSeq,40.41 N 3.70 W,Moth 01,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,MA 001,SRP447710
SRR25176436,WGS,294,1970898037,PRJNA991269,SAMN36291143,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",901165071,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924521,Spain,Europe,Spain,Infants,Homo sapiens,Inf 67b,Illumina MiSeq,40.41 N 3.70 W,Inf 67a,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 010,SRP447710
SRR25176437,WGS,281,1912024284,PRJNA991269,SAMN36291142,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",880433892,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924520,Spain,Europe,Spain,Infants,Homo sapiens,Inf 67a,Illumina MiSeq,40.41 N 3.70 W,Inf 67,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 009,SRP447710
SRR25176438,WGS,292,2082845707,PRJNA991269,SAMN36291141,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",963829134,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924519,Spain,Europe,Spain,Infants,Homo sapiens,Inf 66b,Illumina MiSeq,40.41 N 3.70 W,Inf 66a,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 006,SRP447710
SRR25176439,WGS,281,1557980889,PRJNA991269,SAMN36291069,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",711960937,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924518,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 09,Illumina MiSeq,40.41 N 3.70 W,Gran 09,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,AA 009,SRP447710
SRR25176440,WGS,283,1804757745,PRJNA991269,SAMN36291140,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",833486483,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924517,Spain,Europe,Spain,Infants,Homo sapiens,Inf 66a,Illumina MiSeq,40.41 N 3.70 W,Inf 66,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LC 005,SRP447710
SRR25176441,WGS,292,2064361598,PRJNA991269,SAMN36291139,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",938494274,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924516,Spain,Europe,Spain,Infants,Homo sapiens,Inf 58,Illumina MiSeq,40.41 N 3.70 W,Inf 58,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LC 016,SRP447710
SRR25176442,WGS,286,1913008358,PRJNA991269,SAMN36291138,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",870292338,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924515,Spain,Europe,Spain,Infants,Homo sapiens,Inf 54,Illumina MiSeq,40.41 N 3.70 W,Inf 54,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 012,SRP447710
SRR25176443,WGS,282,1755854726,PRJNA991269,SAMN36291137,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",800738501,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924514,Spain,Europe,Spain,Infants,Homo sapiens,Inf 53,Illumina MiSeq,40.41 N 3.70 W,Inf 53,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LC 011,SRP447710
SRR25176444,WGS,288,1911702503,PRJNA991269,SAMN36291136,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",880419535,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924513,Spain,Europe,Spain,Infants,Homo sapiens,Inf 51,Illumina MiSeq,40.41 N 3.70 W,Inf 51,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 007,SRP447710
SRR25176445,WGS,280,1818652756,PRJNA991269,SAMN36291135,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",837109002,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924512,Spain,Europe,Spain,Infants,Homo sapiens,Inf 50,Illumina MiSeq,40.41 N 3.70 W,Inf 50,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 004,SRP447710
SRR25176446,WGS,291,2177519321,PRJNA991269,SAMN36291134,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1008839505,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924511,Spain,Europe,Spain,Infants,Homo sapiens,Inf 49,Illumina MiSeq,40.41 N 3.70 W,Inf 49,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 003,SRP447710
SRR25176447,WGS,287,2068355138,PRJNA991269,SAMN36291133,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",953996447,SAN PABLO CEU,2017,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924510,Spain,Europe,Spain,Infants,Homo sapiens,Inf 44,Illumina MiSeq,40.41 N 3.70 W,Inf 44,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LC 002,SRP447710
SRR25176448,WGS,276,2126366711,PRJNA991269,SAMN36291132,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",969618854,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924509,Spain,Europe,Spain,Infants,Homo sapiens,Inf 35,Illumina MiSeq,40.41 N 3.70 W,Inf 35,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LA 035,SRP447710
SRR25176449,WGS,289,1867938866,PRJNA991269,SAMN36291131,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",850920554,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924508,Spain,Europe,Spain,Infants,Homo sapiens,Inf 32,Illumina MiSeq,40.41 N 3.70 W,Inf 32,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 032,SRP447710
SRR25176450,WGS,284,1546106283,PRJNA991269,SAMN36291068,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",713525682,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924507,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 08,Illumina MiSeq,40.41 N 3.70 W,Gran 08,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,AA 008,SRP447710
SRR25176451,WGS,294,1816120374,PRJNA991269,SAMN36291130,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",826605346,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924506,Spain,Europe,Spain,Infants,Homo sapiens,Inf 31,Illumina MiSeq,40.41 N 3.70 W,Inf 31,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LA 031,SRP447710
SRR25176452,WGS,288,1007537463,PRJNA991269,SAMN36291129,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",459053488,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924505,Spain,Europe,Spain,Infants,Homo sapiens,Inf 30,Illumina MiSeq,40.41 N 3.70 W,Inf 30,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 030,SRP447710
SRR25176453,WGS,279,2385815379,PRJNA991269,SAMN36291128,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1086585023,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924504,Spain,Europe,Spain,Infants,Homo sapiens,Inf 29,Illumina MiSeq,40.41 N 3.70 W,Inf 29,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LA 029,SRP447710
SRR25176454,WGS,292,1899939685,PRJNA991269,SAMN36291127,"MIGS/MIMS/MIMARKS.human-gut,MIMARKS.survey",866675568,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924503,Spain,Europe,Spain,Infants,Homo sapiens,Inf 28,Illumina MiSeq,40.41 N 3.70 W,Inf 28,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 028,SRP447710
SRR25176455,WGS,294,2030931831,PRJNA991269,SAMN36291126,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",926320902,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924502,Spain,Europe,Spain,Infants,Homo sapiens,Inf 27,Illumina MiSeq,40.41 N 3.70 W,Inf 27,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 027,SRP447710
SRR25176456,WGS,286,2056739786,PRJNA991269,SAMN36291125,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",940881551,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924501,Spain,Europe,Spain,Infants,Homo sapiens,Inf 26,Illumina MiSeq,40.41 N 3.70 W,Inf 26,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,LA 026,SRP447710
SRR25176457,WGS,291,2148851603,PRJNA991269,SAMN36291124,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",990251940,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924500,Spain,Europe,Spain,Infants,Homo sapiens,Inf 25,Illumina MiSeq,40.41 N 3.70 W,Inf 25,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LC 001,SRP447710
SRR25176458,WGS,294,2031127492,PRJNA991269,SAMN36291123,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",932124978,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924499,Spain,Europe,Spain,Infants,Homo sapiens,Inf 24,Illumina MiSeq,40.41 N 3.70 W,Inf 24,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 024,SRP447710
SRR25176459,WGS,271,2183438925,PRJNA991269,SAMN36291122,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1007166180,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924498,Spain,Europe,Spain,Infants,Homo sapiens,Inf 23,Illumina MiSeq,40.41 N 3.70 W,Inf 23,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 023,SRP447710
SRR25176460,WGS,285,1489267195,PRJNA991269,SAMN36291121,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",688107701,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924497,Spain,Europe,Spain,Infants,Homo sapiens,Inf 22,Illumina MiSeq,40.41 N 3.70 W,Inf 22,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 022,SRP447710
SRR25176461,WGS,281,2073841855,PRJNA991269,SAMN36291067,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",943527343,SAN PABLO CEU,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20924496,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 07,Illumina MiSeq,40.41 N 3.70 W,Gran 07,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:29:00Z,1,AA 007,SRP447710
SRR25176462,WGS,295,2152124331,PRJNA991269,SAMN36291120,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",988931732,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20924495,Spain,Europe,Spain,Infants,Homo sapiens,Inf 21,Illumina MiSeq,40.41 N 3.70 W,Inf 21,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-06T19:28:00Z,1,LA 021,SRP447710
