sample_id	TNFRSF14	LDL-receptor	ITGB2	IL-17RA	TNF-R2	MMP-9	EPHB4	IL2-RA	OPG	ALCAM	TFF3	SELP	CSTB	MCP-1	CD163	Gal-3	GRN	MEPE	BLM-hydrolase	PLC	LTBR	Notch-3	TIMP4	CNTN1	CDH5	TLT-2	FABP4	TFPI	PAI	CCL24	TR	TNFRSF10C	GDF-15	SELE	AZU1	DLK-1	SPON1	MPO	CXCL16	IL-6RA	RETN	IGFBP-1	CHIT1	TR-AP	CCL22	PSP-D	PI3	Ep-CAM	AP-N	AXL	IL-1RT1	MMP-2	FAS	MB	TNFSF13B	PRTN3	PCSK9	U-PAR	OPN	CTSD	PGLYRP1	CPA1	JAM-A	Gal-4	IL-1RT2	SHPS-1	CCL15	CASP-3	uPA	CPB1	CHI3L1	ST2	t-PA	SCGB3A2	EGFR	IGFBP-7	CD93	IL-18BP	COL1A1	PON3	CTSZ	MMP-3	RARRES2	ICAM-2	KLK6	PDGF-subunit-A	TNF-R1	IGFBP-2	vWF	PECAM-1	NT-pro-BNP	CCL16
s_774	5.190475835	5.163361319	5.571987508	5.937113645	5.382039501	4.766316663	5.374709135	5.100826994	5.305926161	5.344538039	4.374246579	5.639318135	4.635131182	5.12144857	5.700991554	5.046450558	5.484339161	5.078309092	5.425506638	5.034294409	5.396058104	5.678702739	4.743797319	5.633221723	5.80665748	5.638712266	4.481808451	5.40025286	4.840580371	6.998718215	5.139030305	5.331356676	4.579766874	5.287906294	4.980168414	5.760344219	5.464992409	5.588598741	4.871957568	4.723230894	4.924391211	6.026449932	5.279199948	5.73323247	4.55104808	5.844730753	5.297110183	5.693743772	5.300092784	5.503254716	5.420889693	4.953518012	5.27620113	5.349369988	5.526393898	5.287096971	4.666436002	5.085779029	5.203077825	5.293809257	5.144596402	4.518898749	4.934403011	5.259870648	5.52047712	5.223183453	4.498854518	4.530096992	5.33141191	4.508286831	4.958780706	5.868974302	5.103836968	5.894980146	5.550681049	5.634694462	5.583242669	5.561365044	5.303130775	5.815174341	5.109277916	5.804757489	4.506877539	5.68631469	5.491540134	5.691760408	5.131425579	5.61021818	4.277249771	5.441723419	5.260305966	5.26222672
s_1061	4.72945469	4.885313022	4.82802847	5.147840843	4.707725793	5.434896708	4.825329108	4.713890551	5.498541655	5.10990128	7.362950827	4.633853732	4.381603994	4.992380937	4.555281814	4.880025011	4.558891104	4.656033057	4.488781726	4.881416478	5.016271148	4.926310023	4.97091082	4.921495807	6.021912508	4.689197356	4.976505892	4.906495855	5.210245348	4.025784332	4.835387562	5.306823173	5.033678209	4.259132382	4.422491301	4.36731028	4.769887756	4.952645327	4.734799318	4.530028154	4.965473991	5.608137065	4.150228457	5.096455092	4.782452923	4.39387329	4.520455782	3.247383912	5.144017651	4.916079383	4.9609583	5.178929218	5.081795038	4.44516562	5.643238223	4.34252841	5.320920225	4.800371911	5.006764002	5.007238302	4.69878871	4.735217476	4.8869352	4.781208723	5.234332123	4.48818752	4.576723441	4.814610221	4.462631441	4.373439283	4.176894243	4.902047482	4.356148856	4.432479342	5.2040893	4.578448832	5.239261452	4.762830896	5.398038782	4.377356443	5.226025912	4.006352188	5.12309061	4.620074723	5.061786391	5.921441659	4.513614259	4.262292004	6.285339886	4.961742293	5.759505966	4.297467484
s_76	4.970261636	4.587241741	5.038963117	5.117497751	4.986415722	5.490140381	5.325394959	4.987604096	5.400514929	4.988210246	7.486045965	5.428891106	5.047165665	5.147271549	4.408426861	5.420647638	5.169866198	4.459952903	5.031749248	4.821466283	5.11193032	4.802646175	4.995251786	4.884017729	4.853334269	5.04442579	4.863773569	5.129501188	5.252957289	4.82697537	5.094636874	4.449203948	4.878535894	4.552919652	4.737299034	4.281819273	5.011973866	3.708347957	5.205324971	5.253372035	4.952646358	4.776207179	0	4.858132861	5.740775439	4.465914851	5.174255763	4.10571306	5.056627815	5.032968785	4.909136333	4.86228745	4.965112151	4.20288785	5.067409292	4.841346677	6.111331965	4.723868806	4.981754936	4.625874039	4.7608613	3.906359235	5.197270983	5.406237173	5.092560399	5.192879298	5.163506972	4.943617476	4.37553554	4.537310787	4.091080776	4.577023605	5.343455243	5.505504073	5.34684619	4.904530336	4.865367479	4.733026422	4.480106205	5.326420154	5.319889781	5.079635114	5.517335791	5.24743358	5.021417019	5.577246287	4.775611464	4.379897686	4.151145976	4.95063638	4.456385966	5.05818792
s_435	5.095171991	4.707370157	5.811452545	5.510754586	5.004694651	5.214371113	5.137728686	4.920127095	5.480723508	5.461107098	7.860936877	4.769140617	5.047699924	5.054462374	5.235082489	5.112252552	5.5891481	4.85729115	5.512572117	5.303598395	5.270418295	5.792634964	4.641408677	5.144201121	5.900201478	5.500528568	4.959057762	4.924751338	5.332681502	5.573854905	5.741486327	5.537569243	5.481627348	4.708373839	5.168925406	4.238049684	5.060642616	4.887382564	4.986558797	5.427650708	5.494675053	7.878905987	4.224970976	4.70803696	4.853299674	5.471860618	5.08202718	5.073616892	5.570139343	5.25274207	5.523095823	5.162939037	5.117159528	5.62546276	5.085783324	5.666549176	4.779361917	5.330659325	5.444495096	4.954753311	5.43338035	4.943236785	5.165651693	4.897577644	5.562851179	5.219066278	6.798008107	5.151399118	5.238881383	5.122947639	5.109590028	4.889365584	5.263950468	4.583190476	5.501145237	5.136319164	5.303840825	4.836481481	5.305000864	5.311093647	4.986321404	5.376895966	5.284447259	5.177217341	4.964519446	6.251989941	4.997069745	4.765153034	5.013937875	5.030926665	4.459335966	5.591113975
s_1217	5.506143345	5.77032221	5.57338306	5.872279017	5.780901173	5.991421748	5.144789963	5.869921048	5.443669232	5.390271242	5.490184906	5.14650415	5.619284632	5.167170471	5.706967786	5.442505079	5.68826632	4.223597714	4.65247325	5.545398564	5.583243057	5.628430476	5.803386164	5.041325812	6.315606071	4.606837848	6.329658546	5.08537643	5.522518999	5.413312499	5.288804983	5.272288054	5.850915136	5.301664709	5.511856267	5.173694595	5.247418444	6.055054498	5.493900178	5.268836022	5.871950956	5.391802393	5.339239227	4.913377824	5.099705956	4.951530287	5.970609496	5.219941299	5.088834042	5.44893686	5.514902105	5.179434731	5.343388099	4.902665453	5.67992108	6.327898341	5.10660264	5.478581425	5.701489903	5.516908977	5.182626666	6.285614052	5.080508154	5.170018359	5.13491945	5.276458268	6.150273666	4.893436457	5.250119288	6.037234617	6.047224034	4.397890947	5.020043162	7.831431632	5.128061573	5.176502643	5.776393291	5.527318018	5.371943921	5.04223228	5.409369267	5.312590968	5.885477945	4.474779514	5.159105701	5.5577788	5.730403739	6.333220623	6.084647294	5.202363552	4.380715966	5.525596939
s_393	4.411602124	4.631266227	4.863959177	4.983274297	4.282451217	3.923008361	4.335152484	4.73933432	4.855478033	4.50327933	4.104441777	4.246628554	4.349221274	4.668131963	4.78240184	4.50841473	4.372968982	3.994274581	4.404204715	4.566210468	4.540617312	4.857650073	4.680826681	4.743429533	5.029851397	4.411818385	4.741411803	4.939835037	5.267620716	4.249705565	5.642500241	4.607821752	4.20400903	4.132862768	4.458206722	4.255002351	4.965143774	4.926031279	4.658714376	4.646779029	3.923271295	4.169111915	3.791953458	4.602173907	4.294096168	5.42243429	4.539879596	4.148428301	4.775377578	4.559253457	4.677269296	4.405366024	4.712632009	4.201375199	4.624720601	4.527847005	4.986438221	4.169242255	4.319715232	4.299065097	4.116486149	4.37119118	4.565464223	4.749770064	4.777560547	4.196041407	4.136710159	4.704189114	4.418602676	4.291031108	5.175874345	4.330187387	4.592476628	4.602218042	4.744057433	4.643552715	4.481675616	4.272638768	4.493728503	5.070720426	4.480562971	4.304515413	4.81263689	4.549660614	4.95651477	3.69632333	4.14503909	4.740757584	5.645455238	4.536994009	4.875355966	4.563475458
s_478	5.006336108	4.720222091	4.65889544	5.434308916	5.143153494	5.59203426	4.86599271	5.310616632	5.284815627	5.173423973	4.985511946	5.348007265	5.51745502	5.26944304	5.041707013	4.972196927	5.097022691	4.419801394	4.441787095	5.065158057	5.537558855	4.795884231	5.043138355	5.001824569	5.67299994	4.874081523	4.429211516	5.030572568	4.871380298	5.086227991	4.42202361	5.339456702	5.258522949	5.295146097	4.965335728	5.353598823	5.231175018	5.092066741	5.314413467	4.717558101	5.001658911	6.478676634	6.944009281	5.223440927	5.427050851	6.743390816	5.093789765	5.873491232	4.938539831	4.821393561	5.093621437	5.15675884	5.135594768	4.512284975	5.462440578	5.571563171	5.144276214	5.717634904	4.331545392	5.274350843	4.957910656	4.930689221	5.381325217	6.568323347	4.45659245	4.371906797	5.237037871	5.766452978	5.188981637	4.522331325	4.670788449	4.087816503	5.174491244	7.854123882	4.899094188	5.136208077	5.1555559	5.077429931	5.448175178	5.323598804	5.118666741	3.655712457	5.05293257	5.289164647	5.077883182	5.21780214	4.976883843	6.122473958	6.034430888	5.131413314	3.780555182	4.945187691
s_1097	4.816286597	4.318009996	4.387361644	4.763822301	4.758694002	3.943566822	5.165402309	5.074784884	4.641043046	4.987930744	8.631637519	4.20251085	4.502715689	4.349552679	4.748379564	4.960045578	5.067304019	4.710136752	3.685827869	4.801336945	4.856379899	4.586474573	4.634010018	4.732747888	4.085860546	5.184454364	4.716031744	4.194420464	2.154512004	4.119350546	4.980568842	5.265390824	5.230358807	4.765887601	4.351377811	4.560819262	4.763930566	4.332498197	5.010294448	5.618142706	5.59159669	6.753049736	4.531147532	4.673209948	4.582726527	5.110572993	4.093612816	4.024039824	5.235180924	4.604702181	4.957397337	4.308581192	4.672039768	4.412656065	4.684685196	4.901668536	5.251012658	4.531219136	4.558497434	4.554651037	5.182308729	5.175618518	5.450064857	5.268224773	4.29692722	4.74975372	5.494032388	5.318769525	4.478159817	5.04723989	4.700050042	4.440564653	4.32944159	4.509617141	4.800464014	4.295674368	4.781920053	4.828138832	4.61666083	4.789339285	5.321246484	4.052471631	5.003846908	4.898696146	4.861201771	3.773900174	4.6223059	3.3855882	4.075110817	4.829088696	4.815345966	5.232813628
s_1285	5.143246921	5.072357026	4.570766478	5.041124353	5.034188174	4.82204219	4.997037767	5.002971158	5.13730984	4.914849165	4.934314497	4.797504287	4.686015157	5.089101195	5.205891479	5.402112532	5.098983372	5.061300239	4.335948539	5.272013371	5.221699965	5.016269141	5.498109473	5.025655721	4.812621486	5.113132273	5.403102072	5.122135405	3.522382352	5.871978191	4.564575587	5.518070218	5.137832286	5.188653414	4.902340026	4.961780021	4.947225094	4.986067292	5.103170132	4.773487152	5.354018794	6.044390503	5.731587882	5.059127626	4.522829057	4.13979315	5.31818342	6.78755451	4.965281462	4.730285995	4.947149213	4.80729369	4.98144533	4.717887087	5.399559287	5.043583266	5.109391179	4.502641253	4.752223916	4.556195365	5.008538966	4.900253445	5.05416193	5.70976631	4.815977911	4.813699894	4.799279437	4.608317827	4.923119116	5.463122846	5.215931659	5.153034245	5.590988224	4.639087654	5.055744065	4.74851633	5.152549384	4.998291427	5.141617098	5.712019043	4.877562549	4.812475267	5.087833324	5.013149076	4.922041958	3.925491737	5.323466733	5.579533511	5.068516554	5.180325032	3.938485966	5.113350135
s_54	5.145842642	5.438069689	4.964040329	5.401447182	4.997902602	5.163274186	5.097109892	5.073149052	4.980846219	5.039403906	5.003536131	5.57118152	4.9400109	5.250600182	5.060530528	5.065446615	5.19792688	4.955540617	4.180186271	4.968028813	5.075436914	4.730406468	5.067984687	4.823791165	5.143767134	5.243145183	4.52149848	5.221763855	5.080357437	4.640462356	5.233871194	5.13892606	5.53824115	5.667251098	5.309180686	4.719716154	5.342486746	5.085469406	5.381766491	4.694045873	4.895235034	4.336365362	6.485067358	5.440100791	4.246958987	4.659042584	5.929907882	5.018406763	5.065744431	5.253260506	5.117897629	4.890418825	5.15615006	5.008255728	4.6315937	5.288599655	4.771205891	5.189943867	4.905723912	5.005484829	4.744195195	5.679613292	4.798271977	4.590851703	5.170547584	5.471478338	6.244532663	4.479452378	5.358384866	5.837698648	5.263361952	5.193814959	5.057532495	5.572771951	4.890914517	5.18389651	5.146327193	5.323539993	4.754425993	4.731624527	5.210390858	5.444117216	5.097961381	5.201626953	5.501796376	4.416790202	5.35302415	5.579176357	5.08510114	5.393646479	4.757135966	5.681928616
s_1038	4.51789596	5.185830142	4.379636858	4.235057488	4.379483674	3.77774383	4.556892978	4.27724858	4.917753508	4.728039374	4.566007383	4.742298317	4.805599231	4.790258865	4.862870937	5.083133859	5.304165678	4.592022795	3.755906017	4.677607571	5.156431842	4.488281887	5.353444418	4.785202608	4.982071338	3.819930692	4.814170046	5.140579965	6.09462053	4.167259889	4.530967659	3.910510793	5.32520279	4.782232674	4.253316217	4.821340056	4.850467667	4.633108353	5.210334719	4.605403615	3.995867382	3.968794382	4.902892239	5.179264747	5.048638218	5.073367006	4.895610782	3.955640311	5.065647217	4.467608112	4.733668339	4.663055606	4.839923463	4.696217589	4.910416118	4.470023548	5.297073049	4.619214037	4.302772639	4.990748759	4.218029761	5.191670606	4.568163661	4.55533643	4.949361633	5.125558597	4.882571783	4.301773146	5.006801245	4.869091743	4.56600695	5.006545264	4.867453918	6.50389151	4.72375473	5.012346443	4.855140985	4.54038967	4.604139593	4.583727879	4.983848234	5.539414155	4.954841017	3.905607113	4.784162725	4.573137227	4.551545234	3.845818867	4.269206024	4.486065477	4.403565966	4.962285644
s_1064	4.831403206	5.167575909	4.722634386	4.660306004	4.772819266	4.350047014	5.06191554	4.979956312	4.902085704	4.480528675	4.206899706	4.649036179	4.761724006	5.171970247	4.297582756	4.557680236	4.926368692	5.334296399	4.192474493	4.997729577	4.911218066	4.429177786	5.072902475	4.570785704	4.003730812	4.813221095	4.702244018	5.017204566	5.800650741	6.207468397	4.89898864	4.133162989	4.643887313	5.057335983	4.530132343	5.411282783	4.667802329	4.52841669	4.771338549	4.987070036	4.233717904	2.738602567	5.024173535	5.095528496	4.011974997	5.151876783	4.664602896	4.693451353	4.423687204	4.927757266	4.729441037	4.710755871	4.744637603	4.794526965	4.544758356	4.266225688	5.708519396	4.620975461	4.553862805	5.205315635	4.321118134	5.315524148	5.081924826	5.148805861	4.604424591	4.641994622	4.715784443	5.677521069	4.814141555	5.249196981	5.270555418	4.519242226	5.672247289	3.843821643	4.605945699	4.934811298	4.954478043	4.667138402	5.117552618	5.306143206	5.192464112	5.061845569	4.904004816	4.384358208	4.58364449	5.216607897	5.089949191	4.136361787	3.978726237	4.680948933	3.780555182	5.366146473
s_125	4.694032831	4.857515697	4.1344568	5.013789115	6.617034768	3.483111811	4.808248338	7.259572831	5.21261792	4.72270982	4.692527387	4.425058652	4.480556588	5.517740466	4.489514744	4.642542961	4.854935236	4.462741351	4.011796971	4.809609402	4.913169918	4.897053035	5.072565288	4.94769684	4.820284242	6.127347216	4.89897122	4.789343134	4.688799226	6.094750586	5.429924157	4.110636316	5.069033132	4.396521784	3.667985611	4.879161603	4.865352544	3.576983299	4.656639926	4.233349807	3.386477882	4.761673723	4.66813189	4.904073596	4.054150407	4.486019841	4.66005549	5.156513667	4.720936594	4.47749031	4.851410828	4.591602166	4.754228429	4.771320806	4.505480078	3.973190505	5.228742265	4.452456607	4.509180268	4.804964944	3.34794238	4.620413515	4.559162701	5.095538451	8.185867383	4.557785153	4.78829891	4.436002034	5.174366915	5.14175363	4.592729332	4.595315876	4.049061256	4.430608028	4.97635349	4.730258008	4.618901563	4.754078086	4.927089299	3.901005631	5.05914546	4.214056246	4.727614902	4.879844916	4.879171846	3.588790367	4.752773937	3.909006585	3.697646075	4.695356487	3.819735966	5.630398698
s_150	4.708344933	4.894038174	4.517145423	4.301074169	4.801546334	4.787118422	4.94075925	4.902060363	4.480938011	4.690158845	4.518646782	4.967820626	4.534166479	4.646601086	4.499790784	5.10093449	4.518171135	4.993249256	4.023874338	4.883433978	4.83800066	4.724134948	4.607253776	4.564839781	4.513085753	4.431840943	4.364669026	4.844851724	4.01467667	5.604657077	4.806859609	5.598814714	4.589881896	4.275479151	5.111416519	4.981209766	4.8935558	4.905404906	4.760551811	5.598054023	5.158820812	5.520613518	5.3510646	4.776431151	4.363493929	4.661156502	5.350609767	3.411248451	4.963923661	4.76327343	4.886838571	4.276525582	4.838526699	5.353663429	4.638233492	5.483619167	4.691678716	4.752084264	4.961874807	4.619445888	5.281508121	4.269071884	4.914199841	4.667439868	4.602652573	4.695865336	6.557202409	5.636440933	5.19501252	4.169151993	4.506311658	5.725000878	5.117108962	5.234510471	4.777944388	4.94256376	4.932067616	4.694405643	4.926763796	5.437599751	3.867814225	5.620679813	4.823330049	4.700218913	4.659405733	4.46594824	4.852697593	5.594158489	4.7313347	4.839660216	3.780555182	4.346098293
s_206	5.007516907	4.314874411	4.78062334	4.326225828	4.82902418	4.562460435	5.350575066	4.918050279	4.66445553	4.79602268	4.606871293	5.227696867	4.576156479	5.295126963	5.142427248	4.867872017	5.065609161	7.04942662	4.246864244	5.205763952	4.751972609	5.423136414	5.123543066	5.344243623	4.51048532	5.22365885	4.333509654	4.68829569	5.661200352	4.609992101	4.583164431	3.856660107	4.619373848	4.785428912	4.881661261	4.004803385	5.241608462	4.9474089	4.878380018	5.217528544	4.248050099	4.897779583	4.252032083	4.805825471	5.367736827	5.272252243	5.07937946	4.862212436	5.269297664	5.166805868	4.678111127	5.743828271	4.983802836	5.042528501	5.015222089	5.496700582	5.122318271	5.295789605	6.181358434	4.655339529	5.108394838	4.772414428	5.035668786	4.894680142	5.011138993	5.404575081	5.128258962	4.915253757	5.243900467	4.831566228	4.944264655	5.241545424	5.712405162	6.391225288	5.077441358	5.138761568	4.87509098	5.108981918	5.608058781	4.989138804	4.78075569	5.080829673	4.887798534	5.056989318	5.035842194	5.874478666	4.944351251	4.928848547	4.599328268	5.383713318	5.655795966	5.509781808
s_683	4.924182126	5.505156327	5.034976903	4.692774799	4.913053793	6.606589167	4.937417824	4.679746684	5.399110256	4.922187049	4.680230796	5.494233333	5.517751403	4.910003566	5.349753135	5.38528695	4.997371428	4.464281033	4.186412562	5.161947135	4.623167106	4.914182254	5.08766321	4.848147172	4.610227903	4.564527354	5.911086748	5.428635689	6.497379136	4.742426201	4.386760782	5.853475448	5.67187416	5.618353975	5.394861173	4.256126874	5.095625121	5.316973765	5.056408795	4.865568794	5.013133992	5.090610411	5.74057019	5.480391289	5.004792586	4.978746011	4.93778765	6.481394432	4.760017358	4.758851702	4.923181001	4.472764464	5.176326594	5.062130863	5.144247265	4.90720861	5.195365017	5.330672868	4.789150927	5.484648624	5.575696071	5.375290073	5.071013533	5.02632951	5.173285017	5.316765687	5.069031354	5.337362447	5.147134207	4.897536409	5.58438843	4.782342708	6.159070302	5.17591116	4.908722682	4.81397959	5.007694042	4.973813047	4.978660508	4.708930971	5.139751025	3.986351145	5.294078705	4.585539604	4.534941191	4.625572883	5.113488296	4.001941941	5.560278025	5.272741953	3.994435966	5.260761849
s_89	5.159816021	5.522472584	4.666711501	4.564150801	5.081927458	5.490309896	5.277386965	5.198695675	6.068744585	5.201069364	7.668521501	4.996694552	5.174848713	4.719104563	4.598778547	5.303759199	5.007032392	5.016808526	4.056721469	4.908022674	5.144921024	4.691880465	5.389990008	4.794900217	4.305720779	5.261870992	5.817559904	5.126801197	4.775224501	5.734188406	5.171276474	4.990848339	5.202153792	5.280343062	5.329853147	5.182931151	5.159820764	5.181819288	5.197060276	4.880048125	5.502886211	4.335546568	5.375830222	5.30326809	7.06702436	5.815144586	5.022053092	4.473926989	4.825580322	4.780375325	5.10540571	4.614847149	5.174028529	4.986826049	5.021381309	5.468035869	4.660704604	5.107789646	5.03896573	4.681945486	5.384823861	5.231956626	5.177892069	4.791426826	5.119402479	4.659724711	5.147826629	4.901909015	4.454802406	5.611667522	4.475751543	4.125462521	5.442941178	4.883592513	4.94826213	4.731128095	4.951613151	4.893440838	4.465324143	4.639285993	4.902262912	4.69171098	5.281180827	5.404007642	5.025683522	4.628323456	5.213933774	4.283871185	4.364512743	4.895880534	5.592615966	4.37286811
s_1490	5.328324726	6.141929584	6.08441054	5.477229894	5.466911367	5.473371164	5.217407761	5.06076544	5.26911693	5.687391429	4.914054951	5.894762774	5.363336634	5.222271029	5.695206011	5.485275923	5.444836335	4.659727134	5.227015124	5.149033474	5.125294305	5.660205211	5.048772988	5.704125184	5.722078251	5.362961854	5.612140525	5.36882485	5.430047984	4.954793341	6.043549185	5.227607873	4.975649224	5.477819572	5.537743724	5.600982959	5.28694128	5.594884938	5.406310602	5.473091642	5.505012201	6.296709222	6.031403769	5.05027762	4.900299597	5.614265165	4.664948788	4.892192193	5.440347329	5.6247923	5.663577401	5.321473077	4.992069593	5.216503514	5.221444898	5.667972075	5.671735891	5.482486306	5.309621781	5.607484804	5.435591674	5.974102478	5.350362468	5.438826057	5.313372869	5.035882244	4.566773054	5.851109888	5.152298865	5.374366006	5.952459503	4.796786218	5.049091065	4.439377692	5.31996677	5.121363266	5.50377365	5.50387586	5.380089656	5.599172848	5.352734121	4.57919143	5.124963988	5.605767144	5.421419144	5.131101851	5.296045133	5.194491711	6.768257197	5.653075204	4.237995966	5.085643807
s_1045	4.916884838	5.04362276	4.768967097	6.040451941	4.84828449	5.632982069	5.061443182	4.846604189	4.81251812	4.698605828	4.869682833	4.923147443	4.45839131	4.895444984	4.934538022	4.993102585	4.462092421	5.703211702	4.926620212	4.978163485	4.964665049	4.920760128	4.940080692	4.873624243	4.361693976	4.141921051	3.960324821	4.905615225	5.570980493	5.15423981	5.836271319	5.435872324	5.16666586	4.759367495	5.090358443	5.007630924	4.872932259	4.623357721	4.980739897	5.297411426	4.459960797	3.818472271	6.445945185	5.21554819	4.244538765	4.517184022	5.060053521	6.322666809	5.238093755	4.532827203	4.851983736	4.839246077	5.053061859	4.934685127	4.553697996	4.132442544	5.229168325	4.860178283	5.114493719	4.901276912	4.750182429	4.626830392	5.165241678	5.196550039	5.345018227	5.259224753	4.877324586	5.095751496	4.673434605	5.133185339	6.308851545	5.735805179	5.284603338	4.349229495	4.739390453	5.009859605	4.635378443	4.844515192	6.061013892	4.733544435	4.996804419	4.614582804	4.891537013	4.071094819	4.920521715	5.024232613	4.773438066	4.57746233	7.830587231	5.008767069	6.213585966	5.43736597
s_1174	5.73002604	5.454686995	4.766592429	5.281054069	5.677930131	7.22677631	5.421003711	5.847150814	5.681378882	5.32170397	4.787612522	5.684180076	4.927451219	5.784923338	5.821809714	5.274732495	5.617417526	4.504073843	4.854448392	5.232931682	5.549010107	5.076198476	5.649951677	5.236045713	5.296828749	4.595218142	5.232265051	5.621483027	5.99037898	4.350462139	5.830318364	5.762046254	6.224534079	4.68936566	5.94369528	6.532164824	5.334679588	5.527116391	5.042669649	5.503581906	4.853190146	3.938703958	7.224897055	5.832009612	5.367912546	5.565167111	6.606693722	4.004600061	5.189792109	5.633589126	5.594457203	5.018691125	5.558236343	5.130190587	5.086214512	5.500075596	4.742551192	5.575869585	4.727376045	6.816727241	5.146910432	5.757401942	5.467216416	5.138725348	5.828808423	5.625847466	4.891632037	5.713741346	4.670795489	5.832668787	7.949723696	6.04763684	5.101157865	4.104208715	4.762221782	5.20383663	5.235092953	5.823145837	4.692291762	4.418045235	6.032411886	5.335625317	5.322320764	4.993793918	5.762694654	6.867557514	5.724007424	5.296283766	6.618149467	4.979975293	5.628175966	5.774999646
s_933	5.630717052	5.259807902	4.979408654	5.637177752	5.275723831	5.168078385	5.452505054	5.111713609	5.613667451	5.424500228	5.327529848	4.509599038	5.672134102	5.64261838	5.259040825	5.826139181	5.392679259	5.258069285	4.729223411	5.536855079	5.46806914	5.129022522	5.480179336	5.537884549	4.551707756	4.993864315	5.689295106	5.644539946	5.581271568	5.072430541	4.936017515	5.525438188	6.31972718	4.440696059	5.102623936	5.379788011	5.236279872	4.827144033	5.494147595	5.035499578	5.329990607	6.154956558	5.031678581	5.364535773	5.03514488	5.490160935	5.776811102	4.565048304	5.291043932	5.313200851	5.378762048	5.381375483	5.483171229	5.854533097	5.454597411	4.659037006	5.038351618	5.407147869	5.590780085	5.019819738	4.969871922	5.439513515	5.560498809	5.689458254	5.423113637	5.093193626	5.500040458	5.892211003	5.273904379	5.270264434	4.831225063	5.067397635	5.722458226	5.439911467	5.30006283	5.790156767	5.44749944	5.341777548	5.387146587	5.577829943	4.172694089	5.515719234	5.271483645	5.177201683	5.554068567	4.961741759	5.515963399	5.652248208	5.404393998	5.093425352	5.905885966	4.812489347
s_970	4.944827387	5.295941669	5.405746137	4.513601096	4.824422942	5.902837407	5.010941696	4.938940536	5.217543568	4.808296712	4.589450652	5.334656624	5.312950878	4.865353373	5.322558269	5.024923211	4.805063709	4.42410414	5.461117912	4.709506734	4.505939804	4.625895418	5.000382502	4.641761865	5.263783681	4.95470259	4.471885671	5.290981632	5.880128589	3.92615004	6.135957629	4.778232893	5.214957462	5.319600395	5.015388301	4.530095185	4.68900159	4.805707828	4.575427314	4.457076894	4.488132941	5.005614598	5.16423542	4.842797318	5.086877604	5.416687307	4.383749517	6.252136014	4.9667359	5.102677009	5.067941248	4.57202194	4.844195216	5.48895085	4.585797682	4.78011328	5.30077954	4.69511504	4.360189699	5.090488727	4.774520118	4.690312867	5.064638158	5.68582136	5.212491565	4.888397531	5.450133346	5.763079245	4.544903179	4.81944251	5.092952255	5.128804609	4.370137711	4.754961608	4.944038606	4.834703029	4.770642145	5.00578808	4.516255778	4.162073826	4.72349017	4.825518349	4.908166623	5.319973406	4.766651249	5.527474421	4.6040458	4.599236926	5.397551346	5.219242481	4.708485966	5.372695248
s_440	5.408580773	5.612587056	5.119586679	5.662839727	5.593767991	6.57948434	5.741195251	5.960789267	6.020949884	5.581685234	5.011385765	6.000611119	6.035859265	5.531325988	6.253455739	5.478452659	5.812968576	6.298271441	5.380566728	5.310970313	5.306856307	5.479423019	6.015925059	5.61541115	5.056037609	5.757917981	6.290583077	5.355158298	5.895442977	6.210633923	5.966665206	6.322864596	5.616373746	5.688967619	5.714671442	5.290562515	5.640629604	5.301667152	5.408308377	5.29165767	6.34834801	4.144516077	5.742864647	5.327990999	7.430753917	5.80971009	5.471711265	5.413949211	5.384705784	5.280193519	5.822733917	6.022435535	5.487731492	4.772114525	5.868990394	6.073173984	3.849321312	6.151863701	6.673085102	5.976389567	5.571538334	4.393209495	5.944167231	5.091320887	5.166904444	4.779637978	5.182243922	6.798692491	6.354275944	4.704408086	4.851215337	5.42484273	6.17798749	5.567737217	5.319477236	5.487072407	5.606805245	5.541293199	5.1006594	5.031248988	5.423259946	5.514285278	5.637873177	5.756996138	5.102958793	4.798288704	5.557076113	5.006085362	6.131445685	6.180572696	5.318335966	5.551280956
s_270	5.681132899	5.216775891	5.247771979	4.328692704	5.427942769	6.702011966	5.46733921	6.175185235	5.24661289	5.229782216	5.028678106	5.776724366	5.17391709	8.328702522	5.369468377	5.741825324	5.082268706	6.213659144	5.319105383	5.723272261	5.369758192	5.371964515	4.831679112	5.177123342	4.151909797	5.384112438	4.836688095	5.360668413	6.071739022	5.263525201	4.64270819	4.821612383	5.849189525	5.308326851	6.171924977	5.092953656	5.32416541	5.662173861	5.686412369	5.848291394	5.322580648	4.705256004	6.890505991	5.382959467	5.905009926	5.645529159	5.397799566	5.728270757	5.215746846	5.105425597	5.127229436	6.180073563	5.42433844	6.075183352	5.090949085	5.755054514	5.603813395	5.778012065	6.009413233	5.493559059	5.35827277	4.687037686	5.836012231	5.006213855	4.998954395	5.678493919	4.856237201	6.273731225	5.277753591	4.686106481	5.386938318	4.635245722	5.304221266	4.147020206	5.150069516	5.735458212	5.715238592	5.554537846	5.449129611	5.470775845	5.539330177	6.077946877	5.404304013	4.967808763	5.182253536	6.484144039	5.522798648	5.246573165	6.710989021	5.59769851	4.984185966	5.605467287
