sample_id	TNFRSF14	LDL-receptor	ITGB2	IL-17RA	TNF-R2	MMP-9	EPHB4	IL2-RA	OPG	ALCAM	TFF3	SELP	CSTB	MCP-1	CD163	Gal-3	GRN	MEPE	BLM-hydrolase	PLC	LTBR	Notch-3	TIMP4	CNTN1	CDH5	TLT-2	FABP4	TFPI	PAI	CCL24	TR	TNFRSF10C	GDF-15	SELE	AZU1	DLK-1	SPON1	MPO	CXCL16	IL-6RA	RETN	IGFBP-1	CHIT1	TR-AP	CCL22	PSP-D	PI3	Ep-CAM	AP-N	AXL	IL-1RT1	MMP-2	FAS	MB	TNFSF13B	PRTN3	PCSK9	U-PAR	OPN	CTSD	PGLYRP1	CPA1	JAM-A	Gal-4	IL-1RT2	SHPS-1	CCL15	CASP-3	uPA	CPB1	CHI3L1	ST2	t-PA	SCGB3A2	EGFR	IGFBP-7	CD93	IL-18BP	COL1A1	PON3	CTSZ	MMP-3	RARRES2	ICAM-2	KLK6	PDGF-subunit-A	TNF-R1	IGFBP-2	vWF	PECAM-1	NT-pro-BNP	CCL16
s_957	5.426606168	5.379028164	5.823221626	5.517967765	5.507564589	4.865671957	5.204029029	5.215212826	5.898349328	5.512948617	5.326933037	5.569274469	5.58923464	5.41836365	5.786282018	5.474411069	5.509332528	4.814294523	5.465684046	5.627594873	5.567545949	6.230254542	5.967995186	5.664067804	6.045825122	5.539677528	6.661225423	5.474483816	4.740542347	6.073940981	5.36258488	5.379251969	5.956578972	5.35512004	5.327612461	5.90851391	5.837330495	5.226149213	5.906960537	5.406953565	5.202682554	5.897730711	6.250716404	5.672028117	9.162212085	5.385011847	5.354337385	4.479764627	5.384355537	5.618102285	5.262395734	5.625615519	5.581778705	6.32538395	5.460056988	4.986494885	5.808463685	5.49329967	5.403139537	5.239118591	5.326367034	5.769050735	5.245982572	5.28617986	5.176617214	5.135740646	5.482067111	4.751157091	5.678079069	5.7921671	6.115623667	5.430656196	5.554207799	6.029073666	5.383758567	5.787451005	5.598720315	5.602555037	5.778846976	5.450655613	5.292079955	5.369348739	5.600810901	5.490226318	4.827385134	4.824847828	5.564339761	6.380751794	6.260763097	5.463122824	6.057735966	4.817464738
s_1473	5.221177231	5.153064048	5.412039505	5.711762882	5.431815973	4.942927008	5.351262432	5.381372358	4.998443166	5.158968209	4.935723162	4.803255528	5.73265875	5.201758051	4.959125039	5.326844447	5.159393986	5.084525228	4.974468476	5.539729099	5.284662042	4.921578907	5.46604318	4.973202874	5.546549193	5.718128369	5.948461505	5.62067219	5.973948369	4.564682009	5.401013897	6.100870027	4.765333919	4.869707164	5.522636955	5.481170899	5.032815377	5.448854061	5.227074579	5.274122758	5.185614791	3.339531103	5.578167103	4.832164552	4.734728324	5.552564981	5.257734017	5.028182962	5.068399259	5.253759415	5.312207674	5.057542532	5.47517667	4.990072706	5.250953524	5.479889796	5.719729282	5.278874553	5.120393686	5.344920373	5.156345646	4.55063906	5.30561894	4.615568346	5.164663236	4.452003165	5.479246686	5.529607188	5.078909029	4.54700932	4.83368011	5.263489203	4.923940165	5.385487867	5.242113385	5.30612271	5.323853512	5.26847001	5.005598519	4.604915853	5.607110082	3.983301018	5.367558629	5.045347651	5.359975581	5.26757671	5.366195072	5.132428937	5.234308677	4.938611687	4.771125966	5.535175504
s_902	5.291078789	5.47555321	5.799545793	5.307479609	5.314062533	4.623491984	5.505335395	5.199179664	5.236352653	5.611922274	4.887584951	5.873548089	5.619403699	5.870771294	5.883420859	5.479472511	5.248019461	5.447811317	5.564131196	4.902685282	5.345668289	5.562593044	5.325360246	5.497056074	5.069475971	5.613480598	5.567996158	5.427109551	6.120241272	4.623963576	5.93259358	5.762078745	5.341691371	5.689036492	5.403846679	6.257768806	5.147135485	5.007542247	5.40606625	5.659667401	5.208285347	4.790708631	6.591459348	5.177680571	4.841504237	5.683431708	5.568608952	6.380178717	5.775384664	5.472397931	5.169746928	5.412782597	5.393001757	5.434339686	5.321511135	5.532535478	5.925639765	5.336180755	5.706346534	5.316200452	6.737868382	5.494964803	5.247507688	5.536640633	5.725123869	5.756433553	4.794384765	5.961135358	5.65650282	5.464582638	5.146139853	5.536152115	6.547256857	6.123715676	5.600467827	5.486959434	5.072378928	5.479820575	5.283487243	5.5769113	5.297782959	5.745681982	5.095415932	5.630669192	5.280845675	6.753378891	5.082435106	5.015788671	4.142574508	5.330650442	5.230295966	5.372083285
s_1392	5.399626253	4.607474308	5.781795687	4.302047788	5.72598003	4.9146331	5.352910916	5.43071938	5.36185336	5.45824845	5.144008702	4.891455193	5.050493468	5.352430907	5.425040095	5.325134614	5.37108514	5.428445903	5.663022652	5.705307193	5.539366026	5.602762124	5.201995969	5.555149054	6.565349212	5.647891393	4.471486613	5.378773142	3.558730656	4.70152675	5.33995926	4.421852927	4.904754471	5.37840287	5.305836503	5.757374744	5.342438562	5.196218012	5.655602906	5.340845706	4.764670268	5.491968319	4.710045368	5.455710148	4.462212986	5.69591485	5.198365517	5.856403655	5.418324035	5.641656063	5.582048946	5.69410359	5.62450451	5.153332402	5.574052574	4.330384629	5.230093955	5.276887136	5.199697216	4.778316232	4.811883022	5.103657841	4.859527265	4.882414613	5.541163288	5.482326603	5.160549919	4.214613385	5.745221465	4.936977635	4.84073034	6.469898944	4.867048372	6.501239645	5.641435891	5.800232371	5.985845012	5.430356188	5.542195892	6.137320953	5.12182593	5.963808572	5.109882442	5.627571941	5.017822682	4.837448025	5.364042971	6.174376897	4.519507844	5.027516926	5.558855966	5.528818289
s_1402	5.235500999	4.646711985	5.463315531	5.310396472	5.257970702	5.535418835	4.885893167	5.545072067	5.340089429	5.219499931	4.83015555	5.469007615	5.134937263	5.332667646	5.553378751	5.378242714	5.358117141	4.679057763	5.02419926	5.364254083	5.216433914	5.507221668	5.854712507	5.508793791	6.089681189	5.37723014	5.154112861	5.587370842	5.41410378	5.985543207	5.353387417	4.820221597	5.365962879	5.192070417	5.414965359	5.598814093	5.39953256	5.43365577	5.621120786	5.594770213	5.347221531	5.654077246	5.88219317	4.721880426	5.111022095	6.397156607	4.790844877	6.032840979	5.253808687	5.149957494	5.0628899	5.311891605	5.108876749	4.817293938	5.660882583	5.456964526	5.135950737	5.422209405	5.048098073	4.663167678	4.847753693	5.440138288	5.019288256	4.673101275	5.21932948	4.999828522	4.655085459	4.4428441	5.335475857	5.155149305	5.262377464	4.856806788	4.931876801	5.93637086	5.405076161	5.302983864	5.444753118	5.50246637	5.685306557	6.01281345	5.388109608	4.523614137	5.138751596	4.980505851	5.188247264	5.999042394	5.14616646	5.890576906	6.592692545	5.219990151	5.659275966	4.868939232
s_1374	4.832229532	4.816163552	5.29961615	5.751737196	4.895568222	4.841841253	4.71578503	5.200062479	5.242768909	4.983011935	4.808589017	5.523264102	4.941893247	5.189230248	5.175085088	5.339768988	5.07389087	4.339220927	5.264791371	4.918314513	5.566933612	5.247052202	5.524367227	5.223006872	6.277266466	4.989086263	5.321783788	5.603820416	5.260174935	6.081005769	5.326987966	3.592010488	5.095248927	5.691119358	4.833084411	4.648354225	5.450484286	5.284365633	5.28037384	5.100393093	4.646772701	5.743810883	5.453867198	5.234998704	4.290790241	4.565848256	4.778442842	6.417213048	4.671896219	4.870434597	5.154808173	5.113925023	5.180091016	5.168977761	5.019650136	4.976281437	5.472772777	4.903578221	4.898969019	4.992669113	4.488472394	5.340300779	4.877243354	5.363993034	4.679339581	5.24476519	5.148544948	4.218832254	5.157708544	4.735132469	5.236265369	6.02432279	4.435771921	5.144202294	4.86574101	5.106028887	5.008397005	4.949206938	4.905479085	5.372533757	5.051728878	4.592773792	4.866994819	5.293055412	4.983511494	5.889552391	4.861286497	6.119025189	5.382453252	5.195363986	4.992565966	4.473320008
s_1069	5.371906386	6.375313998	6.092251395	4.982013304	5.874049067	5.608850366	5.228749032	5.449571371	5.490720071	5.280681411	4.890299137	5.602333976	5.549734945	5.443147926	6.2868144	5.386391328	5.200821855	5.501049139	5.794523884	5.51802613	5.589111317	5.228131121	5.521966029	5.527809741	5.99315121	5.381719025	5.573523684	5.505321018	5.050671654	6.837427987	5.652208573	5.774453973	5.765992213	6.052833602	5.525815913	5.597375153	5.497124961	5.257894367	5.353032783	5.816893803	5.076600419	7.299058804	4.912283043	5.215765745	4.622562813	4.563751242	5.35366658	4.952806164	6.0009735	5.89479423	5.251416308	5.03143782	5.287266507	6.156321322	5.80944237	5.534990012	5.379511111	5.208632649	5.180857913	5.894071908	5.054396751	5.024367879	5.16844768	5.670305378	5.788667714	5.568066439	5.113497911	5.608044674	5.523396886	4.940294799	6.181325916	7.220505024	4.595151678	5.090667558	5.607947935	5.56644742	5.465760202	5.740908951	5.386042888	5.454250285	5.701872325	5.799475732	5.16407984	5.866646372	5.195008259	5.518128735	5.496540524	5.729401679	5.387859238	5.70685157	4.060265966	5.240630056
s_145	5.26569656	5.756603797	5.744555278	5.284803101	5.477427273	5.005999993	5.035700608	5.498375224	5.009857409	5.262431914	4.764530466	5.151880274	5.318835993	5.689404892	6.283536255	5.473423102	5.300512048	4.980719429	5.602142932	5.609183937	5.379663732	5.406269501	5.378046432	5.549396608	5.895581378	5.456116313	5.657105235	5.693610401	6.551592028	4.531148471	5.336615747	5.260600007	5.745044052	5.242746638	4.938117589	4.237720629	5.370698404	5.322078277	5.652292226	5.259381009	4.723406644	5.100063536	5.673017735	5.6031863	4.875000078	5.099800348	5.180966156	4.786946776	5.393861079	5.381979159	5.442387598	5.131824473	5.543137328	6.8340689	5.297778139	5.251223906	5.480899033	5.026366578	5.840649065	5.901664613	4.883829609	4.468938443	5.58644249	5.149296175	5.371056794	5.57515989	5.35159107	6.398571133	5.131302916	4.983877942	6.248510203	5.941867114	5.401632725	5.812183927	5.422056869	5.518502383	5.224764226	5.473275276	5.381025726	5.139806376	5.80582958	5.065235428	5.416603123	5.205862945	5.302893719	5.195988356	5.44951704	4.762947804	6.544264486	5.38946616	4.762345966	5.444502812
s_886	5.112466011	5.535589729	4.756065503	4.849335446	4.998139775	6.845944379	5.37883824	5.247004754	5.081463562	5.082294541	4.433380643	6.270272346	4.730295377	5.581012843	5.202519258	5.187986893	5.206606369	5.661017839	5.007582842	4.956314174	5.312697055	4.763107328	5.4146291	5.14295915	3.956298084	5.042750878	4.068511395	5.526765611	6.125840717	5.522217064	4.895595818	4.984116898	5.157793059	5.650563089	5.572105516	4.190526464	5.445572206	4.854283097	5.242441363	4.710419733	4.964275786	5.042676123	5.215118078	5.056649319	4.228017103	5.261656727	5.328124677	7.559281829	5.084615947	4.895047039	5.225093975	5.423587725	5.204354505	4.86019654	5.28149031	5.057655833	5.763588975	5.627170563	5.797734756	5.093117202	5.342562316	5.332833644	5.379432383	5.343724975	4.94892608	5.443702579	5.082515242	4.908760846	4.88226771	5.328603275	6.218300494	5.371281701	5.019285742	6.731836777	5.258201098	5.263832425	5.052116738	5.280804111	5.373650529	5.63245498	5.00764185	6.298269685	5.02180947	5.33899639	5.026644836	7.076640551	5.173187188	5.603665655	3.736521488	4.955687877	6.243945966	4.702784352
s_416	4.736073213	4.788957701	4.913462923	5.151331916	4.899230585	5.013815226	4.715813925	5.091771857	4.808260656	4.757972707	4.483985585	5.008151344	5.359330683	4.886156805	4.308876042	5.028121753	4.936222917	4.169506878	5.101787629	4.649754738	4.923412376	4.602775363	4.580692792	4.639038726	5.85083525	4.770261181	5.382257194	4.817173609	6.196382088	5.428197888	4.951699421	4.193618618	4.688480852	5.380141449	5.43343644	4.005692478	4.939168033	4.659518904	5.100254474	4.282644918	5.122499888	4.496944278	4.929446966	4.738463627	4.918043361	5.167131158	5.518769226	5.594600236	4.639272032	4.520735996	4.919408045	4.54110219	4.939849729	4.550535566	5.009640833	5.217972723	4.731172264	4.979153847	4.574761866	4.517966411	4.691360244	5.326059955	4.902332575	5.294526729	4.693004399	5.088955818	4.590653295	4.807734236	4.337280994	4.805345773	4.551410923	4.535839958	5.010011754	6.545450193	4.775616418	4.653934899	4.939428396	4.784226336	4.281216467	4.314678666	4.774914864	4.734843834	5.192797741	5.05967077	4.768236696	4.450405092	4.82062916	4.756079889	5.652241604	4.932048041	4.107415966	4.944181966
s_132	5.26585392	5.277740418	4.783178694	5.226228912	5.313013128	6.272415744	5.229185763	5.228394981	5.061975645	5.059456253	4.854603193	5.473300877	5.524697364	5.268052829	5.085815021	4.958470881	5.227246711	5.113588038	4.591319635	4.958873064	5.07738762	4.916945856	5.140552653	5.008260511	5.024673357	5.700303873	4.008834794	5.114124155	5.460084511	4.18669321	5.00361503	6.205936787	4.843232112	5.135933448	4.710183586	5.879991494	5.448650636	5.537692123	5.093485383	4.764275288	6.214544952	5.855036475	6.446499364	5.216299383	5.392850307	7.108717633	5.682672102	5.22185891	5.125229298	5.209494277	4.970815172	4.731719236	5.163157448	5.253206542	5.297572047	5.629905004	5.163660057	5.708051163	5.303965568	4.646049617	5.640916902	5.252184822	5.087730501	5.332892121	5.064040279	5.143503895	5.215536357	5.598396389	5.160282941	5.134236926	4.924933786	5.502261918	4.723353505	6.11114085	5.081651495	5.06805615	5.415054281	5.310490379	5.141398528	5.419760484	5.05069835	5.493160495	4.992731062	5.058688733	4.903432712	6.3792382	5.036079488	6.257788581	5.062180738	5.06076622	4.209135966	5.103781063
s_689	4.206663436	3.576652636	4.274137128	4.370306849	4.009986225	3.934295228	4.761822209	3.770342468	4.083538707	4.206055718	3.853745314	4.037965556	3.774444126	4.337190186	4.184520648	3.927357868	4.249515772	5.482760848	4.113798672	4.328100661	4.334357719	4.463490209	3.708453093	4.531214449	3.393427294	4.168254837	3.190504393	3.624335845	4.597328493	4.232387236	4.377819619	4.743713326	3.916339071	4.633752882	3.950322001	4.380717786	4.76593448	3.986220708	4.325888469	4.581150987	4.466314556	4.046714319	4.468358525	4.263409044	4.913131102	3.990959204	3.688708756	5.598615508	4.603087236	4.153788351	4.258037052	4.745087067	3.902095453	4.41209828	4.371441257	3.723463427	4.278669049	4.420558512	4.814851473	4.124628409	3.952568643	4.042659587	4.51620388	4.642176001	4.155397643	4.407991417	4.034474658	4.350938614	4.591084413	4.418225581	3.736889361	3.991671343	3.847831183	4.81501068	4.464661227	4.109828475	4.173102761	4.089065053	4.702398874	5.201606913	4.322147548	4.400799443	3.798407751	4.600414837	4.2749164	5.505028437	4.095908227	4.118848092	3.045884923	4.114786807	5.371235966	2.629897843
s_1386	4.961733936	5.513617312	5.340103924	5.403884668	5.011872423	5.422086094	4.864241026	4.973734723	5.155822069	5.060652469	4.834902352	5.470484288	4.879105929	5.23130816	4.92732643	5.22739086	5.240067297	4.254946467	5.244745893	5.016767039	4.962047859	5.021104143	5.298760468	5.240684873	5.511662688	5.050909651	5.258521976	5.482015067	5.052503253	5.375056224	5.043899242	4.433829173	5.150840123	5.516843126	4.680120044	5.058316921	4.917297432	4.828443961	5.261841076	5.448399647	4.658256597	5.212633973	5.326758813	5.27958685	4.610202704	4.843714853	4.972418745	5.883696506	5.15466897	4.94554721	5.084713348	4.971440151	5.316558829	4.337901501	4.90949571	4.796782061	5.572203887	4.750491182	4.748624383	4.763779746	4.71680556	6.108325204	5.06974754	5.173953541	4.88692569	4.300212305	4.814119319	5.096340903	4.92136075	6.157995785	5.11227245	4.807091055	5.075226636	5.80289631	5.286689802	4.807390777	5.147980607	5.083834957	5.160701311	6.020921615	4.940491175	4.022897393	5.40629705	5.329537155	5.147176827	5.930108584	4.982700749	5.386079365	6.168779399	5.198523272	5.141505966	5.084527712
s_36	4.759321104	5.571284726	5.270326655	4.953082805	4.766797382	5.19573864	4.609292036	5.005581546	4.65067839	4.77667322	4.762902189	4.904054297	4.882994189	4.836403303	4.93087475	4.932651716	4.86849236	4.087376484	5.023595014	5.113248025	5.288517017	5.037046009	4.346626984	5.165374856	6.108698246	4.999395548	5.497935435	4.967559866	5.771708439	4.223084745	5.370433764	4.438670163	4.982741451	5.370441396	5.015991631	5.292424209	5.141865005	5.125744917	4.880622876	4.572752555	4.773688113	4.836412843	4.555860736	4.856671664	4.125265554	4.105430532	5.192577109	4.366401904	4.833468286	4.600194851	4.679267124	4.522068502	4.554720618	4.884027747	5.055403612	4.846756281	4.69879223	4.619168134	4.110261704	4.872811819	4.527843263	4.58216406	5.074322586	4.809509496	4.866104273	4.641008236	4.84860093	5.79815776	4.404879207	4.682770207	4.759680566	4.764883404	4.586939261	4.513711166	5.035107918	4.888914115	4.687485462	4.841945501	4.740687652	4.554171595	4.676845939	3.886332714	5.358423977	4.782884296	4.563666899	4.722043359	4.735370294	4.646814568	5.02294558	4.996228029	3.780555182	4.959383377
s_394	5.235991048	5.373586768	5.595017345	4.358404081	5.397686189	6.069781454	5.204881619	5.157382293	5.671837156	5.450034591	9.335711455	5.95923233	5.659050664	4.984735697	5.366437599	5.71081551	5.427788408	4.881479713	4.583795848	5.287889379	5.186657512	4.957795076	5.295742066	5.105434415	4.61730122	5.354076724	6.599339473	5.078138095	4.65377412	6.210074255	5.382283885	5.668057615	5.258768402	5.927039951	5.478564949	5.355017062	4.638428328	5.094156132	5.491153013	5.120122712	6.013842411	7.092274724	3.993064269	5.274492875	4.954107308	5.217041626	5.071842043	5.826147258	5.509662761	5.346854318	4.989391657	4.502027703	4.748152956	4.728253435	5.060167097	5.952774983	5.560784075	5.374589781	5.724114009	4.857264886	5.645017898	5.486061507	4.91973148	5.535775818	4.962889122	4.974817067	5.613121496	4.975386648	5.011100692	5.455176936	6.230309833	4.666516886	5.180100591	4.882649792	5.373743363	4.675137398	4.913192694	5.240473541	4.572295179	4.257378868	5.580514357	4.598646322	5.648413805	5.134850164	5.193790561	5.440458991	5.236098109	3.712438646	5.059116706	5.395779232	3.827395966	6.070067768
s_756	4.241402553	3.484715003	3.851524659	3.789024972	4.039692335	4.303945677	4.449649498	4.282760609	4.486397408	4.184695131	3.625776442	4.303398639	3.761505989	4.800226041	4.617446816	3.655823162	3.927032121	5.041142082	4.158179635	4.144672172	4.543163641	4.056110842	4.234080728	4.275364209	3.186001254	4.22750823	3.665522039	3.686640127	4.681776789	3.040440863	3.826040614	4.298965118	4.133483791	4.457498141	4.227829685	3.867052448	4.411809067	4.087832549	4.003158225	3.361145404	3.377849067	2.773782789	3.994784614	4.828689111	3.528340326	3.965243408	3.941368512	4.902899063	4.294515505	4.273795651	4.330514401	4.546967854	4.408710179	4.209010694	4.07361143	3.257865965	4.512090714	4.338703246	4.663904288	4.642497888	3.76414401	3.601412848	4.22020869	4.52235326	4.245313224	4.028543085	4.098062857	4.27560428	4.396954337	4.006159444	4.499857214	4.356089841	4.000392593	3.749968642	3.952206258	3.957472897	4.396783026	4.084010376	4.452318987	4.044209183	4.295530104	4.569123881	3.92121116	4.337629254	3.861421808	4.789459783	4.147625035	4.273765213	2.333473093	4.054472366	5.088355966	4.889106541
s_358	4.758039868	5.280250986	3.705107173	4.136187344	4.631627509	4.188129895	4.405498527	5.045402297	5.736843915	4.643254003	9.072704099	4.303373245	4.984203379	4.427907258	5.258595588	5.011550564	5.439868164	4.13452858	4.163823876	4.809357482	4.643274005	4.092204203	4.721763953	4.124447375	3.602307744	4.581465041	5.634495786	4.10276365	2.705512845	4.620118622	5.058653006	4.27612359	4.791858039	4.725905557	4.559199707	4.434131096	4.464494622	4.28033157	4.842981486	4.212964194	4.679086011	5.871743789	4.456096741	5.042065691	6.868799531	3.965243408	4.255620272	3.66670935	4.634402061	4.596549437	4.864274313	3.931100177	4.222597095	4.675652361	4.576201792	4.610320221	5.09802391	4.604088195	4.122415542	4.84224466	4.762542586	5.699055519	4.69797736	5.21095579	4.603961389	3.890393107	6.130178021	5.343788873	3.920626071	5.638268349	4.48541899	5.466038973	3.138166118	4.257048398	4.801575416	3.898027217	4.290843611	4.59148539	3.956017896	3.557321464	4.879579406	3.556533677	5.392264154	4.34395627	4.226342341	3.961893014	4.67659112	3.099936102	4.942132024	4.175708514	4.669925966	4.975624322
s_834	5.099175743	5.236009882	5.2205113	5.078984895	5.227983641	4.845107077	4.886999705	4.811239212	5.333306943	5.440290065	5.166630646	5.665741756	5.258486272	5.203440837	4.997238479	5.170631753	4.919052844	4.022750879	5.012679295	4.812086518	5.059233228	5.995139982	5.345689293	5.329020785	5.859533753	4.903767534	4.87133988	5.569681144	4.868662447	7.865532107	5.406144968	5.311919926	5.429968474	5.2028841	5.254902887	4.805486628	5.151232524	5.279213662	5.430220868	4.605317169	4.839708421	5.073901205	4.646386265	5.683008519	4.211279352	4.263416046	6.088733607	5.248559625	5.059178135	5.245115596	5.299044773	5.230455063	5.412131142	5.048809651	4.869213687	5.333143792	5.309935083	4.942090425	5.02660645	5.287197752	5.202966222	4.365903054	4.866892689	5.698056276	5.062845742	4.832836521	4.765729107	5.301085719	5.143202426	4.345562651	4.681018849	5.346899528	5.06722057	4.679234033	5.37063731	5.245469727	5.052595578	5.066508954	4.757379862	5.672131209	5.149215938	5.925609997	5.043608314	5.749186986	5.326923703	5.444029988	5.072689158	5.911071356	4.58596871	5.1527304	3.871395966	5.486505011
s_1080	5.174247349	6.118824731	5.508123503	5.545693625	5.279612951	4.628804553	5.127516134	5.298878403	5.236679477	5.239709804	4.655271922	5.445847815	5.236515771	5.133489607	5.482142434	5.267869806	5.370757347	4.981195814	5.928414318	5.641046029	5.222768936	5.084494326	5.118104907	5.36704609	6.3720365	5.695836467	5.996031242	5.83740642	4.80329799	4.675135062	5.367868594	5.365056035	4.925518272	5.51751036	4.99340746	5.983414139	5.356783068	5.402425937	5.269416299	4.830048961	4.919840518	6.226292246	6.167130414	5.381294524	8.124972231	6.556061432	5.7072704	5.160852055	5.474732812	5.501286047	5.080208847	5.163499378	5.146373506	6.402377777	5.082466227	4.928417789	5.000739854	4.635681167	4.829037551	5.214539313	4.997858017	4.673157231	5.057197487	5.037348777	5.22858343	5.223656662	4.947620864	4.810852371	5.481333365	4.778303412	5.364956283	5.670296368	5.465474418	4.136320512	5.501151217	5.450290496	5.505743365	5.372345974	5.274967541	5.637177969	5.047408043	5.635000064	5.334356399	5.45285242	5.709799695	4.301614378	5.092605237	5.352562235	4.570236541	4.830420378	3.780555182	4.355756904
s_1384	6.148971957	4.728105381	5.769577727	6.34630957	6.227100468	5.245784069	5.887020559	5.921389748	5.971664586	6.151648706	9.93629748	5.556451477	5.54999775	5.477569122	5.417258362	5.922753373	5.868496366	5.56134544	5.433515113	5.769724678	6.237868563	6.046739899	6.082571275	5.991347275	6.632963012	6.190782926	4.726161968	5.572125155	4.054334173	5.50726191	6.232203914	5.534612479	5.709720226	4.585057871	5.048055198	5.357467683	5.224797254	5.189954509	6.062942258	5.873722592	5.852517035	7.576841476	7.184704405	5.053882799	10.87333916	4.958946935	5.237357828	4.649870292	5.715456667	5.657652693	6.182915338	5.777175438	5.52905297	4.963504748	5.897994561	6.24283302	6.169589976	5.814845785	6.194088761	5.913109094	5.651335294	6.218772709	5.778986358	5.813904296	5.889732755	6.055673301	7.499533451	5.714609441	5.579179738	6.097799159	5.972185063	5.317817281	5.16003144	7.728351727	5.959972337	5.703748677	5.949796782	5.900087169	5.267900255	5.580945509	6.362649608	5.594616618	5.65540558	6.058495412	6.043346496	5.273284358	5.837291109	5.668732072	5.527162987	5.279156444	5.352965966	6.403101544
s_177	5.561111801	5.556158904	5.267541049	6.106735366	5.581341922	4.79198402	5.538828812	5.059005193	5.149205013	5.457140508	4.935394725	5.434928009	5.292039669	5.59973459	5.462960964	5.620239405	5.261998307	5.514395363	6.06721372	5.584877952	5.542492252	5.613215739	5.165056736	5.748909245	5.813036474	5.776776465	4.878598164	5.565665713	6.572591286	5.80018759	5.77408413	4.843979219	5.272587816	5.555291348	5.40782048	5.308801195	5.339133942	5.545471015	5.595580318	5.514023148	5.244853471	6.381752709	5.694736096	5.874217288	4.299788706	5.301676207	6.269511921	6.715153074	5.53151754	5.774308644	5.38689321	5.488178785	5.106048062	6.160383395	5.706490629	5.715331688	5.984898806	5.331155923	5.096808048	5.683340239	5.006349168	4.960144689	5.754602517	5.594766819	5.620691779	6.012796862	6.12538888	5.243790473	5.480871863	5.234304912	6.61963771	5.891838202	5.754638194	6.341868926	5.4452532	5.851594333	5.582865146	5.647514488	5.575025637	5.808793971	5.802294581	6.348988235	5.152184199	5.75431434	5.745050467	4.160041761	5.560326324	5.569453117	3.484978089	5.342295379	4.569115966	5.812689844
s_85	5.177162086	4.634085666	5.714563337	5.54854669	5.293650864	5.656540107	4.828302673	5.484864364	5.098298508	5.392191202	4.979910478	5.721146119	5.333093957	5.366598682	6.53938747	5.173926474	5.640872338	5.050160986	5.43947689	5.274070311	5.257576803	5.258140847	5.072203944	5.566291584	6.739193217	5.804907228	4.873844429	5.120717728	5.395486661	6.712898658	5.612710644	4.714712766	4.512470234	4.970786797	5.547794851	5.13461694	5.435119174	5.625220609	5.298485481	5.596260508	5.244587539	4.238570205	5.116740314	5.084474702	4.869817631	5.429389638	4.949391818	5.765855078	5.522062618	5.688565975	5.44288855	5.291944304	5.155457826	4.54577031	5.557945375	5.731187891	5.608049235	5.530050783	5.014570089	4.979379685	5.573862258	4.137463339	5.020872904	5.128512714	5.381543696	5.295574632	4.782975021	5.137580132	5.557774084	4.069090594	4.565933971	5.718989009	4.767960938	4.548201036	5.298361915	5.404007377	5.259092318	5.671752389	5.415184333	5.669507312	5.087171438	4.430686195	5.481774399	5.754562938	4.872721858	6.387977539	5.115582231	4.583432732	5.776103195	5.342090618	4.700665966	5.081755361
s_277	5.418923709	5.669342946	6.038247346	4.425738973	5.701385299	5.264791793	5.357015325	5.419687799	5.529652548	5.558663302	4.832283117	4.934405396	6.137316738	5.055701003	6.056955615	5.81595005	5.548074134	4.855532717	5.339594127	5.628609275	5.628716905	5.56868386	6.017408758	5.47728757	6.377076393	5.870033909	6.529910385	5.633401331	6.14012378	4.264730628	5.385621623	5.678924157	5.571060555	5.814054705	5.607832484	5.568753229	5.485022959	4.860324293	5.443410957	5.681540004	5.160864644	5.089942678	4.971237006	5.450362272	5.667815078	4.673353699	5.758787705	6.917066711	5.452224917	5.520229611	4.78132354	5.25266423	5.420678033	5.372445965	5.694769585	5.422639446	5.439545709	5.703823358	5.083431457	4.900581227	5.308695651	6.283175455	5.160346887	5.358456339	5.523919368	5.397911977	6.035349595	4.761030999	5.221832905	6.182275954	5.513887018	5.155495281	5.292819942	4.233774161	5.44217909	5.292685599	5.551031205	5.663510408	5.006206229	4.646897623	5.332849318	5.797545728	5.562116509	5.314910528	5.047979335	4.832086548	5.565467847	5.688439236	7.14654091	5.563840115	5.448095966	5.646656645
s_45	5.523671051	4.64086409	4.800170657	5.096019566	5.602653083	4.777234388	5.785552377	5.209632894	4.888137011	5.272962809	4.655232126	5.600828644	5.032392642	5.922923425	5.269955457	5.144960499	5.357834946	6.724430354	5.286848048	5.59012175	5.665366028	5.703523419	5.328164	5.37218713	4.593837442	5.756059483	4.604563654	5.641108831	5.418056505	4.30518936	5.077163464	5.536264055	5.180179109	4.986493528	5.52292487	6.563730237	5.466811616	4.988977196	5.516268137	5.382725785	5.373878785	6.031710988	5.220409604	4.998007499	4.007368772	6.582576878	5.227282476	4.291895597	5.572206654	5.736176475	5.465270642	5.995890999	5.513234564	6.129960298	5.675605353	5.786516776	4.114211433	5.43494933	5.846700901	5.307518698	5.053207166	5.107468157	5.455042281	5.096279562	5.586071938	5.745421634	5.245219826	5.59844075	5.883913093	5.310888594	5.981276141	6.00178003	5.011652732	5.978313699	5.366858291	5.761074742	5.757231326	5.537984045	5.438260124	6.259965664	5.452211908	7.052726203	4.918797136	5.427442102	5.371441978	6.241617278	5.58438396	6.223276129	3.884405305	5.163385152	6.228645966	4.853161924
