"sample","(+)-catechin","(-)-Epicatechin gallate","(-)-Epigallocatechin gallate","(-)-Lyoniresinol 9'-O-glucoside","(2R,3S)-trans-epsilon-viniferin","(2R,3S,4S,5R,6R)-6-[1,7-bis(4-hydroxyphenyl)heptan-3-yloxy]-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol","(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-Dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol","(2r,3r,4s,5s,6r)-2-[1,7-bis(4-hydroxyphenyl)heptan-3-yloxy]-6-(hydroxymethyl)oxane-3,4,5-triol","1,2,3,4-tetrahydroisoquinoline-5-carboxylic acid","1,7-bis(4-hydroxyphenyl)-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyheptan-3-one","1-(3-Hydroxy-3-methyl-pent-4-enyl)-2,5,5,8a-tetramethyl-decahydro-naphthalen-2-ol","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-[2,4-Dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one","11-oxo-alpha-amyrin","1247-97-8","133164-11-1","137038-13-2","1453-93-6","16290-07-6","17353-03-6","19833-12-6","2-(QUINOLIN-3-YL)ACETIC ACID","2-methyl-2-(piperidin-3-yl)propanoic acid","2-methylquinoline-8-carboxylic Acid","3''-O-L-Rhamnopyranosylastragalin","3,5,5-Trimethyl-4-[3-(beta-D-glucopyranosyloxy)butyl]-2-cyclohexene-1-one","3,5,5-Trimethyl-4beta-hydroxy-4-[3-(beta-D-glucopyranosyloxy)-1-butenyl]-2-cyclohexene-1-one","3-(3-methylpiperidin-4-yl)propanoic acid","3-Cyclopropylquinoline-2-carboxylic acid","3-Hydroxy-11-ursen-28,13-olide","3-Methoxynobiletin","3-Rha(1-2)Gal(1-2)GluA-Soyasaponenol B","3-[(2S,4S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-Dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","35700-51-7","4-methylquinoline-3-carboxylic acid","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","5-(6-Methyl-6-hydroxyheptyl)furan-2(5H)-one","6-Hydroxyluteolin 7-glucoside","69-53-4","71606-07-0","72036-50-1","8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid","8-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","89576-29-4","Acanthoside B","Aceroside VIII","Avobenzone","CHEBI:181716","CHEBI:182811","CHEBI:182999","CHEMBL4471702","Camelliaside A","Capsaicin","Cer 18:0;3O/16:0;O","Cer 18:1;2O/16:0","Cer 18:1;2O/16:0;O","Cer 18:1;3O/24:0;O","Cer 20:2;2O/18:1","Cer 20:3;2O/18:2","Cer 34:0;4O","Cer 34:1;2O","Cer 34:1;3O","Cer 38:3;2O","Cer 38:5;2O","Cer 42:1;4O","Corymboside","Cynaroside","DG 12:0/12:0","DG 16:0_18:1","DG 18:0_18:1","DG 18:1_18:2","DG 24:0","DG 34:1","DG 36:1","DG 36:3","DIHYDROACTINIDIOLIDE","Dihydrocapsaicin","Dioctyl phthalate","Genistein 8-C-glucoside","Gossypin","Heraclenol","Hex2Cer 18:1;2O/16:0","HexCer 18:1;2O/16:0;O","HexCer 18:1;2O/29:10","HexCer 18:2;2O/16:0;O","HexCer 18:2;2O/16:1","HexCer 18:2;2O/18:0;O","HexCer 18:2;2O/18:1","HexCer 19:2;2O/18:1","HexCer 19:2;2O/28:9","HexCer 19:3;2O/15:0","HexCer 19:3;2O/17:0","HexCer 34:1;3O","HexCer 34:2;3O","HexCer 34:3;2O","HexCer 36:2;3O","HexCer 36:3;2O","HexCer 37:3;2O","HexCer 47:11;2O","Homodihydrocapsaicin I","Icariside F2","Isomeranzin","Isoquercitrin","Isoxanthohumol(Sophora)","LPC 12:0","LPC 14:0","LPC 16:0","LPC 16:1","LPC 18:1","LPC 18:2","LPC 20:4","LPE 12:0","LPE 13:0","LPE 14:0","LPE 14:1","LPE 15:0","LPE 16:0","LPE 16:1","LPE 17:0","LPE 17:1","LPE 18:0","LPE 18:1","MEGxp0_000125","MEGxp0_000300","MEGxp0_001390","MEGxp0_001411","MGDG 16:0_18:2","MGDG 34:2","MLS000876823","Megastigm-5-en-4-one 9-glucoside","Meloside A","Meranzin","Meranzin hydrate","Myricetin 3-O-galactoside","N-lactoyl-phenylalanine","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCGC00381022-01","NCGC00384577-01","NCGC00384730-01","NCGC00384749-01!2-[[5-(4-hydroxy-3,5-dimethoxyphenyl)-6,7-bis(hydroxymethyl)-1,3-dimethoxy-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","NCGC00384791-01!7-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one","NONIVAMIDE","Nordihydrocapsaicin","Octocrylene","Oxypeucedanin hydrate","PC 18:1/18:1","PC 18:2/18:2","PC 26:0","PC 28:0","PC 30:0","PC 30:1","PC 31:1","PC 32:1","PC 32:2","PC 34:1","PC 34:2","PC 34:3","PC 34:4","PC 36:1","PC 36:2","PC 36:3","PC 36:4","PC 36:5","PC 36:6","PC O-28:1","PC O-30:1","PC O-31:1","PC O-32:1","PC O-34:2","PC O-34:3","PC O-36:3","PC O-42:2","PE 30:0","PE 31:0","PE 32:1","PE 34:1","Phenylethyl primeveroside","Piperanine","Piperlonguminine","Procyanidin B1","Procyanidin B3","Protopanaxadiol","Quercetin 3-O-robinobioside","Quercimeritrin","Quinolin-8-yl-acetic acid","RUTIN","Rhodiosin","SCHEMBL424527","SM 32:1;2O","SM 33:1;2O","SM 33:1;3O","SM 34:0;3O","SM 34:1;2O","SM 34:1;3O","SPB 13:3;2O","SPB 14:0;2O","SPB 16:0;2O","SPB 16:1;2O","SPB 16:1;3O","SPB 17:1;2O","SPB 17:1;3O","SPB 18:0;2O","SPB 18:0;3O","SPB 18:1;2O","SPB 18:1;3O","SPB 18:2;2O","SPB 18:2;3O","SPB 19:0;2O","SPB 19:1;2O","SPB 19:1;3O","SPB 20:0;2O","SPB 20:1;2O","SPB 20:1;3O","SPB 24:0;2O","SPB 25:0;2O","SPB 26:0;2O","Saponarin","Sayaendoside","Schaftoside","Sinocrassoside C1","Soyasaponin Ba","Soyasaponin I","Sphinganine","TG 14:0_16:0_18:0","TG 16:0_18:1_18:1","TG 48:0","TG 52:2","TRIETHYL CITRATE","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","Trifolin","Vicenin 2","Vicenin 3","Vicenin-1","Visnagin","Xanthohumol","Zucapsaicin","[1-MYRISTOYL-GLYCEROL-3-YL]PHOSPHONYLCHOLINE","berberine","cholic acid","gabapentin","n-vanillyldecanamide","piperine","quercetin 3-O-glucuronide","sphingosine"
"55_41068",66899200,9844000,3758500,0,0,2904000,4426800,0,2074000,0,16800000,98215000,75204000,77335000,19758000,0,0,0,156240000,80162800,18063000,14770000,19302000,0,3502000,0,14770000,916620000,0,1751000,1572000,2398200,35390000,0,0,1357400,0,0,744200,11145000,0,33400000,16245000,33400000,12060000,7134000,234360000,4356000,0,0,1886600,1471400,4922000,0,15516000,0,1177000,0,1503000,825900,0,0,1177000,0,825900,0,1503000,0,6021000,0,810500,0,0,0,810500,0,0,8448000,4592000,0,0,38604000,0,1605000,0,1605000,1637000,2250000,0,667300,0,1605000,2250000,667300,0,1637000,2250000,0,667300,0,1605000,20990000,856200,5060400,3715000,13172000,1189000,0,17555000,0,3698000,1270000,0,562900,0,48967000,7662000,0,27647000,21945000,0,5687900,7044000,3567000,6951000,0,0,9566000,1033000,1033000,14770000,152770000,12060000,1686800,1686800,6434000,0,0,0,9566000,14770000,0,14770000,2964300,6916700,0,0,1875900,2977000,0,0,12420000,1568000,0,0,2965000,23577200,598600,0,0,7590000,5937900,0,2977000,0,0,9947000,10560000,0,1009000,0,0,3833000,608900,0,0,1543000,0,9566000,0,19010000,0,0,72246400,0,22290000,0,0,0,0,1332000,1474000,1945000,445000,5624000,4435500,533800,0,0,1075000,0,918500,535700,2897000,4984000,2013000,0,827900,701000,0,748600,0,2233000,5942000,0,43890000,885200,0,16080000,9566000,0,0,0,0,14485000,757300,1012000,757300,1012000,4016000,14202000,6021000,0,0,0,2084000,0,10344000,0,15450000,3678000,7004000,6888000,9037000,0,21096000
"56_41354",76723200,0,7260000,1725000,0,8498000,7643000,0,2574000,0,11838000,161755000,165670000,119795000,0,0,0,0,232080000,70659800,19275000,52120000,9963000,0,4602000,0,52120000,1633200000,2369000,2301000,1802800,6186000,80470000,0,0,1614000,0,0,0,12786000,0,49933000,18768000,49933000,19317000,20260000,348120000,12747000,0,0,4200000,2062000,0,0,37602000,0,1706000,0,2039000,1641000,0,0,1706000,0,1641000,0,2039000,0,6425000,0,1009000,1173000,0,0,1009000,1173000,0,6756000,0,0,0,19926000,0,921300,0,921300,1475000,2546000,0,451900,0,921300,2546000,451900,0,1475000,2546000,0,451900,0,921300,25790000,1121600,9054000,4262000,0,2426000,0,28155000,0,11560000,2072000,0,4155000,0,54836000,16160000,0,97300000,21718000,0,9767000,7848000,10130000,12079000,5175000,8625000,11216000,1187000,1187000,52120000,272200000,19317000,3018000,3018000,3321000,0,0,0,11216000,52120000,1725000,52120000,2906700,6782300,0,0,2726800,2895000,0,488900,3509000,1657000,0,0,5542000,22661000,596200,0,0,4859000,7534200,953100,2895000,0,0,6367000,7330000,0,1470000,0,0,7528000,941700,0,0,1258000,0,11216000,0,41020000,0,0,124775600,0,25572000,0,0,0,0,2137000,1594000,1559000,0,11950000,4312000,1636000,0,0,2594000,0,0,1597000,2582000,6179000,3877000,0,3522000,1040000,16680000,1359000,0,7459000,11230000,0,49160000,1013000,0,25756000,11216000,0,0,0,0,12910000,598800,1106000,598800,1106000,6328000,15360000,6425000,0,0,0,2912000,0,25068000,0,19600000,8250000,9204000,0,0,0,47279000
"57_41069",45162000,0,3539000,0,0,4294000,5317800,0,2172000,0,16140000,131065000,69028000,101105000,0,0,0,0,196560000,110914400,14979000,8152000,6162000,0,5238000,0,8152000,1242960000,2188500,2619000,2601600,3615000,56990000,2886000,0,0,0,0,0,12786000,0,46827000,11220000,46827000,11406000,10464000,294840000,6441000,0,0,3402000,1539800,0,0,24300000,0,1025000,451000,1900000,829000,0,0,1025000,451000,829000,0,1900000,0,4993000,492200,1106000,487800,0,492200,1106000,487800,0,13008000,0,0,0,12324000,0,1460000,0,1460000,1818000,2626000,0,569200,0,1460000,2626000,569200,0,1818000,2626000,0,569200,0,1460000,33260000,0,4515000,4262000,0,1737000,0,23217000,0,3951000,2184000,0,618100,0,56196000,0,0,35110000,36540000,7546000,8715000,7427000,5232000,8422000,0,0,6666000,1180000,1180000,8152000,207160000,11406000,1505000,1505000,2054000,0,0,0,6666000,8152000,0,8152000,5637000,13153000,0,0,1353000,2414000,0,0,12710000,1725000,0,1809000,4830000,26590000,0,4950000,0,8123000,7777100,731600,2414000,0,0,10580000,13600000,0,0,0,0,3785000,722000,0,0,15150000,0,6666000,3199200,39950000,0,0,114686600,0,25572000,0,0,0,0,1151000,2435000,1301000,578300,9453100,3322000,593300,0,0,1876000,0,0,1289000,3526000,8546000,3087000,0,823700,697300,0,1260000,0,6554000,7686000,17830000,59500000,1460000,0,15208000,6666000,0,0,0,10101000,17630000,652100,773700,652100,773700,2662000,13536000,4993000,0,0,0,3402000,0,16200000,0,11740000,5403000,10476000,0,14740000,0,29654000
"58_41055",64440000,0,4435000,0,0,11732000,9046000,0,4006000,0,6672000,169630000,1.39e+08,127510000,44760000,0,0,0,215800000,57515600,18012000,42600000,7827000,0,3414000,0,42600000,1316400000,0,1707000,2553600,0,104300000,0,0,1655000,0,0,1182000,13641000,0,48110000,38190000,48110000,28395000,24980000,323700000,17598000,0,0,3550000,1692000,0,0,23448000,0,2170000,1332000,1529000,1934000,0,0,2170000,1332000,1934000,0,1529000,0,6004000,0,613800,1354000,0,0,613800,1354000,0,11648000,0,0,0,15654000,0,1288000,0,1288000,2026000,2435000,0,518800,0,1288000,2435000,518800,0,2026000,2435000,0,518800,0,1288000,20080000,1012000,4906200,4547000,29840000,2353000,0,29714000,0,10080000,1417000,0,0,0,63560000,0,0,44940000,22580000,0,14547000,5772000,12490000,14703000,0,0,8066000,1161000,1161000,42600000,219400000,28395000,1635400,1635400,2609000,0,0,0,8066000,42600000,0,42600000,4389000,10241000,0,0,2158500,3213000,0,0,7518000,1722000,0,0,3529000,21987000,576100,0,0,4850100,4474900,1218000,3213000,0,0,6643000,7135000,0,0,0,0,6920000,0,0,0,12440000,0,8066000,0,34750000,0,0,131014000,0,27282000,0,0,0,0,1285000,1448000,1500000,723100,5028000,2696000,1155000,0,0,2582000,0,0,1640000,2532000,6636000,3320000,0,915000,853200,0,0,0,8076000,12630000,0,46760000,814700,0,37860000,8066000,0,0,0,0,12660000,846700,853400,846700,853400,6444000,22398000,6004000,0,0,0,0,0,15632000,0,17630000,7572000,6828000,0,0,0,31045000
"59_41360",147937600,0,4227000,0,0,2380000,8719000,0,1701200,0,13080000,154040000,130220000,113720000,0,0,0,0,235080000,106174800,15342000,0,7989000,0,3628000,0,0,1066440000,0,1814000,1852800,2825700,12270000,0,0,2146000,0,0,720100,14043000,0,58226000,19197000,58226000,19188000,16098000,352620000,3570000,0,0,1642400,2072000,0,0,33756000,0,1710000,1205000,1648000,1678000,0,0,1710000,1205000,1678000,0,1648000,0,5114000,0,735200,1093000,0,0,735200,1093000,0,11952000,0,0,0,15978000,0,1217000,0,1217000,1906000,2169000,0,0,0,1217000,2169000,0,0,1906000,2169000,0,0,0,1217000,22850000,686400,4206600,4681000,0,2467000,0,26776000,0,10050000,1540000,0,448000,0,62629000,0,0,26940000,29830000,5646000,4420900,8144000,8049000,14051000,0,0,7060000,1037000,1037000,0,177740000,19188000,1402200,1402200,2663000,0,0,0,7060000,0,0,0,3249000,7581000,0,0,1974000,2912000,1795000,0,8990000,1877000,0,8028000,3326000,24655600,983300,4093000,3030000,8891000,6590400,0,2912000,0,0,11800000,14520000,0,0,0,0,3996000,0,0,0,1978000,0,7060000,4816000,18110000,0,0,211402400,0,28086000,0,0,0,0,1487000,1782000,1167000,0,8996000,3289000,821400,0,0,960000,0,1394000,0,2947000,6195000,3240000,0,871800,578900,0,959600,0,7554000,10620000,60540000,53830000,1453000,0,25584000,7060000,0,0,0,0,14735000,798200,496800,798200,496800,3934800,15438000,5114000,0,0,0,3757000,0,22504000,0,15910000,7527000,7256000,0,0,0,32350000
"60_41355",64038000,0,8575000,0,0,5936000,12841000,0,3182000,0,11460000,128380000,97306000,107920000,0,0,0,0,272600000,206229600,16848000,3e+07,11463000,0,5552000,0,3e+07,1804800000,3498000,2776000,3426800,5496000,72790000,0,0,0,0,0,1361000,12240000,6600000,68252000,21336000,68252000,16116000,11238000,408900000,8904000,0,0,3872000,2476000,0,0,0,0,677300,0,1868000,0,0,0,677300,0,0,0,1868000,0,5616000,0,791800,0,0,0,791800,0,0,9380000,0,0,0,22926000,0,1530000,0,1530000,1018000,871200,0,650900,0,1530000,871200,650900,0,1018000,871200,0,650900,0,1530000,49890000,1312600,13168500,4080000,0,1544000,0,23630000,0,7247000,2007000,0,921200,0,39950000,0,0,88646000,35460000,0,15612000,9543000,5619000,20427000,0,0,11432000,1284000,1284000,3e+07,300800000,16116000,4709400,5669100,3821000,0,0,0,11432000,3e+07,0,3e+07,7344000,17136000,0,0,1516200,1680000,0,0,4445000,1459000,0,0,4465000,11822000,585100,0,0,3617900,5305400,0,1680000,1172000,398800,7796000,6235000,0,695600,0,0,6569000,515600,0,0,8047000,0,11432000,6288000,39930000,0,0,81390000,0,24480000,0,0,0,0,1521000,1057000,2277000,0,6895000,3803000,1435000,0,0,2338000,0,0,1568000,4798000,18280000,4056000,0,855900,0,31360000,988300,0,4472000,5917000,0,30410000,1319000,0,21488000,11432000,0,0,0,0,23990000,758600,1037000,758600,1037000,5484000,0,5616000,0,0,0,3187000,0,0,0,16490000,4686000,11104000,0,15970000,0,41112000
"61_41053",161508000,0,7265000,0,6378000,2834000,17793000,0,5230000,0,104826000,69818000,73852000,58062000,0,0,0,0,127680000,101352600,13068000,32100000,7065000,0,2452000,0,32100000,820560000,0,1226000,5860000,3833800,30260000,0,0,0,0,0,0,7455000,0,31504000,17868000,31504000,24156000,13102000,191520000,4251000,0,0,2578000,2818000,0,0,4810200,0,1152000,0,1854000,852900,0,0,1152000,0,852900,0,1854000,0,4356000,0,653600,584600,0,0,653600,584600,0,4212000,0,0,0,14130000,0,1765000,0,1765000,1458000,749800,0,833400,0,1765000,749800,833400,0,1458000,749800,0,833400,0,1765000,23370000,1437200,5951400,2485000,0,1221000,0,12788000,0,4439000,2142000,0,2579000,0,51620000,0,0,19604000,29180000,0,5928000,7286000,6551000,28788000,0,0,10534000,1206000,1206000,32100000,136760000,24156000,1983800,1983800,2355000,0,0,0,10534000,32100000,0,32100000,3891000,9079000,33380000,0,566100,1321000,0,2934000,5199000,1139000,0,0,3115000,11499000,646600,0,0,3576700,2244300,1032000,1321000,1162000,0,7092000,6189000,0,17350000,0,0,3088000,1184000,0,0,6444000,0,10534000,0,20660000,98700000,42300000,165774800,0,14910000,0,0,0,0,2791000,1231000,2213000,0,4965000,4375000,923000,0,0,4153000,0,826000,856100,1873000,5632000,4310000,0,9416000,1174000,0,0,0,3133000,3551000,0,13630000,1472000,0,32208000,10534000,0,0,0,0,9365000,795100,1073000,795100,1073000,6480000,20820000,4356000,0,0,0,3131000,0,3206800,0,21370000,4839000,4904000,0,13360000,0,38185000
"62_Swab_1",49596800,0,2789500,0,0,1746400,5910800,0,2144000,0,15204000,135450000,105718000,105910000,0,0,0,0,297400000,181381200,20868000,10220000,8970000,0,4684000,0,10220000,1164960000,0,2342000,4792000,3621000,16190000,0,0,1056000,0,0,0,15012000,0,59034000,24432000,59034000,18051000,14602000,446100000,2619600,0,0,2058000,2476000,0,0,30846000,0,987800,461600,1815000,698200,0,0,987800,461600,698200,0,1815000,0,6956000,0,844900,561500,0,0,844900,561500,0,11176000,0,0,0,17940000,0,1043000,0,1043000,1950000,1920000,0,464900,0,1043000,1920000,464900,0,1950000,1920000,0,464900,0,1043000,42460000,0,4551000,5004000,0,1751000,0,24136000,0,6611000,3202000,0,633100,0,51449000,0,0,42320000,41520000,0,9362000,10930000,7301000,9333000,0,0,7032000,1057000,1057000,10220000,194160000,18051000,1517000,1517000,2990000,0,0,0,7032000,10220000,0,10220000,6645000,15505000,0,0,972500,1629000,0,0,8208000,2390000,0,0,7931000,22279000,560300,0,0,8533000,7909200,647500,1629000,792800,0,9227000,8805000,0,503400,994000,0,4019000,0,0,0,14620000,0,7032000,4456000,35190000,0,0,116301400,0,30024000,0,0,0,0,904100,2210000,1633000,684100,9484000,3866000,1074000,0,0,1374000,0,1477000,678400,5696000,14580000,1897000,0,1098000,0,0,0,0,4732000,5811000,0,55260000,1483000,0,24068000,7032000,0,0,0,0,28480000,704000,757100,704000,757100,4004000,14160000,6956000,0,0,0,3932000,0,20564000,0,11200000,4725000,9368000,0,0,0,23119000
"63_Swab_2",75967200,0,3144500,0,0,3380000,6167000,0,2690000,0,29784000,150160000,75046000,122640000,0,0,0,0,220520000,256098400,20403000,13776000,5286000,0,5932000,0,13776000,1321800000,2350500,2966000,4924000,3195000,53390000,0,0,0,0,0,0,13032000,0,68158000,23175000,68158000,20439000,11226000,330780000,5070000,0,0,3630000,4466000,0,0,29136000,0,842800,434300,1949000,827200,0,0,842800,434300,827200,0,1949000,0,6801000,0,808200,678700,0,0,808200,678700,0,11148000,0,0,0,10572000,0,1289000,0,1289000,3237000,2954000,0,612800,0,1289000,2954000,612800,0,3237000,2954000,0,612800,0,1289000,64960000,0,0,4344000,0,2004000,0,27280000,0,5697000,3341000,0,1005000,0,51827000,0,0,59320000,38270000,0,14462000,9248000,5613000,9922000,0,0,10024000,928200,928200,13776000,220300000,20439000,0,0,1762000,0,5514000,0,10024000,13776000,0,13776000,6567000,15323000,0,0,1795600,2718000,0,452600,6893000,2920000,0,0,7761000,21034900,475900,0,0,7481000,6933300,0,2718000,2452000,0,8024000,16070000,0,0,0,0,14200000,0,0,0,18620000,0,10024000,5208000,47790000,0,0,87586600,0,26064000,0,0,0,0,945600,3368000,1564000,468000,11310000,3695000,1441000,0,0,2160000,0,0,1442000,8291000,21620000,2851000,0,906200,0,0,0,0,4036000,8563000,0,57500000,2503000,0,27252000,10024000,0,0,0,0,41455000,879700,825800,879700,825800,4856000,0,6801000,0,0,0,3674000,0,19424000,0,14350000,5679000,11864000,0,0,0,28427000
"64_Extraction_MeOH_blank",2362400,0,0,336800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120800,921000,0,0,0,0,921000,7872000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492000,0,0,0,0,0,0,2040000,0,0,0,0,0,0,0,2040000,0,373600,0,634200,0,0,0,634200,0,0,1004400,0,0,0,0,0,2906000,0,2906000,0,0,0,812000,0,2906000,0,812000,0,0,0,0,812000,0,2906000,0,0,2361600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538600,0,0,0,0,0,1010400,1684000,0,1432000,1432000,921000,1312000,0,787200,787200,0,0,0,0,0,921000,336800,921000,0,0,0,0,712800,0,0,0,0,0,1578000,0,0,0,972200,0,0,0,712800,0,0,0,648800,7453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607000,0,0,0,0,0,0,0,0,1556000,0,0,1117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306100,0,0,0,0,0,0,0,0,0,726100,867900,726100,867900,0,0,373600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLANK_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558600,0,0,0,0,558600,1712400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363000,0,0,0,0,0,0,1753000,0,0,0,0,0,0,0,1753000,0,0,0,673300,0,0,0,673300,0,0,0,0,0,0,0,0,1949000,0,1949000,0,0,0,692000,0,1949000,0,692000,0,0,0,0,692000,0,1949000,0,0,1568400,0,0,0,0,0,0,0,226700,0,0,0,0,0,0,0,448700,0,0,0,0,0,0,0,0,1185000,1185000,558600,285400,0,522800,522800,0,0,0,0,0,558600,0,558600,0,0,0,0,686600,0,0,0,0,0,0,0,0,0,481500,0,0,0,3413600,0,0,0,439000,2214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517700,824100,517700,824100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLANK_2",2781600,0,0,1774000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723800,0,0,0,0,723800,2307600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836000,0,0,0,0,0,0,1589000,0,0,0,0,0,0,0,1589000,0,0,0,672900,0,0,0,672900,0,0,0,0,0,0,0,0,3197000,0,3197000,0,0,0,859400,0,3197000,0,859400,0,0,0,0,859400,0,3197000,0,0,1412400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604500,0,0,0,0,0,5322000,8870000,0,1372000,1372000,723800,384600,0,470800,470800,0,0,0,0,0,723800,1774000,723800,0,0,0,0,664300,0,0,0,0,0,0,0,0,0,528200,0,0,0,664300,0,0,0,477400,2257000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764500,799500,764500,799500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLANK_3",2832000,0,0,833000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653800,0,0,0,0,653800,1831200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591000,0,0,0,0,0,0,2127000,0,0,0,0,0,0,0,2127000,0,0,0,730800,0,0,0,730800,0,0,0,0,0,0,0,0,2992000,337500,2992000,0,0,0,861200,0,2992000,0,861200,337500,0,0,0,861200,0,2992000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498600,0,0,0,0,0,2499000,4165000,0,1156000,1156000,653800,305200,0,0,0,0,0,0,0,0,653800,833000,653800,0,0,0,0,548900,0,0,0,0,0,375800,0,0,0,689600,0,0,0,548900,0,0,0,553500,2304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807500,1049000,807500,1049000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLANK_4",3051200,0,0,581900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687600,0,0,0,0,687600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032000,0,0,0,0,0,0,2333000,0,0,0,0,0,0,0,2333000,0,0,0,655300,0,0,0,655300,0,0,0,0,0,0,0,0,2194000,1042000,2194000,0,0,0,908900,0,2194000,0,908900,1042000,0,0,0,908900,0,2194000,0,0,1968600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358800,0,0,0,0,0,1745700,2909500,0,1505000,1505000,687600,0,0,656200,656200,0,0,0,0,0,687600,581900,687600,0,0,0,0,768300,0,0,0,0,0,0,0,0,0,859500,0,0,0,768300,0,0,0,528600,2357000,0,0,0,3658000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773100,927800,773100,927800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
