Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR200135,AMPLICON,601,14487801,PRJDB8511,SAMD00177873,MIMARKS.survey.human-gut,9229403,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190543,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177873,09_C1,DRP007234
DRR200136,AMPLICON,601,13640884,PRJDB8511,SAMD00177874,MIMARKS.survey.human-gut,8795998,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190544,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177874,09_C2,DRP007234
DRR200137,AMPLICON,601,15198173,PRJDB8511,SAMD00177875,MIMARKS.survey.human-gut,9628201,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190545,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177875,09_C3,DRP007234
DRR200138,AMPLICON,601,15621466,PRJDB8511,SAMD00177876,MIMARKS.survey.human-gut,9992580,METAGEN,2016,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190546,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177876,09_T1,DRP007234
DRR200139,AMPLICON,601,15540787,PRJDB8511,SAMD00177877,MIMARKS.survey.human-gut,9932932,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190547,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177877,09_T2,DRP007234
DRR200140,AMPLICON,601,15838107,PRJDB8511,SAMD00177878,MIMARKS.survey.human-gut,10073238,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190548,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177878,09_T3,DRP007234
DRR200141,AMPLICON,601,16684602,PRJDB8511,SAMD00177879,MIMARKS.survey.human-gut,10582707,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190549,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177879,10_C1,DRP007234
DRR200142,AMPLICON,601,20079129,PRJDB8511,SAMD00177880,MIMARKS.survey.human-gut,12668515,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190550,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177880,10_C2,DRP007234
DRR200143,AMPLICON,601,17731384,PRJDB8511,SAMD00177881,MIMARKS.survey.human-gut,11213388,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190551,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177881,10_C3,DRP007234
DRR200144,AMPLICON,601,15336101,PRJDB8511,SAMD00177882,MIMARKS.survey.human-gut,9843693,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190552,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177882,10_T1,DRP007234
DRR200145,AMPLICON,601,18748586,PRJDB8511,SAMD00177883,MIMARKS.survey.human-gut,11775677,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190553,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177883,10_T2,DRP007234
DRR200146,AMPLICON,601,17942874,PRJDB8511,SAMD00177884,MIMARKS.survey.human-gut,11402235,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190554,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177884,10_T3,DRP007234
DRR200147,AMPLICON,601,16123749,PRJDB8511,SAMD00177885,MIMARKS.survey.human-gut,10245300,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190555,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177885,12_C1,DRP007234
DRR200148,AMPLICON,601,17448251,PRJDB8511,SAMD00177886,MIMARKS.survey.human-gut,10979306,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190556,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177886,12_C2,DRP007234
DRR200149,AMPLICON,601,17430500,PRJDB8511,SAMD00177887,MIMARKS.survey.human-gut,11076114,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190557,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177887,12_C3,DRP007234
DRR200150,AMPLICON,601,16859457,PRJDB8511,SAMD00177888,MIMARKS.survey.human-gut,10634956,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190558,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177888,12_T1,DRP007234
DRR200151,AMPLICON,601,15755647,PRJDB8511,SAMD00177889,MIMARKS.survey.human-gut,10037222,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190559,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177889,12_T2,DRP007234
DRR200152,AMPLICON,601,15225775,PRJDB8511,SAMD00177890,MIMARKS.survey.human-gut,9819347,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190560,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177890,12_T3,DRP007234
DRR200153,AMPLICON,601,17051509,PRJDB8511,SAMD00177891,MIMARKS.survey.human-gut,10868513,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190561,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177891,14_C1,DRP007234
DRR200154,AMPLICON,601,14329332,PRJDB8511,SAMD00177892,MIMARKS.survey.human-gut,9214653,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190562,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177892,14_C2,DRP007234
DRR200155,AMPLICON,601,15228127,PRJDB8511,SAMD00177893,MIMARKS.survey.human-gut,9739766,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190563,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177893,14_C3,DRP007234
DRR200156,AMPLICON,601,17155403,PRJDB8511,SAMD00177894,MIMARKS.survey.human-gut,10946777,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190564,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177894,14_T1,DRP007234
DRR200157,AMPLICON,601,16858378,PRJDB8511,SAMD00177895,MIMARKS.survey.human-gut,10795899,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190565,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177895,14_T2,DRP007234
DRR200158,AMPLICON,601,16750807,PRJDB8511,SAMD00177896,MIMARKS.survey.human-gut,10689759,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190566,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177896,14_T3,DRP007234
DRR200159,AMPLICON,601,15952547,PRJDB8511,SAMD00177897,MIMARKS.survey.human-gut,10173376,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190567,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177897,15_T1,DRP007234
DRR200160,AMPLICON,601,15650195,PRJDB8511,SAMD00177898,MIMARKS.survey.human-gut,10113057,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190568,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177898,15_T2,DRP007234
DRR200161,AMPLICON,601,15708772,PRJDB8511,SAMD00177899,MIMARKS.survey.human-gut,9955662,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190569,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177899,15_T3,DRP007234
DRR200162,AMPLICON,601,15760802,PRJDB8511,SAMD00177900,MIMARKS.survey.human-gut,10108500,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190570,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177900,15_C1,DRP007234
DRR200163,AMPLICON,601,16111682,PRJDB8511,SAMD00177901,MIMARKS.survey.human-gut,10314001,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190571,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177901,15_C2,DRP007234
DRR200164,AMPLICON,601,15458993,PRJDB8511,SAMD00177902,MIMARKS.survey.human-gut,9851624,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190572,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177902,15_C3,DRP007234
DRR200165,AMPLICON,601,17320418,PRJDB8511,SAMD00177903,MIMARKS.survey.human-gut,11034798,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190573,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177903,16_T1,DRP007234
DRR200166,AMPLICON,601,17888659,PRJDB8511,SAMD00177904,MIMARKS.survey.human-gut,11261190,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190574,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177904,16_T2,DRP007234
DRR200167,AMPLICON,601,16501705,PRJDB8511,SAMD00177905,MIMARKS.survey.human-gut,10449777,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190575,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177905,16_T3,DRP007234
DRR200168,AMPLICON,601,15150134,PRJDB8511,SAMD00177906,MIMARKS.survey.human-gut,9751622,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190576,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177906,16_C1,DRP007234
DRR200169,AMPLICON,601,19444182,PRJDB8511,SAMD00177907,MIMARKS.survey.human-gut,12274755,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190577,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177907,16_C2,DRP007234
DRR200170,AMPLICON,601,18343888,PRJDB8511,SAMD00177908,MIMARKS.survey.human-gut,11714405,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190578,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177908,16_C3,DRP007234
DRR200171,AMPLICON,601,16373851,PRJDB8511,SAMD00177909,MIMARKS.survey.human-gut,10419789,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190579,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177909,17_C1,DRP007234
DRR200172,AMPLICON,601,19676821,PRJDB8511,SAMD00177910,MIMARKS.survey.human-gut,12432329,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190580,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177910,17_C2,DRP007234
DRR200173,AMPLICON,601,16567179,PRJDB8511,SAMD00177911,MIMARKS.survey.human-gut,10527459,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190581,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177911,17_C3,DRP007234
DRR200174,AMPLICON,601,17610183,PRJDB8511,SAMD00177912,MIMARKS.survey.human-gut,11108109,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190582,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:26:00Z,1,SAMD00177912,17_T1,DRP007234
DRR200175,AMPLICON,601,17052823,PRJDB8511,SAMD00177913,MIMARKS.survey.human-gut,10768757,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190583,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177913,17_T2,DRP007234
DRR200176,AMPLICON,601,15033808,PRJDB8511,SAMD00177914,MIMARKS.survey.human-gut,9656257,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190584,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177914,17_T3,DRP007234
