database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	A02	A03	A04	A-05	A-06	A-07	A08	A-09	A-10	A-12	A-13	A-14	A-15	A-16	A-17	A18	A-19	A-20	A21	A22	A-23	A24	A-25	A-26	A27	A-28	A30	A-05-7	A-06-7	A-07-7	A-09-7	A-10-7	A-12-7	A-13-7	A-14-7	A-15-7	A-16-7	A-17-7	A-19-7	A-20-7	A-23-7	A-24-7	A-25-7	A-26-7	A-28-7	A-29-7	A30-7
CHEBI:168365	C18H26O3	O/C(/CCCCCCCC(O)=O)=C\CC#C/C=C/C=C\C	InChI=1S/C18H26O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h2-5,14,19H,7,9-13,15-16H2,1H3,(H,20,21)/b3-2-,5-4+,17-14-	Athanacalvic acid	335.1863639		M+FA-H		7.567433333												936.2896527	901.9297168	1058.777046	1338.268837	1257.161341	1139.711176	1267.852144	928.7023139	1136.697279	4.39612E-08	460.2426542	80.22246552	4.39612E-08	1417.03234	1097.841425	421.5872944	4.39612E-08	377.8882387	4.39612E-08	127.2837003	146.9993859	1290.400316	70.94038238	1236.361957	76.50934605	1858.074424	247.4876285	986.0854762	52.8136713	1030.847711	16979.0693	2937.669662	798.2212833	816.9427917	15225.58786	928.1589521	84.41095256	206.3149909	906.8386987	639.8790707	73.53776509	746.4368077	4.39612E-08	98.74775006	210.5309798	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	191.7989262	773.2600154	1563.672809	1111.37698	2272.090536	2108.448662
CHEBI:193182	C17H14O4	COC1=CC2=C(C=C1)C3=C(O2)C4=C(C=C(C=C4)OC)OC3	InChI=1S/C17H14O4/c1-18-10-4-6-13-15(7-10)20-9-14-12-5-3-11(19-2)8-16(12)21-17(13)14/h3-8H,9H2,1-2H3	Anhydrovariabilin	327.0873195		M-H2O-H, M+FA-H		6.810533333												632.1961729	1190.171722	1567.320395	1592.882375	1220.697283	1194.84986	813.5324775	933.8878959	5074.140522	3.104946164	3226.147095	2331.491969	918.2471637	1029.859869	1786.436497	172.5694696	8277.378053	2.921643531	4.469512583	0.79450129	8899.705589	272.344401	482.5353851	1111.530353	96.95451948	1870.964875	4616.152169	400.4807578	836.6615441	871.4739611	135.2743572	1080.09858	2261.155943	4.699588982	0.033988253	2141.327275	2615.692227	2117.582937	2.044337265	1623.196483	3691.892486	36.6082387	8447.948426	19562.21716	4.39612E-08	13013.5117	10186.79018	2493.70312	723.2569429	433.2849196	477.0022084	625.7085429	793.7692973	0.005787745	2.055603219
CHEBI:190364	C20H22O9	O1C(OC2=CC(CCC=3C(O)=CC=CC3)=CC(O)=C2)C(O)C(O)C(O)C1C(O)=O	InChI=1S/C20H22O9/c21-12-7-10(5-6-11-3-1-2-4-14(11)22)8-13(9-12)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-4,7-9,15-18,20-25H,5-6H2,(H,26,27)	3,4,5-trihydroxy-6-{3-hydroxy-5-[2-(2-hydroxyphenyl)ethyl]phenoxy}oxane-2-carboxylic acid	405.1191658		M-H		5.57365												17206.3241	17299.58102	16022.16155	15574.70518	16807.24011	16181.18585	17218.25495	15869.96371	19109.55119	1928.961828	50784.51933	2995.929252	2335.781401	43687.56327	3881.232854	24040.67193	13741.56142	29069.38473	484.561125	1640.541737	18080.78999	12604.70496	22860.42333	12198.82406	1474.357946	82258.37202	5917.753493	20951.68038	3032.734112	22108.05277	58254.03042	13046.45323	4843.198712	14928.80371	49730.82621	28175.33819	7718.584431	15971.77978	11501.79783	27871.54607	8029.60602	8599.124897	6023.769135	26768.9255	6348.290338	1984.31001	1831.981961	830.9929776	1671.797356	42108.85667	44882.29475	44313.92381	34784.44378	41243.51198	47220.68156
CHEBI:88728	C27H40O11	O1[C@@]2(C3C(C4C(C2)([C@H](CC4)C(=O)CO)C1O)CCC5[C@@]3(CCC(O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)[C@H]6O)C(O)=O)C5)C)[H]	InChI=1S/C27H40O11/c1-26-7-6-12(36-24-21(32)19(30)20(31)22(38-24)23(33)34)8-11(26)2-3-13-14-4-5-15(16(29)10-28)27(14)9-17(18(13)26)37-25(27)35/h11-15,17-22,24-25,28,30-32,35H,2-10H2,1H3,(H,33,34)/t11?,12?,13?,14?,15-,17+,18?,19-,20+,21-,22+,24-,25?,26+,27?/m1/s1	Tetrahydroaldosterone-3-glucuronide	521.2391067		M-H2O-H		6.708266667												1014.279809	766.5130436	973.7989347	1013.759191	958.4413448	846.579286	887.2077884	1307.710495	4.39612E-08	40.45175565	247.9196448	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	51.38828508	51.34665686	532.6491036	4.39612E-08	4.39612E-08	46461.35972	30.86840443	9096.310013	1655.378685	4.39612E-08	833.1060775	4.39612E-08	6541.415419	4.39612E-08	4.39612E-08	4.39612E-08	6095.482146	4.39612E-08	0.764501837	403.5486516	4.39612E-08	4.39612E-08	2978.454748	4.39612E-08	221.0580075	800.465159	227.5706826	4.39612E-08	231.9393144	4.39612E-08	250.8769865	4.39612E-08	0.913173129	5.943085743	4.39612E-08	4.39612E-08	4.39612E-08
CHEBI:167944	C18H14O7	O1[C@@H]([C@@H](O)CC2=C1C3=C(OC(=O)C=C3)C=C2O)C4=CC(O)=C(O)C=C4	InChI=1S/C18H14O7/c19-11-3-1-8(5-13(11)21)17-14(22)6-10-12(20)7-15-9(18(10)25-17)2-4-16(23)24-15/h1-5,7,14,17,19-22H,6H2/t14-,17+/m0/s1	Phyllocoumarin	387.0721666		M+FA-H		5.29335												2572.828958	2317.769769	2308.302194	2189.92575	2216.196878	1832.816853	1703.320731	2123.868124	833.7251745	242.0039476	985.1726425	127663.0747	1520.662082	24082.41223	4747.892828	217.3135831	535.9312416	4.39612E-08	212.7022808	250.6388277	307.0697356	119.7403487	90.96280637	151.2363248	135.1974706	403.851172	78.21812948	1072.402946	103.9646036	185.8901953	4.39612E-08	3906.344573	5115.99373	15.25131816	4.39612E-08	440.2120765	1040.181823	2940.722575	16403.8801	1730.941332	1769.392788	4.39612E-08	4.39612E-08	930.4095386	4.39612E-08	4.39612E-08	22.03543254	258.1838681	431.6698497	4.39612E-08	2721.879442	2273.362826	4.39612E-08	4.39612E-08	4.39612E-08
CHEBI:175916	C24H22O13	O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)COC(=O)CC(O)=O	InChI=1S/C24H22O13/c25-11-3-1-10(2-4-11)15-7-14(27)20-13(26)5-12(6-16(20)36-15)35-24-23(33)22(32)21(31)17(37-24)9-34-19(30)8-18(28)29/h1-7,17,21-26,31-33H,8-9H2,(H,28,29)	6''-Malonylcosmosiin	517.0985998		M-H		7.294266667												37905.25438	32056.20531	33070.04304	38045.84378	36676.32506	35740.43112	36217.15025	33454.31356	39159.08384	49510.01581	43665.20497	64902.49723	81870.56279	54739.74523	35452.21829	51749.37519	42749.0748	39876.06517	55640.51638	64829.82817	44680.95555	45874.92652	37373.13264	41404.37171	61314.7846	36031.03531	41467.39846	50641.3182	35856.28193	43524.26976	41291.58572	42926.40084	39817.19747	47507.0263	48727.31715	33563.2986	60068.26413	51265.8958	67307.56778	47074.37968	53607.66316	43171.52396	43777.30209	63582.34707	89979.05655	50976.33593	60511.79022	173622.9468	47475.90929	51611.41368	48644.84868	48420.25501	42256.6157	37353.03842	32301.22232
CHEBI:192112	C10H10O3	OC1CCC(=O)C2=C1C=CC=C2O	InChI=1S/C10H10O3/c11-7-4-5-9(13)10-6(7)2-1-3-8(10)12/h1-3,7,11-12H,4-5H2	(S)-Isosclerone	223.0605443		M+FA-H		3.449933333												11435.65863	11919.32921	11127.40359	11627.68543	10988.39003	11726.81506	11466.33627	12141.75744	31154.66312	178.5021937	3856.046399	234.0255396	212.5595083	3065.007005	285583.214	1293.941496	2711.400083	2310.340506	122.5024366	108.2938165	620.281812	3174.121693	441.9342868	2508.613309	116.3246276	1030.59913	242.7838721	9805.308584	80.51874576	520.9437903	1298.352202	891.9810958	194403.8119	267.7854707	1173.851871	132.568666	1020.204559	934.1307608	1762.473921	624.5469366	226.4096053	1363.318797	803.1800309	288.1637748	598.1293709	287.8761208	72.91620263	472.2876876	510.5526269	471.4446488	229.1129185	181.8224277	387.6733295	1956.394217	1796.116004
CHEBI:73818	C15H23N5O3	N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C15H23N5O3/c16-11(7-4-8-19-15(17)18)13(21)20-12(14(22)23)9-10-5-2-1-3-6-10/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)/t11-,12-/m0/s1	Arginyl-Phenylalanine	302.1621318		M-H2O-H		3.912383333												1679.263527	1851.008053	1512.15415	1800.516054	1769.49527	1800.196514	1731.665196	1691.646735	16772.33293	87.60958885	203.0359045	202.2737824	10783.2394	13.18802741	50.37036206	261.0071047	18.34424708	12.80406565	126.0410058	2.695686258	504.5372141	207.8705252	443.2165743	46.42190656	225.7957571	20.80973384	10640.84362	2.508124733	7414.192554	2.198790804	49.51846582	9697.91088	106.6193274	9855.697789	17.19373851	1263.250354	10333.61388	837.2944161	9.219629212	54.94939648	3537.300401	226.5894049	37.4011376	185.7839923	24.61268818	846.829229	182.5540731	598.8905807	5549.730323	65.48439128	10656.06205	10090.20677	427.5672098	22.12364744	10.42922562
CHEBI:188425	C18H24O8	O1C(C(O)C(O)C(O)C1OC2=CC=C(CCC(=O)C(C)C)C=C2)C(O)=O	InChI=1S/C18H24O8/c1-9(2)12(19)8-5-10-3-6-11(7-4-10)25-18-15(22)13(20)14(21)16(26-18)17(23)24/h3-4,6-7,9,13-16,18,20-22H,5,8H2,1-2H3,(H,23,24)	3,4,5-trihydroxy-6-[4-(4-methyl-3-oxopentyl)phenoxy]oxane-2-carboxylic acid	413.1451112		M+FA-H		1.61875												12411.08385	13748.10478	12124.64104	11907.15223	11422.39412	14311.13856	12819.47927	10834.52619	665.7744304	4192.856223	34108.26999	4412.109701	3197.103728	6396.426348	1973.998431	1464.402875	36615.06635	58866.53775	7505.673632	6933.349786	18758.23048	5421.76209	11598.48008	170.0639053	6421.214158	4226.349457	17307.67475	16550.3108	42607.118	40685.90393	41333.90081	7554.866602	1413.101278	4237.21806	31014.89464	1709.647334	2122.987535	28628.35601	10307.97632	12733.22014	4757.386785	39821.8103	19058.64057	39570.34656	6362.298947	33406.72204	2903.620131	8105.99347	29421.27247	2796.052	12071.59653	13144.99626	1406.432788	57787.96779	64595.241
CHEBI:187673	C13H28NO7P	P(OCC[N+](C)(C)C)(OC[C@H](OC(=O)CCCC)CO)([O-])=O	InChI=1S/C13H28NO7P/c1-5-6-7-13(16)21-12(10-15)11-20-22(17,18)19-9-8-14(2,3)4/h12,15H,5-11H2,1-4H3/t12-/m1/s1	PC(0:0/5:0)	340.1546365		M-H		4.986												3131.461414	2868.161061	2948.652389	3134.012042	2821.234649	2650.809838	3207.3951	3213.934548	1676.315551	804.5215308	5723.20069	98.80705306	756.1106218	2633.65958	1076.694741	1473.771288	51.30700804	1475.96482	816.3531897	684.400562	960.0825297	449.6098265	1645.330652	1482.11843	1361.411199	810.0187375	1772.548331	537.5143717	1558.615351	346.1907466	1177.26126	93561.36756	1055.550758	865.9286275	862.1325453	3335.762171	2842.812857	730.0039487	1710.224873	418.5050396	1038.023408	1724.386574	566.6883951	672.4482981	73.28800092	568.3836148	4726.860297	569.548772	272.6438272	614.58139	2125.912621	1655.09416	1092.675664	8643.981255	9333.064275
CHEBI:73585	C15H22N2O3	CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	Leucyl-phenylalanine	555.3171361		2M-H		5.32615												2391.984561	3976.343881	3003.26997	3396.728824	3262.01661	2449.758009	2474.816335	2896.355361	1709.664277	866.9874555	3746.488976	4.39612E-08	1798.473736	4.39612E-08	4.39612E-08	21.9029325	143.8013432	210.7452026	816.1658316	675.2610193	474.7922306	499.0967598	5135.29498	4.39612E-08	1026.333631	4.39612E-08	3079.240676	106.7361752	4418.646798	4.39612E-08	4.39612E-08	226.0025021	335.6404999	1651.574259	4.39612E-08	1084.176876	3921.112056	939.166584	4.39612E-08	870.1619851	1328.906812	326.2209803	79997.71718	4.39612E-08	760.2213121	846.419282	8101.541669	22072.07262	2551.940823	100253.1801	145.8988931	454.1714819	1830.190532	1303.283321	988.2864837
CHEBI:190821	C27H32O11	O1C(CC(O)C2=C(OC3OC(C(O)C(O)C3O)C(O)=O)C(=C(OC)C=C12)C(=O)CCC4=CC=CC=C4)(C)C	InChI=1S/C27H32O11/c1-27(2)12-15(29)19-17(38-27)11-16(35-3)18(14(28)10-9-13-7-5-4-6-8-13)23(19)36-26-22(32)20(30)21(31)24(37-26)25(33)34/h4-8,11,15,20-22,24,26,29-32H,9-10,12H2,1-3H3,(H,33,34)	3,4,5-trihydroxy-6-{[4-hydroxy-7-methoxy-2,2-dimethyl-6-(3-phenylpropanoyl)-3,4-dihydro-2H-1-benzopyran-5-yl]oxy}oxane-2-carboxylic acid	577.1925408		M+FA-H		5.839983333												4206.287082	5106.488616	4245.659457	4807.063573	4555.449524	4587.81068	4289.65182	4210.107336	95487.46324	46.12599945	12.84308186	222.1343805	4.39612E-08	4.39612E-08	4.39612E-08	122.1860573	0.785254587	4.39612E-08	132.4250779	115.0339277	93798.37791	4.39612E-08	540.545886	4.39612E-08	97.13924599	48.8123495	186.6155352	0.05404718	97.87510815	154.8243878	4.39612E-08	4.39612E-08	4.39612E-08	243.1098186	4.39612E-08	22.3414469	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	46.31749204	4.39612E-08	53.97745509	24.37599359	754.875872	332.0006349	4.39612E-08	4.39612E-08	60.87546521	308.8345028	4.39612E-08	4.39612E-08	159.3037856	4.39612E-08	4.39612E-08
CHEBI:64496	C24H52NO6P	CCCCCCCCCCCCCCCCOC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	InChI=1S/C24H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h24,26H,5-23H2,1-4H3/t24-/m1/s1	PC(O-16:0/0:0)	526.3513627		M+FA-H		11.58771667												47196.04792	49931.06091	55405.60393	54469.30162	56244.52423	48575.09653	50093.49699	48392.67611	4629.417313	577811.9248	2627.962458	36127.70212	33648.97451	2170.63673	286.8900862	769203.3689	2778.861904	170.0908586	461558.1868	373331.0284	134084.0816	311.283824	37916.4753	7663.727452	491830.464	4692.689682	149233.2089	4460.684766	119742.3688	3002.909284	4.39612E-08	47898.25044	4.913481942	77170.00487	3054.843392	110.6892956	4.39612E-08	56773.37038	6357.974355	2203.915059	2335.91771	444.6684451	497.9354566	4.39612E-08	6934.858265	829.7821669	1818.468805	14227.54003	385.4544826	443.1757619	3917.845747	1518.067262	16288.36092	534.3758074	2004.787748
CHEBI:165186	C15H21NO9	O1[C@@H](OC2=C(O)C=C([C@@H](O)CNC)C=C2)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O	InChI=1S/C15H21NO9/c1-16-5-8(18)6-2-3-9(7(17)4-6)24-15-12(21)10(19)11(20)13(25-15)14(22)23/h2-4,8,10-13,15-21H,5H2,1H3,(H,22,23)/t8-,10-,11-,12+,13-,15+/m0/s1	Epinephrine glucuronide	340.1037199		M-H2O-H		2.025783333												13668.66193	13333.9632	13988.68963	13785.39535	14964.92936	13120.52247	12743.36478	14507.37782	10590.28768	7488.92373	3538.953966	7361.701858	22741.77233	2043.923731	2995.632443	22817.03758	3359.426747	5798.989226	5252.596033	6177.632946	21351.75509	7176.240507	12385.81872	3418.369101	8540.683442	3024.661864	6788.299815	4713.641461	17143.54123	8067.031774	1767.749942	7603.425968	3025.031977	8546.857395	1319.426403	37937.15502	24163.36388	6824.539998	27165.99968	51514.61719	266545.0074	4575.001555	12256.68679	45434.57196	38205.92206	30154.85866	12721.99318	18291.06946	30789.64238	63297.628	19677.27254	13330.08967	3966.005662	2135.687127	2771.612687
CHEBI:193184	C30H26O12	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)OC(=O)C=CC5=CC=C(C=C5)O)O)O	InChI=1S/C30H26O12/c1-14-24(36)26(38)29(41-22(35)11-4-15-2-7-17(31)8-3-15)30(39-14)42-28-25(37)23-20(34)12-19(33)13-21(23)40-27(28)16-5-9-18(32)10-6-16/h2-14,24,26,29-34,36,38H,1H3/b11-4+	2-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-methyloxan-3-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate	577.1353922		M-H		5.690166667												4428.384545	4701.828613	7573.552286	7858.50615	6313.428052	6492.710449	5291.527761	4794.129565	15809.87576	4.39612E-08	167844.6075	10412.63167	2525.289876	1945.989874	4.39612E-08	437.0445452	1045.54156	4.39612E-08	4.39612E-08	215.5454406	3871.126602	11554.04694	1164.177135	16867.06117	154.3557541	4.39612E-08	743.986318	22020.88613	7111.164971	10343.14396	20578.65106	1977.737854	4.39612E-08	830.1095704	12483.68948	12377.90376	24076.26921	11324.16328	26435.6349	12929.45123	552.1175259	4.39612E-08	4.39612E-08	19556.55541	1070.878606	629.4413539	3385.979223	4.39612E-08	4868.751567	15469.0181	5885.911116	4160.530286	3844.232597	7747.454413	11039.33816
CHEBI:88773	C27H42O11	[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)OC2CC3(C4C(C5C(CC4=O)(C(CC5)(C(CO)O)O)C)CCC3CC2)C	InChI=1S/C27H42O11/c1-25-9-13(37-24-21(33)19(31)20(32)22(38-24)23(34)35)5-3-12(25)4-6-14-15-7-8-27(36,17(30)11-28)26(15,2)10-16(29)18(14)25/h12-15,17-22,24,28,30-33,36H,3-11H2,1-2H3,(H,34,35)/t12?,13?,14?,15?,17?,18?,19-,20-,21+,22-,24+,25?,26?,27?/m0/s1	Cortolone-3-glucuronide	523.253495		M-H2O-H		7.2595												1796.296105	1630.963415	2429.580957	2658.965966	2416.648128	1348.327721	2275.95363	2186.577608	3569.161468	1620.382938	1228.704965	945.0975657	199.9722044	586.4752075	841.3622576	530.1612151	3676.24498	3213.283279	2001.131697	1239.681614	1732.037005	510.0431967	1742.965875	29416.18689	1410.467592	180.8850467	4487.081769	419.3999816	2579.339495	2486.819992	22011.33974	6530.293303	652.3627423	2738.379263	19986.67169	917.1727323	489.8941536	2728.154607	206.2325714	899.1047688	635.385573	65.41788325	1714.674161	1252.815302	1388.234517	3780.225733	1581.191381	1436.495182	4310.075523	1334.336989	1439.521002	2650.573938	1012.298519	499.6512381	667.5162628
CHEBI:168028	C24H20O8	O1[C@@H]([C@H](O)CC2=C1C=3[C@@H](CC(OC3C=C2O)=O)C4=CC=C(O)C=C4)C5=CC(O)=C(O)C=C5	InChI=1S/C24H20O8/c25-13-4-1-11(2-5-13)14-9-21(30)31-20-10-17(27)15-8-19(29)23(32-24(15)22(14)20)12-3-6-16(26)18(28)7-12/h1-7,10,14,19,23,25-29H,8-9H2/t14-,19+,23+/m0/s1	9,10-Dihydro-10-(4-hydroxyphenyl)-pyrano[2,3-h]epicatechin-8-one	481.1140041		M-H2O-H, M+FA-H		5.690166667												20736.8406	22896.16411	25403.74333	24073.18146	22850.51129	24503.51367	22569.77098	22927.78714	52164.85191	643.2381415	1966.027714	708.5606797	340.8103548	363.6515494	440898.1943	6301.269425	7314.808898	4287.919691	197.9613269	841.607539	873.8310673	3050.787263	8697.993122	196.8827787	2013.625418	51255.74568	1115.830835	16491.41041	13881.64914	4427.542764	13507.5782	1635.456535	480504.8194	1387.080745	11719.68855	2254.215591	340.1429837	4213.02184	1496.52014	1069.280094	4005.532416	2893.964432	248.1209448	2103.978497	227.6773479	863.1148955	403.4522198	2243.297039	1418.2161	520.088034	1094.418639	1027.366363	6.263948696	202.8661017	270.1264869
CHEBI:27495	C27H44O7	[H][C@]12CC[C@]3(C)[C@]([H])(CC[C@@]3(O)C1=CC(=O)[C@]1([H])C[C@@H](O)[C@@H](O)C[C@]21C)[C@@](C)(O)[C@H](O)CC[C@@H](C)CO	InChI=1S/C27H44O7/c1-15(14-28)5-6-23(32)26(4,33)22-8-10-27(34)17-11-19(29)18-12-20(30)21(31)13-24(18,2)16(17)7-9-25(22,27)3/h11,15-16,18,20-23,28,30-34H,5-10,12-14H2,1-4H3/t15-,16+,18+,20-,21+,22+,23-,24-,25-,26-,27-/m1/s1	inokosterone	525.3066038		M+FA-H		5.4421												107891.5162	113822.5629	109453.5579	115039.6596	109658.7501	110810.2255	107822.1381	109775.7108	183.0029969	4282.805792	3439.20018	26.33861689	1922.131164	576.7323485	1059.925678	741.1484825	706.6503547	1374.994044	3709.154374	3402.079717	12737.37435	4128.171251	3885.838088	470.9040406	4943.366432	719.485616	4639.940729	4.39612E-08	2503.111843	1296.641116	626.6247855	232.9718484	1834.369947	2858.649023	497.2565242	6163.413957	55232.96285	496.7094092	2212.36611	15865.18363	5794.623873	33153.69903	2874620.317	70308.64326	5587.404758	1791.716201	139740.6527	862903.9828	41516.77854	3219224.188	48417.03724	60861.13226	1508.507737	4920.327545	5861.870196
CHEBI:28709	C27H32O15	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C27H32O15/c1-9-20(32)22(34)24(36)26(39-9)38-8-18-21(33)23(35)25(37)27(42-18)40-11-5-14(30)19-15(31)7-16(41-17(19)6-11)10-2-3-12(28)13(29)4-10/h2-6,9,16,18,20-30,32-37H,7-8H2,1H3/t9-,16-,18+,20-,21+,22+,23-,24+,25+,26+,27+/m0/s1	Eriocitrin	577.1560415		M-H2O-H		7.190183333												13482.48101	11892.668	12005.45625	12035.06047	11868.31525	11356.46062	10764.39836	12396.88161	1641.551471	4.39612E-08	4427.675021	4.39612E-08	4.39612E-08	9631.450518	1118.046599	4952.427675	366.0711988	1835.714583	4.39612E-08	4.39612E-08	2538.449455	17191.80447	1332.399906	4351.128757	4.39612E-08	2596.122274	4.39612E-08	1253.90265	4.39612E-08	2379.675391	2786.120165	344.0631745	1703.955906	3888.419991	2122.924007	5352.564373	2081.645296	4537.003533	45084.64568	2981.92631	46267.94807	2726.631867	398879.8167	13528.6876	1614.326847	611.6194851	117465.1921	4.39612E-08	4.39612E-08	11500.20377	8588.291526	4290.365637	26575.17286	6831.424032	8394.863911
CHEBI:193186	C19H20O6	CC=C(C)C(=O)OC1C(OC2=C1C3=C(C=C2)C=CC(=O)O3)C(C)(C)O	InChI=1S/C19H20O6/c1-5-10(2)18(21)25-16-14-12(23-17(16)19(3,4)22)8-6-11-7-9-13(20)24-15(11)14/h5-9,16-17,22H,1-4H3/b10-5+	8-(2-hydroxypropan-2-yl)-2-oxo-2H,8H,9H-furo[2,3-h]chromen-9-yl (2E)-2-methylbut-2-enoate	389.1241755		M+FA-H		6.214933333												364100.3142	355563.8542	366965.4198	368342.5303	351378.1967	355843.1979	357947.5063	362772.3218	448715.8729	39336.09197	704247.4555	128801.5104	169929.5421	720020.6736	272815.3095	497290.4447	124861.6691	515069.3128	30806.95823	35284.68488	470764.3771	298817.9658	630790.9708	204919.9696	38561.26111	1648274.448	63165.78458	584951.8097	11376.65803	909765.3385	1092905.446	483079.0119	263679.1014	185379.9205	1052873.714	761755.469	86336.21904	290922.3519	33479.60738	387018.6479	195424.3273	478369.8991	8521.753428	605211.4468	132374.1384	469335.7867	37445.8598	54528.44129	18064.28759	1427280.414	939712.7326	975237.2458	362405.0065	457745.8431	471682.0427
CHEBI:178675	C11H21N3O4	OC1CC(N(C1)C(=O)C(N)CCCCN)C(O)=O	InChI=1S/C11H21N3O4/c12-4-2-1-3-8(13)10(16)14-6-7(15)5-9(14)11(17)18/h7-9,15H,1-6,12-13H2,(H,17,18)	Lysyl-Hydroxyproline	304.1512062		M+FA-H		3.500683333												6120.734421	6536.982586	7038.392108	6643.82397	6478.277928	6211.53783	6238.040703	6407.394147	811.8796648	1377.224778	3506.046172	1371.246491	32.37874405	1969.224774	1554.73812	1710.298984	2131.536561	1535.113437	2011.875857	1538.236901	3016.375346	1989.119473	3949.218183	802.1800986	867.7745404	1065.037324	3116.057111	249.9534281	8759.136349	2752.235658	980.7339431	1615.070777	1461.018777	185.7786317	869.6140256	2265.468728	1079.20948	277.6229765	21010.85347	10329.40419	3635.209123	13029.05285	36969.74878	37652.41662	6106.024899	369.0076387	150.1485298	4.39612E-08	25852.39195	1219.304067	42758.67883	45554.75769	1053.169967	40181.63176	36751.04818
CHEBI:6384	C26H40O5	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1	InChI=1S/C26H40O5/c1-19(2)31-26(30)13-9-4-3-8-12-22-23(25(29)18-24(22)28)17-16-21(27)15-14-20-10-6-5-7-11-20/h3,5-8,10-11,19,21-25,27-29H,4,9,12-18H2,1-2H3/b8-3-/t21-,22+,23+,24-,25+/m0/s1	Latanoprost	477.2856156		M+FA-H		8.789133333												16747.26789	17743.98998	19041.57201	17971.4109	19193.40424	16871.80422	18276.64952	17582.48137	27111.20258	6116.710892	36428.85487	4841.451911	1044.02217	41006.88563	40359.39472	4421.447273	5316.694827	31039.42038	4955.47918	6438.145864	3257.101207	19836.65299	3250.303563	109615.0749	4746.370884	19670.56239	9309.157058	34492.81396	5287.285018	13247.51638	103017.9912	12038.4888	31715.98771	3277.286056	90160.72234	22234.83604	1811.044699	2124.045121	52919.00729	16960.01599	4381.479675	31559.56002	7300.920382	3920.834889	6055.325971	2895.809337	4348.363212	481.4421561	8309.64108	16243.15858	24563.83293	22150.68191	11305.1869	47328.00004	56116.85054
CHEBI:174788	C14H18N2O5	OC1CC(N(C1)C(=O)C(N)CC2=CC=C(O)C=C2)C(O)=O	InChI=1S/C14H18N2O5/c15-11(5-8-1-3-9(17)4-2-8)13(19)16-7-10(18)6-12(16)14(20)21/h1-4,10-12,17-18H,5-7,15H2,(H,20,21)	Tyrosyl-Hydroxyproline	339.1194285		M+FA-H		4.584366667												2402.444414	2744.375586	2400.424779	2263.203558	2325.725976	2617.709318	2594.473809	2397.214089	2954.883408	81.21634524	1338.387701	350.5279856	1544.48855	2701.820759	1897.847097	348.8384324	3456.019957	2379.332725	147.7513445	251.1338386	1277.214234	773.312035	1206.273407	3644.864977	232.4727005	9961.063444	1042.473922	904.0454671	990.1810939	2291.499679	1362.808708	2406.451563	1593.829044	877.8489061	854.9014209	1831.252358	6364.728915	798.315902	1603.422484	10315.02204	6125.562366	726.9356108	14008.0171	13575.26055	39725.6912	9437.067076	3378.780815	157.1289464	667.3001021	2387.484946	1824.81069	1169.098633	976.104983	630.1759933	542.4821599
