"","Acetanaerobacterium_elongatum","Acetivibrio_cellulolyticus","Acetivibrio_ethanolgignens","Acidaminococcus_fermentans","Acidaminococcus_intestini","Acinetobacter_baumannii","Actinobacillus_rossii","Actinomyces_cardiffensis","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_meyeri","Actinomyces_odontolyticus","Actinomyces_oris","Adlercreutzia_equolifaciens","Aggregatibacter_segnis","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerococcus_murdochii","Anaerococcus_prevotii","Anaerococcus_vaginalis","Anaerofilum_agile","Anaerofustis_stercorihominis","Anaeroglobus_geminatus","Anaerosporobacter_mobilis","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Atopobium_parvulum","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_plebeius","Bacteroides_salyersiae","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_pullorum","Bilophila_wadsworthia","Blautia_faecis","Blautia_glucerasea","Blautia_hydrogenotrophica","Blautia_luti","Blautia_schinkii","Blautia_stercoris","Blautia_wexlerae","Bradyrhizobium_elkanii","Burkholderia_cepacia","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Cardiobacterium_valvarum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Cellulosilyticum_ruminicola","Christensenella_minuta","Cloacibacillus_evryensis","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_aminovalericum","Clostridium_asparagiforme","Clostridium_bartlettii","Clostridium_bifermentans","Clostridium_cadaveris","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_colinum","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hiranonis","Clostridium_hylemonae","Clostridium_indolis","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_oroticum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_piliforme","Clostridium_polysaccharolyticum","Clostridium_populeti","Clostridium_quinii","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_saccharogumia","Clostridium_sartagoforme","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_straminisolvens","Clostridium_symbiosum","Clostridium_tertium","Clostridium_thermocellum","Clostridium_viride","Collinsella_aerofaciens","Collinsella_stercoris","Collinsella_tanakaei","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Corynebacterium_amycolatum","Corynebacterium_argentoratense","Corynebacterium_durum","Corynebacterium_variabile","Dehalobacterium_formicoaceticum","Denitrobacterium_detoxificans","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_legallii","Desulfovibrio_piger","Dialister_invisus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dioscorea_elephantipes","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eggerthella_sinensis","Enterococcus_avium","Enterococcus_durans","Enterococcus_faecalis","Enterococcus_faecium","Enterorhabdus_mucosicola","Erwinia_psidii","Escherichia/Shigella_coli","Escherichia/Shigella_sonnei","Eubacterium_biforme","Eubacterium_brachy","Eubacterium_contortum","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_infirmum","Eubacterium_limosum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_saphenum","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_tarantellae","Eubacterium_uniforme","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Finegoldia_magna","Flavobacterium_anhuiense","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gemella_asaccharolytica","Gemella_haemolysans","Gemella_morbillorum","Gemella_sanguinis","Gemmiger_formicilis","Gordonibacter_pamelaeae","Gracilibacter_thermotolerans","Granulicatella_elegans","Haemophilus_parainfluenzae","Haemophilus_pittmaniae","Haemophilus_sputorum","Herbiconiux_solani","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Klebsiella_pneumoniae","Kluyvera_cryocrescens","Kluyvera_georgiana","Lachnospira_pectinoschiza","Lactobacillus_acidophilus","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_johnsonii","Lactobacillus_mucosae","Lactobacillus_oris","Lactobacillus_plantarum","Lactobacillus_reuteri","Lactobacillus_ruminis","Lactobacillus_sakei","Lactobacillus_salivarius","Lactobacillus_sanfranciscensis","Lactococcus_garvieae","Lactococcus_lactis","Lactonifactor_longoviformis","Leuconostoc_citreum","Leuconostoc_lactis","Leuconostoc_pseudomesenteroides","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Methylobacterium_komagatae","Microbacterium_ginsengisoli","Micropruina_glycogenica","Mitsuokella_multacida","Modestobacter_multiseptatus","Morganella_morganii","Neisseria_subflava","Novosphingobium_sediminicola","Odoribacter_splanchnicus","Olsenella_profusa","Olsenella_uli","Olsenella_umbonata","Oribacterium_sinus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Papillibacter_cinnamivorans","Parabacteroides_chinchillae","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasporobacterium_paucivorans","Parasutterella_excrementihominis","Parvibacter_caecicola","Parvimonas_micra","Pediococcus_acidilactici","Peptoclostridium_difficile","Peptoniphilus_asaccharolyticus","Peptoniphilus_coxii","Peptoniphilus_duerdenii","Peptostreptococcus_stomatis","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Photorhabdus_luminescens","Porphyromonas_asaccharolytica","Porphyromonas_bennonis","Porphyromonas_uenonis","Prevotella_bivia","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_stercorea","Prevotella_timonensis","Propionibacterium_acidifaciens","Propionibacterium_propionicum","Proteus_mirabilis","Pseudoscardovia_suis","Pyramidobacter_piscolens","Ralstonia_pickettii","Rhizomicrobium_palustre","Robinsoniella_peoriensis","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_dentocariosa","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Sarcina_ventriculi","Sediminibacterium_salmoneum","Shuttleworthia_satelles","Slackia_equolifaciens","Slackia_faecicanis","Slackia_isoflavoniconvertens","Slackia_piriformis","Solobacterium_moorei","Sphingopyxis_rigui","Sporomusa_ovata","Streptococcus_anginosus","Streptococcus_cristatus","Streptococcus_downei","Streptococcus_equinus","Streptococcus_gordonii","Streptococcus_intermedius","Streptococcus_lactarius","Streptococcus_macedonicus","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_peroris","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_sobrinus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succiniclasticum_ruminis","Sutterella_stercoricanis","Sutterella_wadsworthensis","Synergistes_jonesii","Turicibacter_sanguinis","Vallitalea_guaymasensis","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_rogosae","Weissella_cibaria","Weissella_confusa"
"H4_HW",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,16,10695,0,0,0,0,0,14,0,0,0,0,692,0,0,0,0,0,0,271,0,0,58,0,81,236,0,19,0,0,0,0,0,0,0,0,0,0,1830,44,0,2147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,3,0,4,0,1265,0,0,457,0,51,6,0,198,0,0,21,0,0,2,0,0,0,501,26,0,0,4,0,0,0,42,0,330,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14889,502,0,0,0,0,0,0,0,1468,0,0,0,0,0,611,1684,0,0,0,2535,0,0,0,2,0,0,0,0,0,0,0,0,462,0,0,283,264,0,0,0,0,106,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,191,0,0,0,0,0,0,0,1483,0,149,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0
"H26_HW",0,0,0,0,0,0,0,3,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,41,0,0,1077,0,51,33,110,189,0,0,0,25,0,0,0,0,1128,25,0,0,110,0,0,722,0,201,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,0,10592,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,38,0,0,0,0,0,0,1572,87,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,5361,10,0,0,0,0,0,0,0,22,0,10326,0,0,115,0,46,0,0,0,14929,0,0,0,275,249,2,0,0,7,0,0,0,2021,0,0,27,26,113,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,20,0,0,41,0,0,0,0,0,0,0,20,0,63,1628,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,0
"H30_HW",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,53,0,20,114,8,0,0,0,0,0,0,0,4584,1736,0,9,681,0,0,24,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,16,149,0,0,2,0,0,0,0,53,9,0,39,0,0,0,0,0,0,0,0,0,16,730,0,0,0,0,0,0,0,0,217,0,135,0,0,0,0,553,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,857,275,0,15,0,0,0,0,0,0,0,0,0,0,0,0,373,0,21,0,4168,0,0,0,1085,0,0,0,0,6,0,0,68,4333,0,0,48,690,0,0,0,0,0,0,0,3,22,1571,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,8,0,0,0,0,0,31,155,174,4727,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,301,0,0,317,27,0,0,0
"H29_HW",0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,4988,0,0,0,0,129,4,53,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,43,47,0,233,0,0,141,1,469,0,0,41,0,0,805,0,0,25,546,150,0,79,0,93,0,0,0,0,589,107,2,0,179,0,0,643,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,209,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,296,0,0,0,0,0,0,0,0,4,0,1411,0,0,0,11,73,155,617,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,148,333,0,0,0,0,0,0,0,0,7,0,0,0,0,187,0,268,0,0,0,556,0,0,0,126,332,2,0,4,0,0,0,0,6972,0,0,50,23,0,0,0,0,0,0,0,2,0,784,0,0,0,0,0,0,0,0,128,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4647,0,6,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,82,137,0,0,0,7,21,0,0,87,31,0,0,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,225,0,0,0,131,14,0,0,0,118,103,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
"H28_HW",0,0,0,0,0,0,0,0,8,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10263,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,3,67,48,0,0,0,0,0,0,0,0,0,0,0,0,529,2,0,3388,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,14,0,0,0,74,0,0,75,0,11,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4736,0,0,0,0,0,1635,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,1532,2902,15,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2598,0,0,0,636,2623,0,0,0,4,0,0,0,11815,20,0,6,47,0,0,0,0,0,0,0,10,12,545,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,62,0,0,0,27,0,31,0,0,19,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,32,0,0,0,0,0,2630,0,1140,136,0,0,0,0,0,0,0,24,0,0,4,21,0,0,0,0,9,0,0,0,0,0,12,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0
"H27_HW",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,65,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,178,0,0,0,1,0,0,0,0,80,92,0,0,482,0,0,1466,0,1155,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5008,0,0,0,0,0,0,0,0,123,0,3582,0,0,0,0,35,641,38,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,468,921,23,0,0,0,1,0,0,0,67,0,0,0,0,0,0,35,0,99,0,8393,0,0,0,19,1571,0,0,0,0,0,0,30,4573,0,0,48,1,0,0,0,0,0,0,0,0,9,2892,0,0,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,45,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,70,0,0,125,0,11,0,0,31,0,0,45,57,1212,706,0,0,0,0,0,0,0,0,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,31,0,0,15,0,0,0,0
"H25_HW",0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,8,133,149,56,102,0,0,0,408,214,0,320,632,0,0,634,0,0,3712,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,115,0,1253,0,0,0,0,0,89,4,0,14,0,0,0,0,0,0,0,36,0,5,235,0,0,59,132,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,181,209,369,0,0,0,0,0,0,0,6,0,0,0,0,159,0,34,0,29,0,2978,0,0,0,0,2865,0,0,0,0,0,0,143,4863,0,0,58,668,0,0,0,0,0,0,0,0,8,9800,933,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,59,0,0,0,1807,0,0,74,0,0,136,509,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,31,0,0,0,0,0,210,1,0,0,0,0,20,0,0,0,0,0,0,0
"H24_HW",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,186,0,0,0,0,0,0,0,34,0,0,0,0,140,864,0,30,15,63,1090,33,0,0,0,0,116,0,0,455,593,0,0,314,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,138,0,0,0,8,0,15,0,0,148,0,0,0,0,0,0,0,0,0,905,360,0,0,0,58,0,0,0,0,1225,0,0,0,0,0,0,8,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,725,13,0,0,0,0,0,0,0,0,0,0,0,0,20,0,323,15,0,0,1385,0,0,0,0,589,0,0,0,9,0,0,93,26580,0,0,0,333,0,0,0,0,0,0,0,0,10,3838,0,0,0,117,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,0,264,0,14,0,751,0,0,0,142,35,998,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,181,0,19,42,5,44,0,0
"H23_HW",0,0,0,0,0,0,0,0,0,0,0,13,0,128,0,0,16,18,0,0,1385,0,29,0,0,2,0,0,0,0,0,0,0,0,249,0,0,0,0,109,89,3,0,237,0,0,0,0,0,0,0,0,74,0,29,61,122,1274,50,16,0,0,0,0,63,0,0,136,1,0,84,160,0,0,547,0,0,0,0,0,0,0,23,0,6,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,571,4,0,0,0,0,0,0,0,0,87,1288,0,0,0,105,0,0,0,3,127,0,0,0,0,0,0,14,0,817,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,0,24,164,0,0,0,0,0,0,0,0,4,0,291,0,0,80,0,508,0,0,0,600,0,0,0,0,50,0,0,61,0,0,0,176,20563,0,0,0,4,0,0,0,0,0,0,0,0,0,7903,16,0,0,18,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,246,0,0,0,3,14,0,0,216,0,0,0,33,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,6,0,0,0,3624,0,87,0,0,0,0,2657,9,0,0,0,0,161,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,72,0,0,0,0,0,0,0
"H22_HW",0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,179,0,43,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,355,5,0,0,0,0,0,0,201,0,30,37,0,48,0,0,0,0,36,20,0,22,0,76,13,3,16,0,127,0,307,10,0,1068,180,0,10,55,0,0,1677,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,1633,0,159,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,9,1058,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,0,38,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,283,0,0,0,0,0,0,0,0,0,0,207,0,0,154,0,21,0,53,0,1044,0,0,0,31,1843,0,0,0,0,0,0,45,30246,0,0,0,351,0,0,0,0,0,0,0,0,0,1228,27,0,0,18,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,142,0,54,0,0,113,1016,0,0,53,0,0,181,120,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,69,3,0,3,0,0,18,0,19,5,6,0,0,0
"H21_HW",0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,83,0,39,0,0,0,0,0,0,0,0,0,0,0,8043,0,0,0,1,0,0,0,0,0,245,0,0,97,0,0,0,0,109,655,0,0,0,191,274,0,99,0,169,0,701,18,0,683,70,0,0,251,0,0,2023,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4882,0,0,0,0,32,161,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,480,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,208,0,100,0,2317,0,0,0,149,943,0,0,0,0,0,0,32,8929,0,0,0,191,0,0,0,0,0,0,0,0,0,756,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,10,0,0,0,50,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,21,25,109,0,0,233,867,46,0,0,0,0,352,647,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,33,0,0,0,0,0,3,52,3,0,0,0,0,0,0,0,0,0,0,0,0
"H3_HW",0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,342,6,0,0,159,0,0,939,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1657,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,8,9,1690,0,0,0,0,0,0,0,0,90,0,2267,0,37,0,0,29,39,0,0,0,0,0,0,0,0,0,0,0,2799,0,0,0,0,345,685,0,0,0,0,0,0,0,0,21,0,763,0,0,9,0,145,0,0,0,1141,0,0,0,0,514,0,0,0,0,0,0,0,8950,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,4,0,0,0,0,56,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20259,0,26,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,14,0,0,0,0,30,278,78,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,101,10,0,0,0,0,0,0,0,0,0,0,0,0
"H20_HW",0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3312,0,0,0,0,54,0,0,31,0,0,0,0,0,2,0,7,0,0,340,0,0,0,0,59,0,0,0,0,51,53,0,0,0,0,96,0,49,0,0,0,32,601,113,34,0,0,0,0,0,1,0,240,483,0,0,175,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,34,0,83,0,0,0,0,1,32,68,0,0,0,0,0,0,0,5,0,0,0,0,0,53,0,848,113,0,0,0,0,0,0,0,0,8,0,0,0,0,496,0,41,0,590,0,761,0,0,0,25,0,0,0,0,0,0,15,0,20091,0,0,0,226,0,0,0,0,0,0,0,0,0,1016,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,12,0,0,0,147,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,10832,0,490,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,208,37,0,0,0,0,127,348,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
