Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR18272913,WGS,296,9092778772,PRJNA812695,SAMN26423215,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3136565280,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case142,mising,SRX14411155,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZLY_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-11T07:30:00Z,1,ZLY_12,SRP363091
SRR18272914,WGS,298,11024751779,PRJNA812695,SAMN26423214,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3547606544,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case141,mising,SRX14411154,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZLY_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:44:00Z,1,ZLY_0,SRP363091
SRR18272915,WGS,296,8940802052,PRJNA812695,SAMN26423088,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3167511632,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case15,mising,SRX14411153,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,DGF_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-11T07:53:00Z,1,DGF_12,SRP363091
SRR18272917,WGS,297,10516924076,PRJNA812695,SAMN26423212,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3443592760,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case139,mising,SRX14411151,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZL,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T07:04:00Z,1,ZL,SRP363091
SRR18272921,WGS,298,10195579870,PRJNA812695,SAMN26423208,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3297539115,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case135,mising,SRX14411147,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZJ_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T05:30:00Z,1,ZJ_12,SRP363091
SRR18272922,WGS,297,11036091135,PRJNA812695,SAMN26423207,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3547498952,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case134,mising,SRX14411146,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZJ_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:10:00Z,1,ZJ_0,SRP363091
SRR18272926,WGS,297,10661950492,PRJNA812695,SAMN26423173,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3515396167,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case100,mising,SRX14411142,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YAP,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:37:00Z,1,YAP,SRP363091
SRR18272927,WGS,298,10435166085,PRJNA812695,SAMN26423172,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3343956237,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case99,mising,SRX14411141,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,XWX_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:17:00Z,1,XWX_12,SRP363091
SRR18272928,WGS,296,9522558341,PRJNA812695,SAMN26423171,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3214484119,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case98,mising,SRX14411140,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,XWX_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T05:18:00Z,1,XWX_0,SRP363091
SRR18272929,WGS,298,10437550409,PRJNA812695,SAMN26423170,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3392976282,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case97,mising,SRX14411139,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,XJ,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:04:00Z,1,XJ,SRP363091
SRR18272932,WGS,297,9552052617,PRJNA812695,SAMN26423167,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3238884755,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case94,mising,SRX14411136,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WYE,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:12:00Z,1,WYE,SRP363091
SRR18272935,WGS,298,10510046499,PRJNA812695,SAMN26423164,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3433733910,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case91,mising,SRX14411133,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WXH,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:20:00Z,1,WXH,SRP363091
SRR18272936,WGS,298,10450145815,PRJNA812695,SAMN26423083,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3395811910,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case10,mising,SRX14411132,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,CWJ_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:41:00Z,1,CWJ_12,SRP363091
SRR18272937,WGS,298,9695118725,PRJNA812695,SAMN26423163,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3136575653,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case90,mising,SRX14411131,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WSN_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:38:00Z,1,WSN_12,SRP363091
SRR18272938,WGS,297,11001171328,PRJNA812695,SAMN26423087,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3544673565,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case14,mising,SRX14411130,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,DGF_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:49:00Z,1,DGF_0,SRP363091
SRR18272940,WGS,297,10770326644,PRJNA812695,SAMN26423202,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3436887319,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case129,mising,SRX14411128,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZCW_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:50:00Z,1,ZCW_12,SRP363091
SRR18272941,WGS,297,11070101240,PRJNA812695,SAMN26423201,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3533156259,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case128,mising,SRX14411127,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZCW_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:24:00Z,1,ZCW_0,SRP363091
SRR18272945,WGS,298,11721838246,PRJNA812695,SAMN26423197,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3776188003,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case124,mising,SRX14411123,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YYQ_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:44:00Z,1,YYQ_12,SRP363091
SRR18272946,WGS,297,9308208642,PRJNA812695,SAMN26423196,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2975648141,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case123,mising,SRX14411122,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YYQ_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:15:00Z,1,YYQ_0,SRP363091
SRR18272952,WGS,298,11646985040,PRJNA812695,SAMN26423191,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3836169992,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case118,mising,SRX14411116,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXS_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:05:00Z,1,YXS_12,SRP363091
SRR18272953,WGS,297,9685090033,PRJNA812695,SAMN26423190,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3090070968,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case117,mising,SRX14411115,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXS_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:54:00Z,1,YXS_0,SRP363091
SRR18272958,WGS,297,10334594426,PRJNA812695,SAMN26423185,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3357068301,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case112,mising,SRX14411110,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YQH_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:12:00Z,1,YQH_12,SRP363091
SRR18272959,WGS,298,10625676898,PRJNA812695,SAMN26423184,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3489653598,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case111,mising,SRX14411109,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YQH_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:10:00Z,1,YQH_0,SRP363091
SRR18272962,WGS,297,9589878889,PRJNA812695,SAMN26423182,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3139916428,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case109,mising,SRX14411106,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YLP_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:40:00Z,1,YLP_12,SRP363091
SRR18272963,WGS,297,9708801243,PRJNA812695,SAMN26423181,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3155855795,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case108,mising,SRX14411105,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YLP_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:13:00Z,1,YLP_0,SRP363091
SRR18272964,WGS,297,10340050291,PRJNA812695,SAMN26423180,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3389132607,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case107,mising,SRX14411104,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YL_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:56:00Z,1,YL_12,SRP363091
SRR18272965,WGS,297,11006011791,PRJNA812695,SAMN26423179,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3521305647,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case106,mising,SRX14411103,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YL_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:04:00Z,1,YL_0,SRP363091
SRR18272966,WGS,298,10493660466,PRJNA812695,SAMN26423178,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3383248899,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case105,mising,SRX14411102,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YJF_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:01:00Z,1,YJF_12,SRP363091
SRR18272967,WGS,297,10676032325,PRJNA812695,SAMN26423177,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3408209371,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case104,mising,SRX14411101,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YJF_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:40:00Z,1,YJF_0,SRP363091
SRR18272968,WGS,297,11371247283,PRJNA812695,SAMN26423176,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3623336619,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case103,mising,SRX14411100,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YGS,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:07:00Z,1,YGS,SRP363091
SRR18272969,WGS,298,9871113173,PRJNA812695,SAMN26423175,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3204209896,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case102,mising,SRX14411099,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YFL,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:56:00Z,1,YFL,SRP363091
SRR18272970,WGS,298,10649559998,PRJNA812695,SAMN26423174,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3431006376,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case101,mising,SRX14411098,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YB,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:25:00Z,1,YB,SRP363091
SRR18272972,WGS,297,9962205377,PRJNA812695,SAMN26423075,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3212651651,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case2,mising,SRX14411096,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,BJLB,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:42:00Z,1,BJLB,SRP363091
SRR18272973,WGS,297,9813419216,PRJNA812695,SAMN26423074,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3196467073,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case1,mising,SRX14411095,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,BBZM,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:25:00Z,1,BBZM,SRP363091
