"","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R)-(+)-Atenolol","(R)-Baclofen","(R,S)-ANATABINE","1,5-isoquinolinediol","1-Isomangostin","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-phenyl-1H-pyrazole-5-carboxylic acid","1453-93-6","15861-40-2","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2227803-25-8","23012-16-0","2971-31-5","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-HYDROXYQUINOLINE","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","890-38-0","961-07-9","98483-00-2","Ala-phe","BEPHENIUM","Benzododecinium","Bisdemethoxycurcumin","Butylscopolamine","CHEMBL5028245","CID 6993119","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","Columbamine","Cratoxyarborenone E","Cratoxylone","D-Tryptophan","D-phenylalanine","D-tyrosine","DL-Tryptophan","Demethoxycurcumin","Fendizoic acid","Feruloylputrescine","GARCINONE D","GLYCOCHENODEOXYCHOLIC ACID","Garcinone C","Glycitein","Glycocholic acid","Glycoursodeoxycholic acid","H-ILE-TRP-OH","H-gamma-glu-phe-oh","Hispidol","INDOLE-3-CARBOXALDEHYDE","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-phenylalanine","L-tryptophan","L-tyrosine","LETESTUIANIN B","LEVOFLOXACIN","LPC 16:0","LPC 16:1","LPC 18:0","LPC 18:1","LPC 18:2","LPC 18:3","LPE 16:0","LPE 18:0","Levocetirizine","METHYL NICOTINATE","Moxacin","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","Oleamide","PAF C-16-d4","Phe-ala","Piperolein B","Robinetin","SCHEMBL3706","SCHEMBL424527","SPB 18:0;2O","SPB 18:1;2O","Solanidine","Sulfachloropyridazine","TAUROCHENODEOXYCHOLIC ACID","TAUROCHOLIC ACID","TAURODEOXYCHOLIC ACID","Tauroursodeoxycholic acid","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","UFIPRAZOLE","VORTIOXETINE","Val-Tyr","Vidarabine","Z2961795382","abacavir","amitriptyline","amoxicillin","aspartame","atenolol","atorvastatin","baclofen","berberine","celecoxib","cetirizine","cholic acid","ciprofloxacin","curcumin","daidzein","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","fluconazole","gabapentin","gamma-Mangostin","genistein","glycodeoxycholic acid","hydroxyzine","lisinopril","loperamide","m-Tyramine","metoprolol","minocycline","minocycline zwitterion","montelukast","mycophenolic acid","naringenin chalcone","nortriptyline","octopamine","ofloxacin","piperine","protriptyline","ranitidine","sertraline","sphingosine","sulfadimethoxine","sulfamethazine","sulfamethizole","sulfapyridine","trans-Zeatin","trazodone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","valsartan","sample_clean"
"PLCL21383",0,0,2379,5004,0,0,0,6008,6836,27780,10254,0,1752,0,16509,0,0,0,6132,1555,6954,0,0,0,0,0,0,0,19720,1159,3004,0,876,0,8768,0,0,0,13296,1766,5503,11006,0,9660,13384,0,4356,0,0,187200,35680,0,0,0,515,0,2999,515,8416,3004,7256,0,1250,3270,0,21840,0,21920,6378,0,0,0,7728,0,0,13296,0,5503,5503,0,12624,0,5000,0,7630,8864,0,1709,0,793,2778,0,0,0,5298,0,10216,6258,0,0,0,0,0,0,5551,0,0,0,0,0,0,0,0,0,2883,0,1922,4805,0,0,0,19324,0,0,0,0,25032,31024,20016,0,0,0,0,0,4812,11264,0,0,0,12807,0,0,0,0,0,5820,0,0,0,42330,0,5170,25584,0,0,0,0,0,13700,0,38796,0,0,0,10310,14360,0,0,0,0,0,0,0,0,0,25584,12792,0,"PLCL21383"
"PLCL21384",0,46130,2583,0,0,7076,805,14190,8884,16410,13326,0,0,0,0,0,0,0,0,2458,3912,0,0,2044,0,0,0,0,10910,652,14280,0,0,0,0,0,1022,1022,3816,0,0,0,0,8764,13192,2172,1412,2765,0,110760,24030,0,0,0,514,0,13350,514,15648,8532,5658,0,1532,1872,0,19230,0,0,0,0,0,0,0,0,0,2397,0,0,0,2415,23472,4830,6128,0,4368,2544,0,2221,0,861,1641,0,0,7816,4004,0,0,5952,0,0,0,0,0,0,6027,1106,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,0,6238,2172,0,7280,0,23808,5593,0,6584,0,0,0,0,16660,12512,0,0,0,0,0,0,0,0,0,6940,0,0,0,8110,4794,18600,3668,0,0,0,0,0,0,0,10146,0,0,0,27840,73110,0,0,0,0,221800,5000,0,0,10614,3668,1834,0,"PLCL21384"
"PLCL21385",0,0,3228,0,0,0,0,4996,2888,0,4332,0,0,0,120900,0,0,0,0,650,0,0,0,0,0,0,0,0,9590,0,2498,0,0,0,0,0,0,0,6048,0,40300,80600,0,8582,5524,0,0,0,0,28944,38510,0,0,0,609,0,0,609,0,2498,2498,0,0,1587,0,36550,0,0,0,0,0,0,0,0,0,2502,0,40300,40300,0,0,0,0,0,3703,4032,0,722,0,1076,0,0,2121,0,3020,0,0,1074,0,0,0,0,0,0,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3238,0,0,0,0,4296,5838,0,0,0,0,0,0,3804,0,0,0,0,0,1192,0,2788,0,0,7390,0,0,0,0,0,0,97880,0,0,0,0,8370,0,0,3552,0,0,0,12330,54530,0,0,0,0,0,2828,5350,0,0,97880,48940,0,"PLCL21385"
"PLCL21392",0,13118,2538,0,0,0,0,6156,15126,38830,25624,2184,0,0,0,0,0,0,0,0,0,0,1456,0,1456,0,0,0,7000,0,3078,728,0,1456,0,0,0,0,3240,0,0,0,0,10968,7604,6488,3006,2850,0,286080,24190,0,0,0,541,0,37500,541,18936,3078,3078,0,0,2091,0,48970,0,0,0,0,0,0,0,0,0,3837,0,0,0,0,28404,0,0,0,4879,2160,0,4075,0,846,3883,0,0,0,5869,0,0,2904,0,0,0,0,0,0,5922,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,6488,0,0,0,11616,8953,0,15824,0,0,0,0,13632,4752,0,0,0,0,0,0,0,0,0,6790,0,0,0,0,0,36130,15464,0,0,0,15720,0,0,0,7572,0,0,0,5580,0,0,0,0,0,0,0,0,0,0,15464,7732,0,"PLCL21392"
"PLCL21394",0,127532,2148,1090,0,21668,0,5196,6576,28940,9864,0,0,0,0,0,0,18469,0,55970,5790,6240,0,0,0,14560,0,0,17030,965,2598,0,0,0,7688,0,0,0,3312,611,0,0,0,9958,8004,0,1958,0,0,247080,33330,0,0,0,512,976,29246,512,10956,2598,2598,0,2268,0,0,104190,0,11270,0,0,0,5808,7063,0,644,12140,0,0,0,0,16434,0,9072,0,0,2208,0,1644,0,716,2894,0,0,39840,6296,0,0,6258,0,0,0,0,0,0,5012,0,0,0,0,0,0,528,0,0,3141,0,2094,5235,5152,0,0,0,0,0,247100,0,25032,20300,4360,12176,0,0,0,0,60628,18480,0,0,0,0,0,0,9908,0,0,7240,0,0,0,49560,0,8350,0,0,0,0,4064,0,10880,0,5718,0,12380,0,8720,148700,5280,0,0,0,391200,3700,0,0,32502,0,0,0,"PLCL21394"
"PLCL21395",0,0,2742,0,0,0,0,4572,10640,31860,23540,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,2286,0,0,0,0,0,0,0,0,0,0,0,0,9080,7808,2720,0,2685,0,260220,31140,0,0,0,620,0,0,620,0,2286,2286,0,0,1665,0,30250,0,0,0,0,0,0,32851,0,0,0,0,0,0,0,0,0,0,0,3885,0,0,3418,0,914,3186,0,0,0,3762,0,0,4646,0,0,0,0,0,0,6398,1074,0,0,0,0,0,0,0,0,12894,0,8596,21490,0,6460,0,1572,2720,0,0,0,18584,0,0,24952,0,0,0,0,0,0,0,0,0,0,0,0,5584,0,0,6490,0,0,0,30030,0,0,67280,0,12666,2111,0,0,0,0,3066,0,0,0,0,30220,0,0,0,0,0,0,0,0,0,67280,33640,0,"PLCL21395"
"PLCL21419",0,0,2220,0,0,0,0,6413,4800,22010,7200,0,0,15450,1737,0,0,0,0,0,6672,0,0,0,0,0,0,0,11480,1112,4464,0,0,0,0,0,0,0,7980,750,579,1158,0,10628,7808,0,0,2500,0,137400,37730,0,0,0,690,0,116300,690,7456,3458,2955,0,0,2370,0,26060,0,5780,0,0,0,15918,0,0,1202,4953,0,579,579,0,11184,0,0,0,5530,5320,0,1200,0,740,2201,0,0,0,5125,0,0,4662,0,0,0,0,0,0,5180,1000,0,0,0,0,810,0,0,171400,0,0,0,0,9616,0,0,10702,0,0,0,0,18648,11557,0,13024,0,0,0,0,7080,11600,0,0,0,0,1170,0,0,0,0,8670,0,0,0,5680,0,34070,0,0,0,0,0,0,0,0,16632,0,0,0,11940,133100,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL21419"
"PLCL21429",0,0,2946,1300,0,0,0,4752,0,0,0,0,0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,8240,687,2376,0,0,0,0,0,0,0,0,0,0,0,0,10180,5444,0,0,3020,0,42642,38270,0,0,0,566,0,1029,566,0,2376,2376,0,0,3333,0,8000,0,5720,0,0,0,0,0,0,0,17430,0,0,0,0,0,0,0,0,7777,0,0,0,0,982,0,0,1075,0,4904,0,0,1054,0,0,0,0,0,0,6874,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30040,0,0,0,0,4216,40670,5200,0,0,0,0,0,0,6192,0,0,0,0,0,0,0,5700,0,7410,0,0,0,11140,0,0,10788,0,0,0,0,0,0,0,27870,0,0,0,28850,8240,0,0,0,0,0,0,0,0,0,10788,5394,0,"PLCL21429"
"PLCL21431",0,0,2832,0,0,0,0,4248,8216,31480,12324,0,0,6140,0,0,0,0,0,1604,0,0,0,0,0,0,0,0,5570,4064,2124,0,0,0,0,0,0,0,0,546,0,0,0,10150,10804,0,1290,2895,0,190620,33100,0,0,0,550,0,22980,550,3784,2124,2124,8568,0,0,8568,6070,0,9810,0,0,0,0,0,0,0,5046,0,0,0,0,5676,0,0,11424,0,0,0,2054,0,944,3148,0,0,0,4498,4116,0,5946,0,0,0,0,0,0,6608,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,0,0,69710,23784,11774,0,0,0,0,0,1764,168792,4808,0,0,0,0,0,0,0,0,0,8110,0,0,0,0,0,12980,2264,0,0,0,0,0,0,19978,8550,0,0,8562,7500,0,0,0,0,0,0,0,0,0,0,2264,1132,0,"PLCL21431"
"PLCL21433",0,15176,3675,3092,0,0,0,5180,0,8090,0,0,1418,0,0,0,0,0,4963,1002,0,0,0,0,0,0,0,0,6210,0,2590,0,709,0,0,0,0,0,0,0,0,0,0,8630,14764,0,6568,0,0,56358,43840,0,0,0,569,0,2872,569,3508,2590,2590,0,0,3837,0,30020,0,6940,0,0,0,0,0,0,0,18483,0,0,0,0,5262,0,0,0,8953,0,0,0,0,1225,809,0,0,0,4580,0,0,2290,0,0,0,0,0,0,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16940,0,0,0,0,9160,43127,12368,0,0,0,0,0,2532,4976,0,0,0,0,0,0,2428,0,0,8130,0,0,0,5130,0,7890,8768,0,0,0,0,0,0,0,11352,0,0,0,11040,33510,0,0,0,0,0,0,0,7080,0,8768,4384,0,"PLCL21433"
"PLCL21437",0,0,3105,0,0,0,0,5544,2288,29380,3432,0,0,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560,4096,2772,0,0,0,0,0,0,0,0,0,0,0,0,10266,4196,4348,1200,3590,0,222900,32810,0,0,0,0,0,7047,0,0,2772,2772,0,0,0,0,6220,0,0,0,0,0,7914,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,572,0,1035,2938,0,0,0,6063,0,0,4574,0,0,0,0,0,0,7245,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098,4348,0,0,0,18296,4431,0,0,0,0,0,0,8592,7680,0,0,0,0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,9420,0,0,12816,0,0,0,9840,72840,0,0,0,0,0,0,8480,5030,0,0,0,0,"PLCL21437"
"PLCL21445",0,0,2706,2574,0,0,0,5400,27200,31150,40800,0,0,0,0,0,0,0,0,1477,14424,0,0,0,0,0,0,0,23370,11124,2700,0,0,0,8800,0,0,0,8232,1621,0,0,0,7450,8616,4120,2448,0,0,211500,28670,0,0,0,624,0,147500,624,8692,2700,2700,0,0,2337,0,27580,0,29250,0,0,0,15966,0,0,0,11796,0,0,0,0,13038,0,0,0,5453,5488,4192,6800,0,902,3115,0,0,0,4627,0,0,11974,0,0,0,0,0,0,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020,4120,0,0,0,47896,27524,10296,15296,0,0,0,0,56640,22112,0,0,0,0,0,0,0,0,0,6440,0,0,0,5680,0,48560,6744,0,0,0,0,0,0,0,21210,1048,0,0,25360,80420,0,0,0,0,0,4568,0,0,0,6744,3372,0,"PLCL21445"
"PLCL21449",0,0,3192,0,0,0,0,5036,3156,0,4734,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,5790,3840,2518,0,0,0,0,0,0,0,0,0,0,0,0,10270,4236,2020,1988,0,0,46860,20290,0,0,0,691,0,10010,691,2100,2518,2518,0,1242,0,0,5480,0,0,0,0,0,6834,0,0,0,1851,0,0,0,0,3150,0,4968,0,0,0,0,789,0,1064,0,0,0,0,5389,0,0,6102,0,0,0,0,0,0,7448,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,2020,0,0,0,24408,4319,0,7304,0,0,0,0,6116,6448,0,0,0,0,0,0,0,0,0,8870,0,0,0,0,0,12350,0,0,0,0,0,0,0,0,5898,0,0,0,11450,30510,0,0,0,0,0,2556,0,10710,0,0,0,0,"PLCL21449"
"PLCL21452",0,0,3084,0,0,0,1486,5312,10450,28730,19980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,2656,0,0,0,0,0,0,0,3276,0,0,0,0,10036,22724,3608,4020,0,0,125340,22300,0,0,0,650,0,16690,650,0,2656,2656,0,0,0,0,6880,0,0,0,0,2920,3510,0,0,0,2748,0,0,0,4458,0,8916,0,0,0,2184,0,3043,0,1028,2873,0,0,0,4705,0,0,4538,0,0,0,0,0,0,7196,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,1570,3608,0,0,0,18152,6412,0,7240,0,0,0,0,4092,0,0,0,0,0,1706,0,0,0,0,8590,4380,0,0,6050,0,27150,0,0,0,0,0,0,0,0,5340,0,0,0,6390,48140,0,0,0,51190,0,4212,0,8590,0,0,0,0,"PLCL21452"
"PLCL21469",0,0,2061,0,0,0,0,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,7850,3568,0,0,2585,0,0,32110,0,0,0,0,0,0,0,0,2720,2720,0,0,4341,0,47790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10129,0,0,0,0,687,0,0,0,0,6926,0,0,0,0,0,0,0,0,0,4809,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,0,0,0,0,0,0,46480,0,0,0,0,0,0,0,0,0,0,0,0,85350,0,0,0,0,0,0,0,0,0,46480,23240,0,"PLCL21469"
"PLCL21472",0,0,2427,1082,0,0,0,6161,3048,19020,4572,0,0,2212,0,0,0,0,0,0,7584,0,0,0,0,0,0,0,12650,4772,4418,0,0,0,5200,0,0,0,0,644,0,0,0,11064,22788,2208,1660,0,0,112020,30110,0,0,0,719,0,171400,719,47920,3348,2813,0,0,3000,0,7220,0,0,0,0,0,18216,0,0,0,4335,0,0,0,0,71880,0,0,0,7000,0,0,762,0,809,1902,0,0,0,5382,0,0,7876,0,0,0,0,0,0,5663,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,9434,2208,0,0,0,31504,10115,4328,6400,0,0,0,0,65800,12152,0,0,0,0,0,0,0,0,0,7600,0,0,0,6840,0,5520,0,0,0,0,5344,0,0,0,11382,0,0,0,20950,57290,0,0,0,0,0,2620,0,5490,0,0,0,0,"PLCL21472"
"PLCL21473",0,0,1803,0,0,0,0,5964,0,29060,0,0,0,0,0,0,0,0,0,0,5508,0,0,0,0,0,0,0,10230,4986,2982,0,0,0,7960,0,0,0,0,781,1578,4734,0,8704,8572,2420,4950,0,0,190500,65860,0,0,0,625,0,132100,625,7028,2982,2982,0,0,2172,0,6950,0,5460,0,0,2696,0,0,0,552,4692,2028,0,0,0,10542,0,0,0,5068,0,6280,0,0,601,2906,0,0,0,7396,0,0,6088,0,0,0,0,0,0,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,4416,0,0,5352,2420,0,0,0,24352,10948,0,29960,0,5520,0,0,11240,8824,0,3042,0,0,0,0,3108,0,0,6680,4044,0,0,0,0,44340,0,0,0,0,0,16670,0,0,11670,1570,0,0,15310,87040,0,0,0,0,0,0,7930,0,0,0,0,0,"PLCL21473"
"PLCL21474",0,18956,2331,0,0,0,0,5328,0,0,0,0,0,6462,0,0,0,0,0,0,3888,0,0,0,0,0,0,0,6120,648,2664,0,0,0,0,0,0,0,0,673,0,0,0,10350,13184,0,0,0,0,49146,23200,0,0,0,537,0,8628,537,3780,2664,2664,0,2552,6099,0,11080,0,5020,0,0,0,0,0,0,766,4560,0,0,0,0,5670,0,10208,0,14231,0,0,0,0,777,0,0,0,0,5069,0,0,1136,0,0,0,0,0,0,5439,0,0,0,3062,0,0,0,0,0,0,12248,0,0,6128,0,0,3598,0,0,0,0,4544,10640,0,0,0,0,0,0,31628,7472,0,0,0,0,0,0,2600,0,0,8420,0,0,0,14250,0,0,0,0,0,0,8984,0,0,0,11898,0,0,0,0,0,0,0,0,0,0,2532,0,0,0,0,0,0,"PLCL21474"
"PLCL21475",0,4928,3594,1632,0,0,0,5320,0,8180,0,0,6426,0,0,0,0,0,22491,866,4494,0,0,0,0,0,0,0,9770,749,2660,0,3213,0,4472,0,0,0,0,777,0,0,0,10118,7764,0,2990,0,0,80040,22320,0,0,0,548,0,1532,548,0,2660,2660,0,1054,3108,0,20570,0,5630,0,0,0,0,0,0,0,13395,0,0,0,0,0,0,4216,0,7252,0,0,0,0,1198,818,0,0,0,5289,0,0,1846,31730,0,0,0,0,0,8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26040,0,0,0,0,7384,31255,6528,4624,0,5280,0,0,0,5408,0,0,0,10773,0,0,3048,0,0,6400,0,0,0,26520,0,0,13876,0,0,0,0,0,0,0,14022,0,0,0,9100,42420,0,0,0,0,0,0,0,0,0,13876,6938,0,"PLCL21475"
"PLCL21485",0,0,3126,0,0,0,0,4784,4438,0,11412,0,0,0,0,0,0,0,0,0,3648,0,0,0,0,0,0,0,8900,4052,2392,0,0,0,0,0,0,0,0,0,0,0,0,10144,17960,2752,7052,2810,0,51414,35640,0,0,0,659,0,18850,659,131920,2392,2392,0,0,2058,0,0,0,0,0,0,3652,16068,0,0,932,4971,0,0,0,0,197880,0,0,0,4802,0,6288,1585,0,1042,0,0,0,0,4936,0,0,8738,0,0,0,0,0,0,7294,1124,0,0,0,0,0,0,3444,6030,0,0,0,0,7456,7470,0,11180,2752,0,0,0,34952,11599,0,9816,0,0,0,0,27036,9536,0,0,0,0,0,0,0,0,0,7380,5478,0,0,0,0,37850,0,0,0,0,13344,5600,0,0,16032,1572,0,0,47810,67600,0,0,131100,0,0,3344,0,0,0,0,0,0,"PLCL21485"
"PLCL21487",2799,0,2919,0,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0,0,0,0,0,0,9508,11984,0,0,0,0,14544,21770,0,0,0,661,0,1345,661,4616,2748,2748,0,0,3414,0,29780,0,0,0,0,0,0,4564,0,0,3312,0,0,0,0,6924,0,0,0,7966,0,0,0,0,973,0,1008,1081,0,5252,13517,0,0,0,0,0,0,0,0,6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,0,0,0,0,0,7728,0,6864,0,0,0,5793,0,5032,6531,0,0,0,0,0,0,0,0,9110,0,0,0,29620,0,0,20660,0,0,0,0,0,0,0,7122,0,0,0,6700,14250,0,0,0,0,0,0,0,0,0,20660,10330,0,"PLCL21487"
"PLCL21490",1788,0,2754,0,0,0,0,5236,4854,5420,10316,0,0,0,0,0,0,0,0,0,3906,0,0,0,0,0,0,0,8540,2691,2618,0,0,0,0,0,0,0,0,0,0,0,0,8006,52640,0,2090,0,0,50376,32910,0,0,0,663,0,9414,663,10264,2618,2618,0,1152,5520,0,53910,0,0,0,4492,0,0,0,2246,0,3672,0,0,0,0,15396,0,4608,0,12880,0,0,1517,0,918,542,0,0,0,3172,5964,0,1372,0,0,0,0,0,0,6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,0,2181,0,0,5488,8568,0,18768,0,0,78780,2556,10960,11504,4172,0,0,0,0,0,4392,0,0,7930,0,0,4492,95470,0,0,2868,0,0,0,0,6050,0,0,10344,0,0,0,0,168900,0,0,0,0,0,6036,5600,0,0,2868,1434,0,"PLCL21490"
"PLCL21491",0,0,2043,1066,0,0,0,5876,3116,62560,4674,0,0,0,0,0,0,0,0,514,3300,0,0,0,0,0,5640,0,7690,550,2938,0,0,0,0,0,0,0,5832,0,0,0,0,11068,16248,2220,6714,3190,6510,480960,34020,0,0,0,672,0,16140,672,3180,2938,2938,0,1440,0,0,5690,1036,5710,0,0,0,0,0,0,3197,3354,24140,0,0,0,4770,0,5760,0,0,3888,0,779,0,681,6256,0,0,0,9335,0,0,7000,0,0,26870,0,0,0,4767,1276,0,7110,0,0,0,0,0,17780,0,0,0,0,25576,0,0,3180,2220,0,0,0,28000,7826,4264,0,0,153700,0,0,0,7320,0,36210,58590,0,0,27840,0,0,0,8640,0,0,0,0,0,8890,0,0,0,0,0,294250,0,0,10290,0,0,0,11670,60580,0,0,0,339000,0,0,101100,8280,0,0,0,0,"PLCL21491"
"PLCL21492",42270,0,1959,0,0,0,0,5636,4328,0,6492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070,0,2818,0,0,0,0,0,0,0,14220,0,0,0,0,8642,5636,0,0,0,0,0,67980,0,0,0,560,0,0,560,0,2818,2818,0,3438,2346,0,396920,0,0,0,0,0,0,0,0,0,1824,0,0,0,0,0,0,13752,0,5474,9480,0,1082,0,653,0,0,2248,0,6312,164780,0,0,0,0,0,0,0,0,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,4256,0,0,0,0,0,70620,0,9888,98630,0,0,0,0,0,5568,0,0,6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,0,0,0,11300,142200,0,0,80270,0,0,2816,0,0,0,0,0,0,"PLCL21492"
"PLCL21514",0,0,2808,0,0,13920,0,5584,0,0,0,0,0,0,0,0,0,0,0,5941,0,0,0,0,0,0,0,0,0,0,2792,0,0,0,0,0,0,0,0,0,0,0,0,9918,7388,0,0,0,0,32550,20100,0,0,0,0,0,1003,0,4980,2792,2792,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,7470,0,6264,0,0,0,0,0,0,936,0,0,0,0,4370,0,0,0,0,0,0,0,0,0,6552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,3162,13230,0,0,3612,0,0,0,0,0,0,4504,0,0,0,0,0,85720,0,0,0,0,8650,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110800,0,0,0,20880,0,0,0,"PLCL21514"
"PLCL21521",0,9443,2787,0,0,0,0,5280,0,9250,0,0,0,7062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,0,2640,0,0,0,0,0,0,0,0,669,0,0,0,10520,42040,0,2988,0,0,74280,24510,0,0,0,530,0,4352,530,0,2640,2640,0,2232,1995,0,9120,0,0,0,0,2528,4878,0,0,3166,3477,0,0,0,0,0,0,8928,0,4655,0,0,0,0,929,925,0,0,0,4680,0,0,4470,0,0,0,0,0,0,6503,0,0,0,0,0,0,0,0,0,0,0,0,0,25328,0,0,5874,0,0,0,0,17880,8113,0,0,0,7190,0,0,3840,6640,0,0,0,0,0,0,0,0,0,6010,3792,0,0,0,0,0,0,0,0,0,0,21440,0,0,16428,0,0,0,0,32000,0,0,0,0,0,2728,10200,0,0,0,0,0,"PLCL21521"
"PLCL21525",0,26152,2835,0,0,0,0,4992,2248,40330,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480,2820,2496,0,0,0,5432,0,0,0,9132,532,0,0,0,9110,71120,0,16936,3600,0,342780,31310,0,0,0,657,0,4957,657,5516,2496,5596,0,0,2412,0,8380,0,12860,4650,0,0,4854,8547,0,0,5532,0,0,0,0,8274,0,0,0,5628,6088,0,562,0,945,4033,0,0,0,3881,0,0,4356,0,0,0,0,0,0,6615,1440,0,0,0,0,0,0,4752,0,2034,0,1356,3390,0,0,0,6712,0,0,0,0,17424,12908,0,21952,0,0,0,0,4544,0,0,0,0,0,0,0,8452,0,0,8030,0,0,0,12500,0,42780,3336,0,0,0,0,0,7520,0,12936,0,0,0,15610,0,0,0,0,0,0,0,0,0,0,3336,1668,0,"PLCL21525"
"PLCL21528",0,0,2892,0,0,0,0,5064,0,0,0,0,1426,0,0,0,0,0,4991,0,0,0,0,0,0,0,0,0,0,0,2532,0,713,0,0,0,0,0,0,0,0,0,0,11080,5748,0,0,2600,0,0,28860,0,0,0,667,0,0,667,0,2532,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,1680,0,5658,0,0,0,0,0,0,0,0,0,6748,1040,0,0,0,21850,0,0,0,0,0,0,0,0,0,0,0,12782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10530,0,0,0,5900,0,0,0,0,0,0,2844,0,0,0,0,0,15520,"PLCL21528"
