database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC_Inf_1_GC	QC_Inf_2_GC	QC_Inf_3_GC	QC_Inf_4_GC	QC_Inf_5_GC	QC_Inf_6_GC	QC_Inf_7_GC	QC_Inf_8_GC	QC_Moth_1_GC	QC_Moth_2_GC	QC_Moth_3_GC	QC_Moth_4_GC	QC_Moth_6_GC	QC_Moth_7_GC	QC_Moth_8_GC	QC_Gran_1_GC	QC_Gran_2_GC	QC_Gran_4_GC	QC_Gran_5_GC	QC_Gran_6_GC	QC_Gran_7_GC	QC_Gran_8_GC	Inf_02	Inf_03	Inf_04	Inf_05	Inf_06	Inf_07	Inf_08	Inf_09	Inf_10	Inf_11	Inf_12	Inf_13	Inf_14	Inf_15	Inf_16	Inf_17	Inf_18	Inf_19	Inf_20	Inf_21	Inf_22	Inf_23	Inf_24	Inf_25	Inf_26	Inf_27	Inf_28	Inf_29	Inf_30	Inf_31	Inf_32	Inf_33	Inf_34	Inf_35	Inf_36	Inf_37	Inf_39	Inf_40	Inf_41	Inf_42	Inf_43	Inf_44	Inf_45	Inf_46	Inf_47	Inf_48	Inf_49	Inf_50	Inf_51	Inf_52	Inf_53	Inf_54	Inf_55	Inf_56	Inf_58	Inf_59	Inf_60	Inf_62	Inf_63	Inf_64	Inf_65	Inf_66a	Inf_66b	Inf_67a	Inf_67b	Moth_01	Moth_02	Moth_03	Moth_04	Moth_05	Moth_06	Moth_07	Moth_08	Moth_09	Moth_10	Moth_11	Moth_12	Moth_13	Moth_14	Moth_15	Moth_16	Moth_17	Moth_18	Moth_19	Moth_20	Moth_21	Moth_22	Moth_23	Moth_24	Moth_25	Moth_26	Moth_27	Moth_28	Moth_29	Moth_30	Moth_31	Moth_32	Moth_33	Moth_34	Moth_35	Moth_36	Moth_37	Moth_38	Moth_39	Moth_40	Moth_41	Moth_42	Moth_43	Moth_44	Moth_45	Moth_46	Moth_47	Moth_48	Moth_49	Moth_50	Moth_51	Moth_52	Moth_53	Moth_54	Moth_55	Moth_56	Moth_57	Moth_58	Moth_59	Moth_60	Moth_61	Moth_62	Moth_63	Moth_64	Moth_65	Moth_66	Moth_67	Gran_01	Gran_02	Gran_03	Gran_04	Gran_05	Gran_06	Gran_07	Gran_08	Gran_09	Gran_10	Gran_11	Gran_12	Gran_13	Gran_14	Gran_15	Gran_16	Gran_17	Gran_18	Gran_19	Gran_21	Gran_22	Gran_24	Gran_25	Gran_26	Gran_27	Gran_28	Gran_29	Gran_30	Gran_31	Gran_32	Gran_33	Gran_34	Gran_35	Gran_36	Gran_37	Gran_38	Gran_39	Gran_40	Gran_41	Gran_42	Gran_43	Gran_44	Gran_45	Gran_46	Gran_47	Gran_48	Gran_49	Gran_50	Gran_51	Gran_52	Gran_53	Gran_54	Gran_55	Gran_56	Gran_57	Gran_58	Gran_59	Gran_61	Gran_63	Gran_64	Gran_65	Gran_66	Gran_67
CHEBI:21547	C6H9NO5	CC(=O)N[C@@H](CC(O)=O)C(O)=O	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	N-Acetyl-L-Aspartic Acid	144.0655			Positive	14.034												134044.779	136535.749	130280.221	137624.987	105822.4	125173.507	139770.863	127135.034	143683.052	128019.472	142891.653	126743.785	123811.478	132162.5	140751.729	137015.069	132162.5	132005.966	139996.84	136163.014	131992.427	131394.212	34194.638	122398.144	1312165.832	261941.942	201495.444	166274.518	46790	121809.124	87938.222	18188.805	140780.291	156677.088	548760.988	26976.894	86685.992	362841.977	440084.539	36588.937	130741.096	111736.206	99650.054	228633.082	1696499.173	357518.315	310148.288	249449.995	71613.149	178815.924	61537.983	57750.944	34564.461	149864.014	53677.263	35201.817	98466.393	110790.851	349323.742	104809.6	393046.117	75330.495	71211.851	121408.95	330173.846	158791.49	4096.162	86338.65	141047.823	193834.811	83682.44	70929.706	136996.624	215657.78	101278.852	137835.19	72633.817	133615.379	6816.446	133006.125	152809.114	145259.766	29314.989	117249.839	131192.977	90236.974	45952.557	48007.548	15378.125	33212.144	70602.752	245806.875	89246.87	37225.241	30169.592	38650.545	495102.201	56373.335	81426.4	32844.99	26909.504	14434.157	65832.708	107936.268	67965.742	37487.072	96831.102	38563.924	140339.296	82863.516	185752.161	154634.663	93375.134	140321.578	53458.745	57795.686	256999.646	117456.669	38808.037	20472.997	61378.633	472827.888	32893.222	225657.721	67572.996	217908.123	193106.06	159357.459	133708.876	33361.761	24241.981	238816.192	157422.274	155723.327	44167.692	84631.366	70216.896	407307.211	61265.435	139890.443	26844.539	240964.975	58042.752	261416.317	75497.805	15135.981	45448.3	123353.767	34620.714	17462.928	140130.619	90554.055	27125.072	19140.219	82223.764	31783.272	50447.261	77175.738	85113.307	88681.447	71697.031	102653.632	58040.454	107625.506	90067.412	340988.828	33742.069	208297.495	36870.22	31625.045	182308.538	147701.722	42068.858	34571.279	52263.061	38273.954	75959.846	147883.64	78158.944	58287.524	29018.958	133431.699	54852.227	89008.9	22982.649	63992.995	82061.307	75475.858	204976.426	342801.244	37047.062	91369.61	51056.477	34353.823	41733.79	58675.899	21793.833	190020.189	150238.427	85055.77	134160.219	74091.586	33112.546	149723.978	49263.522	302499.11	12619.219	22386.972	98969.571	154051.1	26005.034	31550.586	50832.251	69209.402	191834.297	13451.813	38541.332
CHEBI:16958	C3H7NO2	NCCC(O)=O	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)	beta-Alanine	101.0471			Positive	12.085												204204.886	204272.114	187625.794	204556.074	199841.122	207455.885	184307.568	205307.617	203425.351	242951.828	204238.5	185590.587	210375.979	203860.345	288898.821	204238.5	202684.853	211638.315	203471.112	210728.951	210692.11	202859.178	89906.18	29328.226	39320.031	32263.156	190669.091	46335.768	65250.763	43064.701	15784.403	18764.486	149626.23	41643.894	412907.991	7713.096	99992.304	298443.724	477611.904	273884.634	77966.785	43204.173	45674.531	856715.525	47838.853	115796.775	2210750.631	143927.951	64561.431	13703.363	66357.507	13847.851	32309.312	51884.541	23570.747	13895.011	17173.102	44481.494	181703.758	32703.646	1015480.675	605076.154	144851.075	505585.547	64015.584	115835.908	419202.287	41579.676	172025.012	25839.423	677530.288	47952.237	61110.756	51321.636	16353.328	16537.953	40534.139	527231.783	92892.282	22824.221	71622.32	1796482.037	8563.974	41208.42	94083.312	22970.717	30025.586	243348.543	149417.625	588138.905	518218.509	540054.061	95986.411	268311.413	169836.835	168849.688	543477.175	515509.945	129074.974	324543.99	137231.986	484553.434	498212.254	477516.967	330655.949	129064.534	607863.284	193805.598	252279.265	610026.656	282127.99	76998.622	1083895.471	446342.379	322589.415	133285.718	723412.837	561190.141	346076.785	109784.429	680402.925	760784.063	234504.82	475470.754	172023.406	63634.439	325949.891	411716.837	79886.984	338330.407	233083.839	224639.15	282010.832	353208.371	53604.051	132133.853	590345.196	395586.09	52938.22	172456.08	207782.253	471062.813	119027.186	1692248.269	170326.348	88990.544	445166.155	513643.53	353066.853	150948.804	410686.771	408674.197	161424.626	472010.52	285429.796	313740.492	190409.337	301675.244	117361.881	166472.933	77118.028	224301.12	136670.592	152395.762	10072.196	410140.274	150668.689	198772.431	480499.174	437808.485	398388.63	213758.967	385008.757	113454.851	229210.968	272382.398	97806.061	198832.636	405078.566	67601.155	222177.773	278009.313	153970.076	151033.513	84273.429	205280.854	86000.502	204495.494	173326.411	218086.533	136118.863	89752.977	307376.741	393016.912	120330.793	231382.838	53461.083	155436.56	421629.532	149434.937	402118.64	336656.108	246445.753	220211.678	106281.478	144515.205	131271.018	117205.528	416075.402	150036.088	66666.631	253707.187	195610.324	242607.913	484059.353	57651.167	119106.027
CHEBI:15611	C3H7NO2	CNCC(O)=O	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	Sarcosine	102.0548			Positive	11.309												95588.978	115736.457	113971.648	94713.829	66689.099	108085.022	69730.81	110393.058	104612.938	88655.706	117152.104	101837	85836.738	90131.94	231114.526	92958.229	101608.155	139042.252	345396.714	101837	183915.348	60064.086	12590.361	33548.6	1189333.367	35342.429	613633.845	62121.091	479586.362	149301.381	84777.936	28595.164	499646.779	15817.077	1693346.824	120947.45	83540.938	97485.286	11048.647	10064.671	10498.164	1509581.791	361498.338	4493.642	47727.833	121425.381	17500.266	25488.157	71650.697	42020.771	27267.476	51180.365	47983.576	1638398.329	393036.361	50185.506	24796.2	193000.806	109856.179	15878.746	2911.118	14935.579	7578.884	34868.125	76624.084	1341775.31	24304.665	1010662.338	2169159.614	25696.742	5080.401	17200.085	1112.755	500458.446	4965.225	35520.18	399739.189	67274.043	4304.102	99475.004	39992.964	55962.398	13256.018	267547.204	1165539.281	22773.834	4100.959	13655.719	124788.141	15464.051	22269.293	49531.082	17110.196	21018.135	10180.28	10282.888	35178.069	9570.147	17352.925	17477.6	4289.685	12802.857	26880.043	13230.943	18617.323	13214.394	116249.593	14346.394	15380.199	76538.006	11744.779	12413.388	181177.424	57217.872	18221.233	13384.304	181616.543	60330.321	18684.625	31948.668	14517.408	27070.916	11013.282	22317.839	8872.852	82899.716	18457.343	26937.415	22476.716	9413.476	14817.509	30655.584	22667.589	12891.123	9009.663	16502.27	12095.633	21418.638	8384.084	9102.342	13681.096	184192.782	8467.936	70468.675	10992.319	14602.363	33291.401	21847.827	10396.529	23551.344	25932.296	68836.874	18589.74	17049.514	32110.119	6415.866	6965.915	7207.075	2646.596	10705.425	49068.243	14873.891	9048.096	16821.638	33963.454	29917.107	12240.636	73152.371	29486.099	14824.633	55792.999	30497.942	8214.813	6090.558	8379.007	21563.756	9491.419	19844.854	39213.546	13410.515	212562.007	20074.725	16657.445	32112.171	3793.899	8307.172	10049.677	23497.136	15286.428	50796.381	8244.573	12508.477	7000.806	136916.971	7406.159	16583.558	9959.37	15386.996	11734.714	22177.43	7176.288	6981.308	28492.727	7574.458	9237.945	79648.282	13861.022	15178.676	46843.419	32482.633	9383.666	8344.116	32751.5	22090.202	63999.602	2937.014	65215.661
CHEBI:30754	C7H7NO2	Nc1ccccc1C(O)=O	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)	Anthranilic Acid	146.0238			Positive	15.492												6665.769	6644.499	6395.168	6775.664	6631.501	6380.988	6397.531	7286.143	6361.226	6288.792	6673.073	8003.571	7929.612	4093.662	6638	6633.003	6635.002	6892.846	6584.033	6638	6859.866	6667.982	2083.274	541.202	1460.537	1617.699	3677.34	2615.023	2175.444	1045.773	1612.972	822.438	3713.971	3273.211	3008.518	641.644	2349.149	4405.245	3441.007	4171.275	3062.874	3223.581	1702.778	4100.376	673.549	2095.091	5492.376	4148.824	2030.1	1607.064	2503.947	1056.408	1646.059	2381.054	1037.501	651.097	1335.281	916.972	1823.308	1849.305	7029.722	5403.751	5032.709	2398.779	2553.577	1763.043	745.63	1751.227	1485.352	1571.614	4008.206	1914.296	2249.889	2102.181	1666.147	820.075	1573.977	2425.957	840.163	5801.972	3898.311	3078.236	311.959	1672.055	940.605	846.072	960.693	12656.88	3152.021	9357.704	9347.792	5688.734	8644.802	6891.138	6312.428	9112.954	14458.58	9854.068	10136.941	13093.771	6368.851	9397.352	11390.43	8819.406	6658.586	11137.292	9618.467	7494.246	4503.105	8724.098	10043.158	6510.669	6498.469	14365.559	10351.956	9128.966	18633.825	8442.749	10477	9114.479	9856.355	5673.485	7655.125	10576.12	11423.216	1175.717	17339.164	7594.891	4617.474	3432.607	4716.594	6705.859	11464.389	17079.164	6723.396	4277.416	13520.751	13727.378	4407.797	18747.432	6530.493	6865.214	2561.875	6002.869	11683.215	4726.506	10158.29	15372.772	4134.073	16573.651	19424.499	8758.409	14543.975	11372.131	10490.678	5171.883	10883.442	7077.735	8134.098	6221.251	14066.524	16837.854	11147.283	24775.071	2228.657	5494.689	12138.685	7077.735	14781.093	21843.837	8928.62	5412.738	10958.397	12946.199	14179.456	9565.236	7245.634	7345.574	8539.854	32110.65	9679.167	6601.022	13583.815	5474.701	13266.006	7751.329	13579.817	5639.602	3684.78	8059.144	15894.422	12498.469	7545.453	12331.569	8336.976	10118.902	11466.091	4229.451	20156.854	7047.753	11263.213	14518.251	24279.369	7823.286	8865.658	5297.808	9938.011	17396.517	13707.74	3970.607	13976.578	15068.92	15806.475	7016.772	11794.893	5529.668	7803.298
CHEBI:27386	C9H8O2	[H]C(=Cc1ccccc1)C(O)=O	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)	Cinnamic Acid	162.0675			Positive	15.282												132150.571	109806.055	103686.307	145843.031	104807.165	84285.773	244976.716	105422.945	107190.323	82995.685	121871.98	107614.5	146365.94	96551.992	111685.94	120171.727	101265.385	104610.034	112725.148	107614.5	168877.203	104375.357	17738.274	112430.039	310311.682	74753.289	42812.288	155939.404	6936.175	166158.587	64952.698	169796.187	93129.829	5187.429	26162.008	65376.479	124150.619	173681.137	24281.803	7052.066	11288.15	146602.378	16845.738	8311.302	18829.727	180958.067	23813.049	21173.497	60543.643	105601.106	9843.834	183364.107	287519.168	159478.41	87926.832	61097.153	56634.477	254528.228	128768.97	17179.574	8202.33	4853.593	16167.688	212641.34	340970.961	162683.58	23726.563	523937.232	85138.525	385782.804	24323.316	159609.869	25131.095	13583.487	62581.252	281750.553	109364.976	131268.414	5697.696	241418.683	14993.209	181231.363	64691.51	102421.882	79636.287	276775.88	112362.58	12841.903	87144.022	6543.74	29581.605	23826.687	3046.138	23872.991	15312.549	31093.098	3458.739	17852.651	4580.783	6850.503	6355.216	43142.046	27010.91	27320.981	63996.185	11848.022	5487.017	13894.491	7052.256	9586.57	7643.458	10528.359	4948.734	10515.13	10912.847	10599.469	11876.962	11832.311	50703.645	4735.405	7083.677	7561.599	3120.555	4614.684	15628.408	3352.075	11077.392	10941.787	6654.538	68699.343	44428.634	8357.035	15620.966	10337.355	3727.467	3086.654	6303.951	14326.11	7273.027	4131.8	12087.81	16361.829	800801.905	4622.126	14456.753	21914.995	29152.467	3820.075	45740.855	4442.698	5450.636	15027.284	8484.371	5331.568	24916.26	92646.404	7323.324	13490.022	33275.912	8006.65	10647.266	14405.067	12475.386	72225.503	2594.273	332844.91	16224.312	29412.605	364687.119	23680.751	9972.815	5266.443	216023.749	14519.448	49618.549	26390.391	3928.386	35247.994	27781.694	3101.098	216153.906	26425.888	4523.954	20081.703	11870.943	6577.877	9680.947	12426.084	8115.114	4959.784	6396.445	3210.548	6363.906	26530.409	5076.137	28512.35	3915.567	11473.569	302274.693	205964.162	150928.306	7035.4	16002.453	4256.737	14170.39	21993.636	7595.471	3701.596	7913.962	44207.159	20378.501	75872.867	18330.495	4856.25	242767.142	8117.086	713998.907
CHEBI:17847	C7H8O	Cc1ccc(O)cc1	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	p-Cresol	166.0624			Positive	12.539												256968.081	267077.274	268883.325	258793.507	266985.493	258339.7	257446.363	267301.628	262486.773	335264.346	262889.5	187895.06	332967.682	222867.446	441586.682	258380.991	272034.781	271621.003	259017.91	260362.907	270050.229	262889.5	63622.752	0	3213.363	1647.983	61645.376	98483.304	0	0	1858.06	0	12730.057	31374.905	215662.446	0	2066.098	537.43	2517.865	3943.534	40513.257	21412.562	0	115115.084	0	2120.147	1004973.925	118873.015	0	2825.842	3138.918	3210.304	2327.164	7254.797	0	0	3054.276	18221.634	12512.842	2352.659	580175.698	6928.463	468059.821	20023.606	5596.616	26187.226	113848.503	2141.562	0	0	25806.844	0	791.358	0	1851.941	2896.208	2620.864	47450.898	4636.992	0	123234.664	499752.901	0	0	2893.148	0	2245.581	670189.554	317721.423	645463.632	322691.294	230551.67	536754.86	251370.021	258963.227	973531.265	1429162.261	802820.041	575714.614	839350.966	383219.991	894399.838	1508782.447	890856.342	325667.482	1234905.865	263896.94	811506.718	98467.295	434017.166	797969.865	1474979.589	7724.123	586378.767	933505.47	613353.973	574671.016	714258.824	505435.692	355323.376	384672.55	206974.081	1264343.564	888191.862	1100329.073	2908.859	1143107.873	1107159.218	604082.531	861615.642	1057784.678	875626.291	771356.24	1687352.452	627219.989	39125.582	170272.339	661706.11	859555.876	1374210.642	701578.545	101901.07	193777.613	67280.291	652417.213	906354.461	106332.31	1025365.804	449031.515	996979.184	699083.634	341151.886	795588.417	1421067.829	422436.443	284176.658	611289.576	485603.894	281478.756	139079.435	2352504.57	440928.184	273231.311	831815.603	242.469	62775.635	150544.859	640379.653	245865.748	629361.39	214143.657	83903.783	476363.733	336662.314	774416.444	530225.135	585024.785	186141.175	194533.574	2601901.925	409794.695	402209.646	661332.977	269866.62	626927.041	226050.093	306983.636	392032.117	57145.27	53344.839	780837.469	858400.172	227109.575	1108220.968	391669.292	432342.513	397882.988	187494.079	885598.818	290419.344	375424.778	503102.919	1396567.909	153928.876	523748.765	210892.295	519107.601	609360.37	153026.647	89859.197	621175.441	517182.787	457819.282	16905.153	331081.145	213878.348	351425.662
CHEBI:15741	C4H6O4	OC(=O)CCC(O)=O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	Succinic Acid	55.0178			Positive	9.593												2075507.389	2535395.052	2045087.585	1996401.865	2059170.415	1810949.531	1734935.658	2661461.165	1886463.342	2075643.898	2077079.468	1880842.632	2052129	1691455.147	2107609.26	2299773.998	2052129	1988872.49	3593320.793	1995376.328	2299865.238	1945523.586	502035.921	52465.643	2698238.011	3133498.262	3879805.86	677909.256	468855.235	395153.419	370313.288	980095.947	487916.338	3666200.116	1274549.054	763041.052	5637647.139	948593.619	245836.436	207027.074	4046056.764	1605940.495	306777.393	672309.535	5532412.924	4251345.34	515118.642	2669574.523	308754.224	1216144.009	2655472.76	1713519.064	464325.787	2044831.432	3831893.053	919647.249	784383.028	1452950.506	438795.158	581149.241	616020.535	599607.828	1322360.514	452918.082	1321883.847	928663.825	259517.218	2525170.104	719529.617	667663.148	5287697.991	1185630.653	555007.187	5929322.659	1799250.035	684595.956	963223.28	2257976.101	1339223.158	780775.729	1129509.822	1398152.759	981674.071	280870.331	286064.662	2461999.505	1079072.24	308935.56	431888.479	392443.495	606450.361	1570907.778	306003.203	792322.639	323945.674	258099.994	246655.957	751615.388	158058.43	500169.886	184025.436	644769.307	807405.179	657637.706	1097071.335	597198.909	418649.332	312472.322	686439.641	521445.64	751247.227	405551.587	3510909.695	1389941.442	787571.894	479120.031	542191.137	703118.12	806618.849	321081.432	644470.122	559039.471	236672.493	158370.548	377794.644	262037.681	635426.461	785019.769	436625.43	1581818.973	747588.032	446628.724	472866.463	463529.652	115043.919	2471281.859	411136.946	680036.911	353311.49	258472.467	343359.928	1551302.976	1615976.058	187395.793	289448.018	352094.058	1086506.746	240550.688	935846.029	214293.981	415745.428	3184868.002	453734.149	393058.246	654657.115	981311.029	274959.187	902548.999	347977.359	431814.508	420475.996	487723.474	778881.608	1278150.764	255823.368	1731730.965	588213.627	779788.647	2197873.374	484747.96	3022818.56	3143473.94	1082377.607	652455.535	492325.216	1032134.141	274229.263	513131.273	740821.434	377405.107	862160.581	1020791.335	266680.989	270045.08	414344.634	434279.075	652934.279	691085.694	1032560.288	293171.867	157572.364	387290.212	405746.557	500238.452	266636.979	395336.551	349038.969	385962.394	1908001.193	1337542.97	851838.595	405392.329	297962.53	981072.73	477665.549	584975.125	228327.771	508734.554	313691.321	5433945.699	416523.672	814696.193	720283.731	244454.8	1038615.437	342032.771	1984966.322
CHEBI:17859	C5H8O4	OC(=O)CCCC(O)=O	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	Glutaric Acid	129.0543			Positive	11.125												84468.902	91087.098	84022.879	95708.028	96208.711	84169.367	84386.913	96489.662	68422.03	121312.879	88074.072	60117.316	87778	84414.118	118757.421	85486.737	94929.131	82245.687	91984.196	115378.976	86401.535	87778	79479.566	4411.037	33761.106	3524.457	47545.187	85041.736	61301.938	2984.419	7700.457	1855.15	98796.301	23552.861	12906.247	2201.692	1825793.332	23925.641	100406.575	80600.089	24957.616	58817.109	12597.966	56996.941	4627.49	28826.429	214206.962	35398.71	13377.413	3432.629	9941.505	3889.584	4786.003	5409.123	2239.954	4292.972	2304.453	24414.298	135197.47	5767.691	107492.658	63088.217	51530.972	10112.043	9272.47	11446.833	4920.466	106118.513	25758.927	3728.884	34119.673	3217.269	25774.231	60017.435	7993.433	2707.841	2465.152	83899.348	4629.676	906.258	26326.294	87143.948	2947.251	8857.057	96401.113	4334.514	5737.081	129646.991	5540.326	16327.006	288661.805	211319.818	319393.449	123654.158	191809.513	352486.32	30250.79	493942.594	141294.59	126480.49	116414.042	28663.34	131654.401	200021.837	313132.891	204831.432	350972.363	20307.18	450349.666	243169.607	15944.842	369805.482	19842.074	109024.841	129006.552	275948.557	54178.027	29191.44	213885.776	8914.707	22731.401	154464.544	104098.707	212903.069	166654.942	7353.505	103951.721	535035.709	16058.232	127817.014	256383.657	87793.749	40621.709	668535.835	47140.543	54119.233	194903.571	613017.085	17561.689	727793.282	211223.227	227941.847	176170.192	44178.773	222635.648	85419.923	180503.132	23887.341	19434.712	189240.406	107696.717	276721.284	175095.094	303592.443	249808.293	287300.529	12837.902	12776.46	12617.735	26706.658	24295.925	13972.013	16870.013	33180.224	26462.598	156141.277	258672.111	130787.189	26234.752	112917.895	144265.108	74286.427	249902.162	14763.075	14301.409	55885.492	56004.108	89366.951	76107.491	135478.945	309802.698	207688.302	12874.596	87241.238	71408.907	174063.479	25172.323	155099.328	76418.966	309647.387	210821.828	12553.734	157488.727	17951.216	16909.267	122308.235	91519.117	42903.373	158508.489	251211.212	60105.342	233511.736	136048.988	27739.22	189765.246	186635.986	11873.608	345764.866	191835.49	231225.592	113656.049	21394.511	137048.269	63497.435	187081.439	647677.425	25771.379
CHEBI:30794	C3H4O4	OC(=O)CC(O)=O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	Malonic Acid	101.0233			Positive	7.871												138534.548	136169.22	127935.46	185354.916	125647.801	136699.78	107186.144	139996.108	133532.992	139666.523	146264.485	136434.5	99211.622	95627.239	200538.352	130707.833	136434.5	158201.942	232141.121	127176.441	181757.19	127709.203	18142.918	73146.612	13774.375	26973.809	81254.289	38240.635	19949.443	53715.625	28106.544	31832.565	219237.095	18974.061	419372.028	9743.736	70491.797	471863.129	321289.116	37242.053	1265837.439	65253.782	105914.213	453318.761	19833.446	50727.949	262510.985	186609.699	548431.145	66786.958	38004.607	53242.559	15249.048	16312.185	22582.067	79777.598	4916.25	7634.611	60175.137	35073.416	594511.15	277545.187	234583.984	943565.88	27545.724	39809.114	61391.591	51389.636	154222.367	66022.388	461513.183	1172173.504	26474.519	32755.496	19779.987	13856.077	11258.756	78095.139	7402.617	18870.168	30630.232	48694.474	14837.512	440769.918	774403.118	62471.875	39005.206	81945.988	32805.558	136779.262	181190.851	104270.977	80333.301	65270.154	188032.901	90017.024	114820.879	70972.495	100350.38	87033.837	88453.724	162847.244	258858.184	147742.307	172001.002	107019.574	130717.912	131239.329	93566.266	79241.08	128055.743	155763.956	160261.055	1330581.137	135431.557	127869.591	109109.99	283313.478	56447.861	107989.276	84622.404	284026.746	75009.912	90089.205	72991.679	582139.339	136724.176	679253.897	160032.164	337894.117	110807.205	153636.5	154850.289	106107.808	339760.389	98733.894	152971.67	136273.991	138951.356	159023.522	104177.901	188896.23	141593.58	114992.785	108934.285	28320.806	69692.223	126758.375	81013.327	95572.153	457316.568	129948.609	53430.482	152097.893	76124.978	67431.268	52745.562	103578.024	83255.147	111565.245	66397.33	99203.267	122957.512	103200.037	199139.346	51491.571	56033.737	60880.188	110653.443	94342.076	132586.188	233601.479	69272.772	161445.895	71276.421	68357.811	49174.16	113111.94	195520.564	52410.743	92220.503	71392.239	95063.305	58994.463	43597.004	73967.607	123398.673	71772.332	240729.542	67977.718	45037.357	115802.073	98263.037	117109.762	63590.326	99336.984	83087.738	83539.427	60931.78	64183.103	55001.905	81588.423	57200.339	191017.355	76712.491	229450.988	58998.674	109996.44	64983.299	133670.665	46631.432	64406.316	120492.697	101603.856	85423.047	61196.055	53201.464
CHEBI:15366	C2H4O2	CC(O)=O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	Acetic Acid	74.0362			Positive	3.448												1963322.35	1373918.52	1310127.48	1648512.964	748450.986	1195781.366	2871895.584	1286711.357	1393664.094	1244660.685	1731040.866	1332325.956	1331789.183	1342023	1774816.971	1357669.629	1081188.67	919133.188	1717217.823	1342023	1541274.154	1301846.554	306684.511	1111952.676	1414469.681	909331.086	1371487.701	685028.704	275796.975	1696305.066	602294.086	2436088.887	961702.834	1204131.291	2094056.496	699393.991	980585.405	2623847.638	1433224.814	1754492.884	3804268.613	356659.334	1394084.965	3512383.222	2454410.187	1816526.902	1537709.366	1242036.073	4086005.029	718496.19	545235.588	857151.851	445022.932	1985365.121	3420493.376	1203983.517	185524.512	2009936.324	1825846.172	1368826.408	1605922.789	852296.991	1672780.484	5068670.12	1128689.13	1192333.752	205342.535	961841.119	4660792.762	2903527.415	1267614.581	3528722.448	2124531.891	891360.92	414742.761	729497.918	499460.809	397556.205	222309.463	1914319.584	807816.932	802223.201	730318.133	5115814.184	1677734.312	3537473.668	1403453.041	814621.93	481690.826	878800.905	1157747.335	3075153.879	639142.101	1784202.269	481504.217	1123245.662	1100715.457	1076737.393	1455020.893	1638218.621	529213.365	884278.406	1614449.118	1298717.807	1295471.921	1020760.401	1374200.852	789286.016	1737477.754	1001158.848	1935068.468	1166632.084	2395966.741	2077439.6	1447479.723	1079052.433	5613653.113	1094414.684	1190360.972	710341.937	1007914.068	2098157.508	798812.917	1499849.687	1327555.371	584912.64	2196811.811	2127609.781	1061763.726	1251096.475	843688.912	1733801.571	1683147.305	2051879.755	1174342.298	1828801.645	1540016.568	1551945.227	915714.215	2385259.818	653033.44	4444496.329	2163694.332	3934367.502	1834183.647	558949.942	1632978.221	1596771.826	1233996.571	1106851.576	1399265.635	1943342.898	610793.012	1042955.807	1068698.27	1073622.689	195044.149	670129.679	471936.45	706427.285	2244471.129	572966.312	348803.89	2353830.523	151012.256	775681.714	953604.118	460578.056	1067024.956	566432.262	2850111.589	1554072.574	450365.313	726040.481	1151431.493	637183.902	989663.885	1287230.557	1056767.375	754048.843	379030.775	1065674.607	420829.198	800945.191	475029.645	871647.444	930312.879	1310495.154	849441.422	3574165.537	355335.34	567961.964	1063220.196	508226.907	524804.744	514829.189	702230.027	874020.626	1937557.289	1204965.213	659836.358	1094887.756	1059887.863	434413.914	1274121.518	753282.043	321388.173	585027.173	1159952.076	665044.103	597015.904	636281.287	2166189.248	1904147.533	1624889.197	353580.797	638825.375
