sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001523343_4yearsFollowUpMGS,EGAN00002854483,SAMEA7985194,EGAR00002589102,EGAX00002368185,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001523405_4yearsFollowUpMGS,EGAN00002854486,SAMEA7985197,EGAR00002589101,EGAX00002368184,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001525624_4yearsFollowUpMGS,EGAN00002854599,SAMEA7985360,EGAR00002588979,EGAX00002368062,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001527262_4yearsFollowUpMGS,EGAN00002854642,SAMEA7985403,EGAR00002589033,EGAX00002368116,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001527647_4yearsFollowUpMGS,EGAN00002854641,SAMEA7985402,EGAR00002589032,EGAX00002368115,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001530894_4yearsFollowUpMGS,EGAN00002854328,SAMEA7985003,EGAR00002588863,EGAX00002367946,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001531363_4yearsFollowUpMGS,EGAN00002854473,SAMEA7985184,EGAR00002589114,EGAX00002368197,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001531940_4yearsFollowUpMGS,EGAN00002854600,SAMEA7985361,EGAR00002588982,EGAX00002368065,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001537510_4yearsFollowUpMGS,EGAN00002854540,SAMEA7985301,EGAR00002588906,EGAX00002367989,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001542350_4yearsFollowUpMGS,EGAN00002854465,SAMEA7985176,EGAR00002589117,EGAX00002368200,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001543510_4yearsFollowUpMGS,EGAN00002854467,SAMEA7985178,EGAR00002589116,EGAX00002368199,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001547000_4yearsFollowUpMGS,EGAN00002854477,SAMEA7985188,EGAR00002589111,EGAX00002368194,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001547520_4yearsFollowUpMGS,EGAN00002854498,SAMEA7985209,EGAR00002589075,EGAX00002368158,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001551301_4yearsFollowUpMGS,EGAN00002854323,SAMEA7984998,EGAR00002588875,EGAX00002367958,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001552710_4yearsFollowUpMGS,EGAN00002854613,SAMEA7985374,EGAR00002589003,EGAX00002368086,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001554377_4yearsFollowUpMGS,EGAN00002854624,SAMEA7985385,EGAR00002589014,EGAX00002368097,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001554439_4yearsFollowUpMGS,EGAN00002854628,SAMEA7985389,EGAR00002589015,EGAX00002368098,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001556980LL_4yearsFollowUpMGS,EGAN00002854487,SAMEA7985198,EGAR00002589100,EGAX00002368183,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001558115_4yearsFollowUpMGS,EGAN00002854656,SAMEA7985417,EGAR00002589043,EGAX00002368126,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001565405_4yearsFollowUpMGS,EGAN00002854619,SAMEA7985380,EGAR00002589001,EGAX00002368084,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001566660_4yearsFollowUpMGS,EGAN00002854449,SAMEA7985160,EGAR00002589133,EGAX00002368216,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001567974_4yearsFollowUpMGS,EGAN00002854343,SAMEA7985018,EGAR00002588850,EGAX00002367933,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001570129_4yearsFollowUpMGS,EGAN00002854622,SAMEA7985383,EGAR00002589011,EGAX00002368094,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001572150_4yearsFollowUpMGS,EGAN00002854666,SAMEA7985427,EGAR00002589053,EGAX00002368136,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001572713_4yearsFollowUpMGS,EGAN00002854551,SAMEA7985312,EGAR00002588929,EGAX00002368012,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001572920_4yearsFollowUpMGS,EGAN00002854456,SAMEA7985167,EGAR00002589129,EGAX00002368212,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001574290_4yearsFollowUpMGS,EGAN00002854480,SAMEA7985191,EGAR00002589097,EGAX00002368180,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001577190_4yearsFollowUpMGS,EGAN00002854490,SAMEA7985201,EGAR00002589087,EGAX00002368170,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001577850_4yearsFollowUpMGS,EGAN00002854466,SAMEA7985177,EGAR00002589115,EGAX00002368198,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001580090_4yearsFollowUpMGS,EGAN00002854603,SAMEA7985364,EGAR00002588992,EGAX00002368075,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001582170_4yearsFollowUpMGS,EGAN00002854329,SAMEA7985004,EGAR00002588862,EGAX00002367945,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001584779_4yearsFollowUpMGS,EGAN00002854645,SAMEA7985406,EGAR00002589034,EGAX00002368117,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001588517_4yearsFollowUpMGS,EGAN00002854317,SAMEA7984992,EGAR00002588797,EGAX00002367880,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001589560_4yearsFollowUpMGS,EGAN00002854470,SAMEA7985181,EGAR00002589107,EGAX00002368190,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001589917_4yearsFollowUpMGS,EGAN00002854460,SAMEA7985171,EGAR00002589122,EGAX00002368205,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9005000001577950_4yearsFollowUpMGS,EGAN00002854675,SAMEA7985436,EGAR00002589062,EGAX00002368145,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
