sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
G43757,EGAN00001565562,SAMEA104166152,EGAR00001571019,EGAX00001526704,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43758,EGAN00001565563,SAMEA104166153,EGAR00001571020,EGAX00001526705,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43759,EGAN00001565564,SAMEA104166154,EGAR00001571021,EGAX00001526706,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43760,EGAN00001565565,SAMEA104166155,EGAR00001571022,EGAX00001526707,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43761,EGAN00001565566,SAMEA104166156,EGAR00001571023,EGAX00001526708,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43762,EGAN00001565567,SAMEA104166157,EGAR00001571024,EGAX00001526709,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43764,EGAN00001565568,SAMEA104166158,EGAR00001571025,EGAX00001526710,EGAS00001001704,age=67;ENA-CHECKLIST=ERC000026
G43765,EGAN00001565569,SAMEA104166159,EGAR00001571026,EGAX00001526711,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43766,EGAN00001565570,SAMEA104166160,EGAR00001571027,EGAX00001526712,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43767,EGAN00001565571,SAMEA104166161,EGAR00001571028,EGAX00001526713,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43768,EGAN00001565572,SAMEA104166162,EGAR00001571029,EGAX00001526714,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43769,EGAN00001565573,SAMEA104166163,EGAR00001571030,EGAX00001526715,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43770,EGAN00001565574,SAMEA104166164,EGAR00001571031,EGAX00001526716,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43771,EGAN00001565575,SAMEA104166165,EGAR00001571032,EGAX00001526717,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43772,EGAN00001565576,SAMEA104166166,EGAR00001571033,EGAX00001526718,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43773,EGAN00001565577,SAMEA104166167,EGAR00001571034,EGAX00001526719,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43774,EGAN00001565578,SAMEA104166168,EGAR00001571035,EGAX00001526720,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43775,EGAN00001565579,SAMEA104166169,EGAR00001571036,EGAX00001526721,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43777,EGAN00001565580,SAMEA104166170,EGAR00001571037,EGAX00001526722,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43778,EGAN00001565581,SAMEA104166171,EGAR00001571038,EGAX00001526723,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43779,EGAN00001565582,SAMEA104166172,EGAR00001571039,EGAX00001526724,EGAS00001001704,age=20;ENA-CHECKLIST=ERC000026
G43780,EGAN00001565583,SAMEA104166173,EGAR00001571040,EGAX00001526725,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43781,EGAN00001565584,SAMEA104166174,EGAR00001571041,EGAX00001526726,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43782,EGAN00001565585,SAMEA104166175,EGAR00001571042,EGAX00001526727,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43783,EGAN00001565586,SAMEA104166176,EGAR00001571043,EGAX00001526728,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43784,EGAN00001565587,SAMEA104166177,EGAR00001571044,EGAX00001526729,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43785,EGAN00001565588,SAMEA104166178,EGAR00001571045,EGAX00001526730,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43787,EGAN00001565589,SAMEA104166179,EGAR00001571046,EGAX00001526731,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43789,EGAN00001565590,SAMEA104166180,EGAR00001571047,EGAX00001526732,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43790,EGAN00001565591,SAMEA104166181,EGAR00001571048,EGAX00001526733,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43791,EGAN00001565592,SAMEA104166182,EGAR00001571049,EGAX00001526734,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43792,EGAN00001565593,SAMEA104166183,EGAR00001571050,EGAX00001526735,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43793,EGAN00001565594,SAMEA104166184,EGAR00001571051,EGAX00001526736,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43794,EGAN00001565595,SAMEA104166185,EGAR00001571052,EGAX00001526737,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43795,EGAN00001565596,SAMEA104166186,EGAR00001571053,EGAX00001526738,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43796,EGAN00001565597,SAMEA104166187,EGAR00001571054,EGAX00001526739,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43797,EGAN00001565598,SAMEA104166188,EGAR00001571055,EGAX00001526740,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43798,EGAN00001565599,SAMEA104166189,EGAR00001571056,EGAX00001526741,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43799,EGAN00001565600,SAMEA104166190,EGAR00001571057,EGAX00001526742,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43800,EGAN00001565601,SAMEA104166191,EGAR00001571058,EGAX00001526743,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43801,EGAN00001565602,SAMEA104166192,EGAR00001571059,EGAX00001526744,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43802,EGAN00001565603,SAMEA104166193,EGAR00001571060,EGAX00001526745,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43805,EGAN00001565604,SAMEA104166194,EGAR00001571061,EGAX00001526746,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43807,EGAN00001565605,SAMEA104166195,EGAR00001571062,EGAX00001526747,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43848,EGAN00001565606,SAMEA104166196,EGAR00001571063,EGAX00001526748,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43849,EGAN00001565607,SAMEA104166197,EGAR00001571064,EGAX00001526749,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43850,EGAN00001565608,SAMEA104166198,EGAR00001571065,EGAX00001526750,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43851,EGAN00001565609,SAMEA104166199,EGAR00001571066,EGAX00001526751,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43852,EGAN00001565610,SAMEA104166200,EGAR00001571067,EGAX00001526752,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43853,EGAN00001565611,SAMEA104166201,EGAR00001571068,EGAX00001526753,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43854,EGAN00001565612,SAMEA104166202,EGAR00001571069,EGAX00001526754,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43855,EGAN00001565613,SAMEA104166203,EGAR00001571070,EGAX00001526755,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43856,EGAN00001565614,SAMEA104166204,EGAR00001571071,EGAX00001526756,EGAS00001001704,age=79;ENA-CHECKLIST=ERC000026
G43857,EGAN00001565615,SAMEA104166205,EGAR00001571072,EGAX00001526757,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43858,EGAN00001565616,SAMEA104166206,EGAR00001571073,EGAX00001526758,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43861,EGAN00001565617,SAMEA104166207,EGAR00001571074,EGAX00001526759,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43862,EGAN00001565618,SAMEA104166208,EGAR00001571075,EGAX00001526760,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43863,EGAN00001565619,SAMEA104166209,EGAR00001571076,EGAX00001526761,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43864,EGAN00001565620,SAMEA104166210,EGAR00001571077,EGAX00001526762,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43865,EGAN00001565621,SAMEA104166211,EGAR00001571078,EGAX00001526763,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43866,EGAN00001565622,SAMEA104166212,EGAR00001571079,EGAX00001526764,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43867,EGAN00001565623,SAMEA104166213,EGAR00001571080,EGAX00001526765,EGAS00001001704,age=74;ENA-CHECKLIST=ERC000026
G43868,EGAN00001565624,SAMEA104166214,EGAR00001571081,EGAX00001526766,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43869,EGAN00001565625,SAMEA104166215,EGAR00001571082,EGAX00001526767,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43870,EGAN00001565792,SAMEA104166382,EGAR00001571249,EGAX00001526934,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43871,EGAN00001565626,SAMEA104166216,EGAR00001571083,EGAX00001526768,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43872,EGAN00001565627,SAMEA104166217,EGAR00001571084,EGAX00001526769,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43873,EGAN00001565628,SAMEA104166218,EGAR00001571085,EGAX00001526770,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43874,EGAN00001565629,SAMEA104166219,EGAR00001571086,EGAX00001526771,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43875,EGAN00001565630,SAMEA104166220,EGAR00001571087,EGAX00001526772,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43876,EGAN00001565631,SAMEA104166221,EGAR00001571088,EGAX00001526773,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43877,EGAN00001565632,SAMEA104166222,EGAR00001571089,EGAX00001526774,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43878,EGAN00001565633,SAMEA104166223,EGAR00001571090,EGAX00001526775,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43879,EGAN00001565634,SAMEA104166224,EGAR00001571091,EGAX00001526776,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43880,EGAN00001565635,SAMEA104166225,EGAR00001571092,EGAX00001526777,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43881,EGAN00001565636,SAMEA104166226,EGAR00001571093,EGAX00001526778,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43883,EGAN00001565637,SAMEA104166227,EGAR00001571094,EGAX00001526779,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43884,EGAN00001565638,SAMEA104166228,EGAR00001571095,EGAX00001526780,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43885,EGAN00001565639,SAMEA104166229,EGAR00001571096,EGAX00001526781,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43886,EGAN00001565640,SAMEA104166230,EGAR00001571097,EGAX00001526782,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43887,EGAN00001565641,SAMEA104166231,EGAR00001571098,EGAX00001526783,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43888,EGAN00001565642,SAMEA104166232,EGAR00001571099,EGAX00001526784,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43889,EGAN00001565643,SAMEA104166233,EGAR00001571100,EGAX00001526785,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43890,EGAN00001565644,SAMEA104166234,EGAR00001571101,EGAX00001526786,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43891,EGAN00001565645,SAMEA104166235,EGAR00001571102,EGAX00001526787,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43892,EGAN00001565646,SAMEA104166236,EGAR00001571103,EGAX00001526788,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43893,EGAN00001565647,SAMEA104166237,EGAR00001571104,EGAX00001526789,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43894,EGAN00001565648,SAMEA104166238,EGAR00001571105,EGAX00001526790,EGAS00001001704,age=19;ENA-CHECKLIST=ERC000026
G43895,EGAN00001565649,SAMEA104166239,EGAR00001571106,EGAX00001526791,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43896,EGAN00001565650,SAMEA104166240,EGAR00001571107,EGAX00001526792,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43897,EGAN00001565651,SAMEA104166241,EGAR00001571108,EGAX00001526793,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43898,EGAN00001565652,SAMEA104166242,EGAR00001571109,EGAX00001526794,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43899,EGAN00001565653,SAMEA104166243,EGAR00001571110,EGAX00001526795,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43900,EGAN00001565654,SAMEA104166244,EGAR00001571111,EGAX00001526796,EGAS00001001704,age=74;ENA-CHECKLIST=ERC000026
G43901,EGAN00001565655,SAMEA104166245,EGAR00001571112,EGAX00001526797,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43902,EGAN00001565656,SAMEA104166246,EGAR00001571113,EGAX00001526798,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43903,EGAN00001565657,SAMEA104166247,EGAR00001571114,EGAX00001526799,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43904,EGAN00001565658,SAMEA104166248,EGAR00001571115,EGAX00001526800,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43905,EGAN00001565659,SAMEA104166249,EGAR00001571116,EGAX00001526801,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43906,EGAN00001565660,SAMEA104166250,EGAR00001571117,EGAX00001526802,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43907,EGAN00001565661,SAMEA104166251,EGAR00001571118,EGAX00001526803,EGAS00001001704,age=69;ENA-CHECKLIST=ERC000026
G43908,EGAN00001565662,SAMEA104166252,EGAR00001571119,EGAX00001526804,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43909,EGAN00001565663,SAMEA104166253,EGAR00001571120,EGAX00001526805,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43910,EGAN00001565664,SAMEA104166254,EGAR00001571121,EGAX00001526806,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43911,EGAN00001565665,SAMEA104166255,EGAR00001571122,EGAX00001526807,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43912,EGAN00001565666,SAMEA104166256,EGAR00001571123,EGAX00001526808,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43913,EGAN00001565667,SAMEA104166257,EGAR00001571124,EGAX00001526809,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43914,EGAN00001565668,SAMEA104166258,EGAR00001571125,EGAX00001526810,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43915,EGAN00001565669,SAMEA104166259,EGAR00001571126,EGAX00001526811,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43916,EGAN00001565670,SAMEA104166260,EGAR00001571127,EGAX00001526812,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43917,EGAN00001565671,SAMEA104166261,EGAR00001571128,EGAX00001526813,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43918,EGAN00001565672,SAMEA104166262,EGAR00001571129,EGAX00001526814,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43919,EGAN00001565673,SAMEA104166263,EGAR00001571130,EGAX00001526815,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43920,EGAN00001565674,SAMEA104166264,EGAR00001571131,EGAX00001526816,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43921,EGAN00001565675,SAMEA104166265,EGAR00001571132,EGAX00001526817,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43922,EGAN00001565676,SAMEA104166266,EGAR00001571133,EGAX00001526818,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43923,EGAN00001565677,SAMEA104166267,EGAR00001571134,EGAX00001526819,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43924,EGAN00001565678,SAMEA104166268,EGAR00001571135,EGAX00001526820,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43926,EGAN00001565679,SAMEA104166269,EGAR00001571136,EGAX00001526821,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43927,EGAN00001565680,SAMEA104166270,EGAR00001571137,EGAX00001526822,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43928,EGAN00001565681,SAMEA104166271,EGAR00001571138,EGAX00001526823,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43929,EGAN00001565682,SAMEA104166272,EGAR00001571139,EGAX00001526824,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43930,EGAN00001565683,SAMEA104166273,EGAR00001571140,EGAX00001526825,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43931,EGAN00001565684,SAMEA104166274,EGAR00001571141,EGAX00001526826,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43932,EGAN00001565685,SAMEA104166275,EGAR00001571142,EGAX00001526827,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43933,EGAN00001565686,SAMEA104166276,EGAR00001571143,EGAX00001526828,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43934,EGAN00001565687,SAMEA104166277,EGAR00001571144,EGAX00001526829,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43935,EGAN00001565688,SAMEA104166278,EGAR00001571145,EGAX00001526830,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43936,EGAN00001565689,SAMEA104166279,EGAR00001571146,EGAX00001526831,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43937,EGAN00001565690,SAMEA104166280,EGAR00001571147,EGAX00001526832,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43938,EGAN00001565691,SAMEA104166281,EGAR00001571148,EGAX00001526833,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43939,EGAN00001565692,SAMEA104166282,EGAR00001571149,EGAX00001526834,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43940,EGAN00001565693,SAMEA104166283,EGAR00001571150,EGAX00001526835,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43941,EGAN00001565694,SAMEA104166284,EGAR00001571151,EGAX00001526836,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43942,EGAN00001565695,SAMEA104166285,EGAR00001571152,EGAX00001526837,EGAS00001001704,age=69;ENA-CHECKLIST=ERC000026
G43945,EGAN00001565696,SAMEA104166286,EGAR00001571153,EGAX00001526838,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43946,EGAN00001565697,SAMEA104166287,EGAR00001571154,EGAX00001526839,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43947,EGAN00001565698,SAMEA104166288,EGAR00001571155,EGAX00001526840,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43948,EGAN00001565699,SAMEA104166289,EGAR00001571156,EGAX00001526841,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43949,EGAN00001565700,SAMEA104166290,EGAR00001571157,EGAX00001526842,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43950,EGAN00001565701,SAMEA104166291,EGAR00001571158,EGAX00001526843,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43951,EGAN00001565702,SAMEA104166292,EGAR00001571159,EGAX00001526844,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43952,EGAN00001565703,SAMEA104166293,EGAR00001571160,EGAX00001526845,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43953,EGAN00001565704,SAMEA104166294,EGAR00001571161,EGAX00001526846,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43954,EGAN00001565705,SAMEA104166295,EGAR00001571162,EGAX00001526847,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43955,EGAN00001565706,SAMEA104166296,EGAR00001571163,EGAX00001526848,EGAS00001001704,age=69;ENA-CHECKLIST=ERC000026
G43956,EGAN00001565707,SAMEA104166297,EGAR00001571164,EGAX00001526849,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43957,EGAN00001565708,SAMEA104166298,EGAR00001571165,EGAX00001526850,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43958,EGAN00001565709,SAMEA104166299,EGAR00001571166,EGAX00001526851,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43960,EGAN00001565710,SAMEA104166300,EGAR00001571167,EGAX00001526852,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43961,EGAN00001565802,SAMEA104166392,EGAR00001571259,EGAX00001526944,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43962,EGAN00001565711,SAMEA104166301,EGAR00001571168,EGAX00001526853,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43963,EGAN00001565712,SAMEA104166302,EGAR00001571169,EGAX00001526854,EGAS00001001704,age=77;ENA-CHECKLIST=ERC000026
G43965,EGAN00001565713,SAMEA104166303,EGAR00001571170,EGAX00001526855,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43966,EGAN00001565714,SAMEA104166304,EGAR00001571171,EGAX00001526856,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43968,EGAN00001565715,SAMEA104166305,EGAR00001571172,EGAX00001526857,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43970,EGAN00001565716,SAMEA104166306,EGAR00001571173,EGAX00001526858,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43971,EGAN00001565717,SAMEA104166307,EGAR00001571174,EGAX00001526859,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43972,EGAN00001565718,SAMEA104166308,EGAR00001571175,EGAX00001526860,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43973,EGAN00001565719,SAMEA104166309,EGAR00001571176,EGAX00001526861,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43974,EGAN00001565720,SAMEA104166310,EGAR00001571177,EGAX00001526862,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43975,EGAN00001565721,SAMEA104166311,EGAR00001571178,EGAX00001526863,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43977,EGAN00001565722,SAMEA104166312,EGAR00001571179,EGAX00001526864,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43978,EGAN00001565723,SAMEA104166313,EGAR00001571180,EGAX00001526865,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43979,EGAN00001565724,SAMEA104166314,EGAR00001571181,EGAX00001526866,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43980,EGAN00001565725,SAMEA104166315,EGAR00001571182,EGAX00001526867,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43981,EGAN00001565797,SAMEA104166387,EGAR00001571254,EGAX00001526939,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43982,EGAN00001565726,SAMEA104166316,EGAR00001571183,EGAX00001526868,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43983,EGAN00001565727,SAMEA104166317,EGAR00001571184,EGAX00001526869,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43984,EGAN00001565728,SAMEA104166318,EGAR00001571185,EGAX00001526870,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43985,EGAN00001565729,SAMEA104166319,EGAR00001571186,EGAX00001526871,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43986,EGAN00001565730,SAMEA104166320,EGAR00001571187,EGAX00001526872,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43987,EGAN00001565731,SAMEA104166321,EGAR00001571188,EGAX00001526873,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43988,EGAN00001565732,SAMEA104166322,EGAR00001571189,EGAX00001526874,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43989,EGAN00001565733,SAMEA104166323,EGAR00001571190,EGAX00001526875,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43990,EGAN00001565734,SAMEA104166324,EGAR00001571191,EGAX00001526876,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43991,EGAN00001565735,SAMEA104166325,EGAR00001571192,EGAX00001526877,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43992,EGAN00001565736,SAMEA104166326,EGAR00001571193,EGAX00001526878,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43993,EGAN00001565737,SAMEA104166327,EGAR00001571194,EGAX00001526879,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43994,EGAN00001565738,SAMEA104166328,EGAR00001571195,EGAX00001526880,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43995,EGAN00001565739,SAMEA104166329,EGAR00001571196,EGAX00001526881,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43996,EGAN00001565740,SAMEA104166330,EGAR00001571197,EGAX00001526882,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43997,EGAN00001565741,SAMEA104166331,EGAR00001571198,EGAX00001526883,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43998,EGAN00001565742,SAMEA104166332,EGAR00001571199,EGAX00001526884,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43999,EGAN00001565743,SAMEA104166333,EGAR00001571200,EGAX00001526885,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G44000,EGAN00001565744,SAMEA104166334,EGAR00001571201,EGAX00001526886,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G44001,EGAN00001565745,SAMEA104166335,EGAR00001571202,EGAX00001526887,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G44002,EGAN00001565746,SAMEA104166336,EGAR00001571203,EGAX00001526888,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G44003,EGAN00001565747,SAMEA104166337,EGAR00001571204,EGAX00001526889,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G44004,EGAN00001565748,SAMEA104166338,EGAR00001571205,EGAX00001526890,EGAS00001001704,age=68;ENA-CHECKLIST=ERC000026
G44006,EGAN00001565749,SAMEA104166339,EGAR00001571206,EGAX00001526891,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G44007,EGAN00001565750,SAMEA104166340,EGAR00001571207,EGAX00001526892,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G44009,EGAN00001565808,SAMEA104166398,EGAR00001571265,EGAX00001526950,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G44010,EGAN00001565795,SAMEA104166385,EGAR00001571252,EGAX00001526937,EGAS00001001704,age=75;ENA-CHECKLIST=ERC000026
G44011,EGAN00001565751,SAMEA104166341,EGAR00001571208,EGAX00001526893,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G44012,EGAN00001565752,SAMEA104166342,EGAR00001571209,EGAX00001526894,EGAS00001001704,age=18;ENA-CHECKLIST=ERC000026
