sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
G43102,EGAN00001565010,SAMEA104165600,EGAR00001570467,EGAX00001526152,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43103,EGAN00001565011,SAMEA104165601,EGAR00001570468,EGAX00001526153,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43104,EGAN00001565012,SAMEA104165602,EGAR00001570469,EGAX00001526154,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43105,EGAN00001565013,SAMEA104165603,EGAR00001570470,EGAX00001526155,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43106,EGAN00001565014,SAMEA104165604,EGAR00001570471,EGAX00001526156,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43107,EGAN00001565015,SAMEA104165605,EGAR00001570472,EGAX00001526157,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43108,EGAN00001565016,SAMEA104165606,EGAR00001570473,EGAX00001526158,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43109,EGAN00001565017,SAMEA104165607,EGAR00001570474,EGAX00001526159,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43110,EGAN00001565018,SAMEA104165608,EGAR00001570475,EGAX00001526160,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43112,EGAN00001565019,SAMEA104165609,EGAR00001570476,EGAX00001526161,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43113,EGAN00001565020,SAMEA104165610,EGAR00001570477,EGAX00001526162,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43114,EGAN00001565021,SAMEA104165611,EGAR00001570478,EGAX00001526163,EGAS00001001704,age=67;ENA-CHECKLIST=ERC000026
G43115,EGAN00001565022,SAMEA104165612,EGAR00001570479,EGAX00001526164,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43116,EGAN00001565023,SAMEA104165613,EGAR00001570480,EGAX00001526165,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43117,EGAN00001565024,SAMEA104165614,EGAR00001570481,EGAX00001526166,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43118,EGAN00001565025,SAMEA104165615,EGAR00001570482,EGAX00001526167,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43119,EGAN00001565026,SAMEA104165616,EGAR00001570483,EGAX00001526168,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43120,EGAN00001565027,SAMEA104165617,EGAR00001570484,EGAX00001526169,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43121,EGAN00001565028,SAMEA104165618,EGAR00001570485,EGAX00001526170,EGAS00001001704,age=68;ENA-CHECKLIST=ERC000026
G43124,EGAN00001565029,SAMEA104165619,EGAR00001570486,EGAX00001526171,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43125,EGAN00001565030,SAMEA104165620,EGAR00001570487,EGAX00001526172,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43126,EGAN00001565031,SAMEA104165621,EGAR00001570488,EGAX00001526173,EGAS00001001704,age=18;ENA-CHECKLIST=ERC000026
G43127,EGAN00001565032,SAMEA104165622,EGAR00001570489,EGAX00001526174,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43128,EGAN00001565033,SAMEA104165623,EGAR00001570490,EGAX00001526175,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43129,EGAN00001565034,SAMEA104165624,EGAR00001570491,EGAX00001526176,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43130,EGAN00001565035,SAMEA104165625,EGAR00001570492,EGAX00001526177,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43131,EGAN00001565827,SAMEA104166417,EGAR00001571284,EGAX00001526969,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43132,EGAN00001565036,SAMEA104165626,EGAR00001570493,EGAX00001526178,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43133,EGAN00001565037,SAMEA104165627,EGAR00001570494,EGAX00001526179,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43134,EGAN00001565038,SAMEA104165628,EGAR00001570495,EGAX00001526180,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43135,EGAN00001565039,SAMEA104165629,EGAR00001570496,EGAX00001526181,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43136,EGAN00001565040,SAMEA104165630,EGAR00001570497,EGAX00001526182,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43137,EGAN00001565041,SAMEA104165631,EGAR00001570498,EGAX00001526183,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43138,EGAN00001565042,SAMEA104165632,EGAR00001570499,EGAX00001526184,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43139,EGAN00001565043,SAMEA104165633,EGAR00001570500,EGAX00001526185,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43140,EGAN00001565044,SAMEA104165634,EGAR00001570501,EGAX00001526186,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43141,EGAN00001565045,SAMEA104165635,EGAR00001570502,EGAX00001526187,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43142,EGAN00001565046,SAMEA104165636,EGAR00001570503,EGAX00001526188,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43143,EGAN00001565047,SAMEA104165637,EGAR00001570504,EGAX00001526189,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43144,EGAN00001565048,SAMEA104165638,EGAR00001570505,EGAX00001526190,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43145,EGAN00001565049,SAMEA104165639,EGAR00001570506,EGAX00001526191,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43146,EGAN00001565050,SAMEA104165640,EGAR00001570507,EGAX00001526192,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43147,EGAN00001565051,SAMEA104165641,EGAR00001570508,EGAX00001526193,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43148,EGAN00001565052,SAMEA104165642,EGAR00001570509,EGAX00001526194,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43149,EGAN00001565053,SAMEA104165643,EGAR00001570510,EGAX00001526195,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43150,EGAN00001565054,SAMEA104165644,EGAR00001570511,EGAX00001526196,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43151,EGAN00001565055,SAMEA104165645,EGAR00001570512,EGAX00001526197,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43152,EGAN00001565056,SAMEA104165646,EGAR00001570513,EGAX00001526198,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43153,EGAN00001565057,SAMEA104165647,EGAR00001570514,EGAX00001526199,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43154,EGAN00001565058,SAMEA104165648,EGAR00001570515,EGAX00001526200,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43155,EGAN00001565059,SAMEA104165649,EGAR00001570516,EGAX00001526201,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43156,EGAN00001565834,SAMEA104166424,EGAR00001571291,EGAX00001526976,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43157,EGAN00001565060,SAMEA104165650,EGAR00001570517,EGAX00001526202,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43158,EGAN00001565061,SAMEA104165651,EGAR00001570518,EGAX00001526203,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43159,EGAN00001565062,SAMEA104165652,EGAR00001570519,EGAX00001526204,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43160,EGAN00001565063,SAMEA104165653,EGAR00001570520,EGAX00001526205,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43161,EGAN00001565064,SAMEA104165654,EGAR00001570521,EGAX00001526206,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43162,EGAN00001565065,SAMEA104165655,EGAR00001570522,EGAX00001526207,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43163,EGAN00001565066,SAMEA104165656,EGAR00001570523,EGAX00001526208,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43164,EGAN00001565067,SAMEA104165657,EGAR00001570524,EGAX00001526209,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43165,EGAN00001565068,SAMEA104165658,EGAR00001570525,EGAX00001526210,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43166,EGAN00001565069,SAMEA104165659,EGAR00001570526,EGAX00001526211,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43167,EGAN00001565070,SAMEA104165660,EGAR00001570527,EGAX00001526212,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43168,EGAN00001565071,SAMEA104165661,EGAR00001570528,EGAX00001526213,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43169,EGAN00001565072,SAMEA104165662,EGAR00001570529,EGAX00001526214,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43170,EGAN00001565073,SAMEA104165663,EGAR00001570530,EGAX00001526215,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43171,EGAN00001565074,SAMEA104165664,EGAR00001570531,EGAX00001526216,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43172,EGAN00001565075,SAMEA104165665,EGAR00001570532,EGAX00001526217,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43173,EGAN00001565076,SAMEA104165666,EGAR00001570533,EGAX00001526218,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43174,EGAN00001565828,SAMEA104166418,EGAR00001571285,EGAX00001526970,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43175,EGAN00001565077,SAMEA104165667,EGAR00001570534,EGAX00001526219,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43176,EGAN00001565078,SAMEA104165668,EGAR00001570535,EGAX00001526220,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43177,EGAN00001565079,SAMEA104165669,EGAR00001570536,EGAX00001526221,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43178,EGAN00001565080,SAMEA104165670,EGAR00001570537,EGAX00001526222,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43179,EGAN00001565836,SAMEA104166426,EGAR00001571293,EGAX00001526978,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43180,EGAN00001565081,SAMEA104165671,EGAR00001570538,EGAX00001526223,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43181,EGAN00001565082,SAMEA104165672,EGAR00001570539,EGAX00001526224,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43182,EGAN00001565083,SAMEA104165673,EGAR00001570540,EGAX00001526225,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43183,EGAN00001565084,SAMEA104165674,EGAR00001570541,EGAX00001526226,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43184,EGAN00001565085,SAMEA104165675,EGAR00001570542,EGAX00001526227,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43185,EGAN00001565086,SAMEA104165676,EGAR00001570543,EGAX00001526228,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43186,EGAN00001565087,SAMEA104165677,EGAR00001570544,EGAX00001526229,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43187,EGAN00001565088,SAMEA104165678,EGAR00001570545,EGAX00001526230,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43188,EGAN00001565089,SAMEA104165679,EGAR00001570546,EGAX00001526231,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43189,EGAN00001565090,SAMEA104165680,EGAR00001570547,EGAX00001526232,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43190,EGAN00001565091,SAMEA104165681,EGAR00001570548,EGAX00001526233,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43191,EGAN00001565092,SAMEA104165682,EGAR00001570549,EGAX00001526234,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43192,EGAN00001565093,SAMEA104165683,EGAR00001570550,EGAX00001526235,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43193,EGAN00001565094,SAMEA104165684,EGAR00001570551,EGAX00001526236,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43194,EGAN00001565095,SAMEA104165685,EGAR00001570552,EGAX00001526237,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43195,EGAN00001565096,SAMEA104165686,EGAR00001570553,EGAX00001526238,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43196,EGAN00001565097,SAMEA104165687,EGAR00001570554,EGAX00001526239,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43197,EGAN00001565098,SAMEA104165688,EGAR00001570555,EGAX00001526240,EGAS00001001704,age=81;ENA-CHECKLIST=ERC000026
G43198,EGAN00001565099,SAMEA104165689,EGAR00001570556,EGAX00001526241,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43199,EGAN00001565100,SAMEA104165690,EGAR00001570557,EGAX00001526242,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43200,EGAN00001565101,SAMEA104165691,EGAR00001570558,EGAX00001526243,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43201,EGAN00001565102,SAMEA104165692,EGAR00001570559,EGAX00001526244,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43202,EGAN00001565103,SAMEA104165693,EGAR00001570560,EGAX00001526245,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43203,EGAN00001565104,SAMEA104165694,EGAR00001570561,EGAX00001526246,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43204,EGAN00001565105,SAMEA104165695,EGAR00001570562,EGAX00001526247,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43205,EGAN00001565106,SAMEA104165696,EGAR00001570563,EGAX00001526248,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43206,EGAN00001565107,SAMEA104165697,EGAR00001570564,EGAX00001526249,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43207,EGAN00001565108,SAMEA104165698,EGAR00001570565,EGAX00001526250,EGAS00001001704,age=18;ENA-CHECKLIST=ERC000026
G43208,EGAN00001565109,SAMEA104165699,EGAR00001570566,EGAX00001526251,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43209,EGAN00001565110,SAMEA104165700,EGAR00001570567,EGAX00001526252,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43210,EGAN00001565111,SAMEA104165701,EGAR00001570568,EGAX00001526253,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43211,EGAN00001565835,SAMEA104166425,EGAR00001571292,EGAX00001526977,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43212,EGAN00001565112,SAMEA104165702,EGAR00001570569,EGAX00001526254,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43213,EGAN00001565113,SAMEA104165703,EGAR00001570570,EGAX00001526255,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43214,EGAN00001565114,SAMEA104165704,EGAR00001570571,EGAX00001526256,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43215,EGAN00001565115,SAMEA104165705,EGAR00001570572,EGAX00001526257,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43216,EGAN00001565116,SAMEA104165706,EGAR00001570573,EGAX00001526258,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43218,EGAN00001565117,SAMEA104165707,EGAR00001570574,EGAX00001526259,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43219,EGAN00001565118,SAMEA104165708,EGAR00001570575,EGAX00001526260,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43220,EGAN00001565119,SAMEA104165709,EGAR00001570576,EGAX00001526261,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43221,EGAN00001565120,SAMEA104165710,EGAR00001570577,EGAX00001526262,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43222,EGAN00001565121,SAMEA104165711,EGAR00001570578,EGAX00001526263,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43223,EGAN00001565122,SAMEA104165712,EGAR00001570579,EGAX00001526264,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43224,EGAN00001565123,SAMEA104165713,EGAR00001570580,EGAX00001526265,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43225,EGAN00001565124,SAMEA104165714,EGAR00001570581,EGAX00001526266,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43226,EGAN00001565125,SAMEA104165715,EGAR00001570582,EGAX00001526267,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43227,EGAN00001565126,SAMEA104165716,EGAR00001570583,EGAX00001526268,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43228,EGAN00001565127,SAMEA104165717,EGAR00001570584,EGAX00001526269,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43229,EGAN00001565128,SAMEA104165718,EGAR00001570585,EGAX00001526270,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43230,EGAN00001565129,SAMEA104165719,EGAR00001570586,EGAX00001526271,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43231,EGAN00001565130,SAMEA104165720,EGAR00001570587,EGAX00001526272,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43232,EGAN00001565131,SAMEA104165721,EGAR00001570588,EGAX00001526273,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43233,EGAN00001565132,SAMEA104165722,EGAR00001570589,EGAX00001526274,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43234,EGAN00001565133,SAMEA104165723,EGAR00001570590,EGAX00001526275,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43235,EGAN00001565134,SAMEA104165724,EGAR00001570591,EGAX00001526276,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43236,EGAN00001565135,SAMEA104165725,EGAR00001570592,EGAX00001526277,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43237,EGAN00001565822,SAMEA104166412,EGAR00001571279,EGAX00001526964,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43238,EGAN00001565136,SAMEA104165726,EGAR00001570593,EGAX00001526278,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43239,EGAN00001565820,SAMEA104166410,EGAR00001571277,EGAX00001526962,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43240,EGAN00001565137,SAMEA104165727,EGAR00001570594,EGAX00001526279,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43241,EGAN00001565138,SAMEA104165728,EGAR00001570595,EGAX00001526280,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43242,EGAN00001565139,SAMEA104165729,EGAR00001570596,EGAX00001526281,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43243,EGAN00001565140,SAMEA104165730,EGAR00001570597,EGAX00001526282,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43244,EGAN00001565141,SAMEA104165731,EGAR00001570598,EGAX00001526283,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43245,EGAN00001565142,SAMEA104165732,EGAR00001570599,EGAX00001526284,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43246,EGAN00001565143,SAMEA104165733,EGAR00001570600,EGAX00001526285,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43247,EGAN00001565144,SAMEA104165734,EGAR00001570601,EGAX00001526286,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43248,EGAN00001565145,SAMEA104165735,EGAR00001570602,EGAX00001526287,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43249,EGAN00001565146,SAMEA104165736,EGAR00001570603,EGAX00001526288,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43250,EGAN00001565147,SAMEA104165737,EGAR00001570604,EGAX00001526289,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43251,EGAN00001565148,SAMEA104165738,EGAR00001570605,EGAX00001526290,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43252,EGAN00001565149,SAMEA104165739,EGAR00001570606,EGAX00001526291,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43253,EGAN00001565150,SAMEA104165740,EGAR00001570607,EGAX00001526292,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43254,EGAN00001565151,SAMEA104165741,EGAR00001570608,EGAX00001526293,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43255,EGAN00001565152,SAMEA104165742,EGAR00001570609,EGAX00001526294,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43256,EGAN00001565153,SAMEA104165743,EGAR00001570610,EGAX00001526295,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43257,EGAN00001565154,SAMEA104165744,EGAR00001570611,EGAX00001526296,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43258,EGAN00001565155,SAMEA104165745,EGAR00001570612,EGAX00001526297,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43259,EGAN00001565156,SAMEA104165746,EGAR00001570613,EGAX00001526298,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43260,EGAN00001565157,SAMEA104165747,EGAR00001570614,EGAX00001526299,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43261,EGAN00001565158,SAMEA104165748,EGAR00001570615,EGAX00001526300,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43262,EGAN00001565159,SAMEA104165749,EGAR00001570616,EGAX00001526301,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43263,EGAN00001565160,SAMEA104165750,EGAR00001570617,EGAX00001526302,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43264,EGAN00001565161,SAMEA104165751,EGAR00001570618,EGAX00001526303,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43265,EGAN00001565833,SAMEA104166423,EGAR00001571290,EGAX00001526975,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43266,EGAN00001565162,SAMEA104165752,EGAR00001570619,EGAX00001526304,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43267,EGAN00001565163,SAMEA104165753,EGAR00001570620,EGAX00001526305,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43268,EGAN00001565164,SAMEA104165754,EGAR00001570621,EGAX00001526306,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43269,EGAN00001565165,SAMEA104165755,EGAR00001570622,EGAX00001526307,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43270,EGAN00001565166,SAMEA104165756,EGAR00001570623,EGAX00001526308,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43271,EGAN00001565167,SAMEA104165757,EGAR00001570624,EGAX00001526309,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43272,EGAN00001565168,SAMEA104165758,EGAR00001570625,EGAX00001526310,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43273,EGAN00001565169,SAMEA104165759,EGAR00001570626,EGAX00001526311,EGAS00001001704,age=18;ENA-CHECKLIST=ERC000026
G43274,EGAN00001565170,SAMEA104165760,EGAR00001570627,EGAX00001526312,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43275,EGAN00001565171,SAMEA104165761,EGAR00001570628,EGAX00001526313,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43278,EGAN00001565172,SAMEA104165762,EGAR00001570629,EGAX00001526314,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43279,EGAN00001565173,SAMEA104165763,EGAR00001570630,EGAX00001526315,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43280,EGAN00001565174,SAMEA104165764,EGAR00001570631,EGAX00001526316,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43281,EGAN00001565175,SAMEA104165765,EGAR00001570632,EGAX00001526317,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43282,EGAN00001565176,SAMEA104165766,EGAR00001570633,EGAX00001526318,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43283,EGAN00001565177,SAMEA104165767,EGAR00001570634,EGAX00001526319,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43284,EGAN00001565178,SAMEA104165768,EGAR00001570635,EGAX00001526320,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43285,EGAN00001565179,SAMEA104165769,EGAR00001570636,EGAX00001526321,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43286,EGAN00001565180,SAMEA104165770,EGAR00001570637,EGAX00001526322,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43287,EGAN00001565181,SAMEA104165771,EGAR00001570638,EGAX00001526323,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43288,EGAN00001565182,SAMEA104165772,EGAR00001570639,EGAX00001526324,EGAS00001001704,age=71;ENA-CHECKLIST=ERC000026
G43290,EGAN00001565183,SAMEA104165773,EGAR00001570640,EGAX00001526325,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43291,EGAN00001565184,SAMEA104165774,EGAR00001570641,EGAX00001526326,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43294,EGAN00001565185,SAMEA104165775,EGAR00001570642,EGAX00001526327,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43296,EGAN00001565186,SAMEA104165776,EGAR00001570643,EGAX00001526328,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43297,EGAN00001565187,SAMEA104165777,EGAR00001570644,EGAX00001526329,EGAS00001001704,age=68;ENA-CHECKLIST=ERC000026
G43298,EGAN00001565188,SAMEA104165778,EGAR00001570645,EGAX00001526330,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43299,EGAN00001565189,SAMEA104165779,EGAR00001570646,EGAX00001526331,EGAS00001001704,age=72;ENA-CHECKLIST=ERC000026
G43300,EGAN00001565190,SAMEA104165780,EGAR00001570647,EGAX00001526332,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43302,EGAN00001565191,SAMEA104165781,EGAR00001570648,EGAX00001526333,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43303,EGAN00001565192,SAMEA104165782,EGAR00001570649,EGAX00001526334,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43304,EGAN00001565193,SAMEA104165783,EGAR00001570650,EGAX00001526335,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43305,EGAN00001565194,SAMEA104165784,EGAR00001570651,EGAX00001526336,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43306,EGAN00001565195,SAMEA104165785,EGAR00001570652,EGAX00001526337,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43307,EGAN00001565196,SAMEA104165786,EGAR00001570653,EGAX00001526338,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43308,EGAN00001565197,SAMEA104165787,EGAR00001570654,EGAX00001526339,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
